ObservedAt:	2006-08-21T03:22:52
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_10.0-0001.fit
	Total no of stars: 3745
	Radius of star diaphragm: 3, 4, 5
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 3      Star ADU 4      Star ADU 5
          992.99          724.03          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          943.39          577.79          2.5822          2.5239          2.5531          664.70        49988.06        52941.79            0.00
          407.05          450.63          2.4196          2.3390          2.3793          656.60        51983.25        53671.99        54097.51
           73.12          119.13          3.3162          3.1455          3.2309          704.55        52771.27        57129.54        58890.43
          105.14          862.77          3.0196          2.8142          2.9169          662.58        51475.85        54496.05        55532.89
          495.49          672.69          2.6030          2.4352          2.5191          656.60        51020.16        52644.12        53198.78
          456.40          301.67          2.9037          6.2320          4.5679          656.42        45822.99        49906.44        58554.33
           18.93          839.16          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          217.36          645.69          3.0543          2.4989          2.7766          658.19        49801.22        51978.99        52966.91
          432.09          809.96          2.4015          2.5092          2.4553          655.46        49849.22        51290.28        51759.77
          796.57          135.72          2.9135          3.0662          2.9899          670.45        46666.72        50265.68        51380.55
          913.32          550.19          3.0193          2.4097          2.7145          660.30        44624.30        46777.07        47495.29
           46.61          647.05          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          528.30          630.01          2.3696          2.2623          2.3159          658.17        47198.76        48203.92        48898.34
          671.86          444.92          2.5745          3.2096          2.8920          655.70        42319.33        45970.10        49988.42
          674.84          392.43          2.5131          2.5075          2.5103          652.22        46254.86        47763.05        48366.64
          219.84           53.11          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          185.32          624.77          2.8597          3.0387          2.9492          662.63        40383.94        43849.54        50164.42
          234.65          492.85          2.6916          2.4032          2.5474          655.38        44947.74        47030.43        47956.40
          185.33          624.77          2.8609          3.0387          2.9498          662.63        40383.94        43849.54        50164.42
          177.38          328.36          3.2164          3.2696          3.2430          654.84        40159.78        44763.22        48268.60
          354.51          684.84          2.3439          2.5414          2.4427          658.69        44175.82        45996.10        46902.46
          303.33          881.03          2.5668          2.8335          2.7002          661.72        44560.44        46499.83        47174.52
          196.35          574.52          2.7537          2.5345          2.6441          658.32        43220.15        45300.34        45947.08
          438.25          825.49          2.4284          2.5922          2.5103          655.48        40978.08        43132.33        43929.78
          260.11          284.76          2.6910          2.8292          2.7601          656.22        42452.78        44188.63        44861.44
          255.57          670.48          2.6766          2.6591          2.6678          657.87        39957.61        42441.92        43658.23
          644.24          342.78          2.5032          2.5695          2.5364          650.78        41016.04        42632.31        43309.08
          816.11          895.49          2.8007          2.8280          2.8143          670.12        39753.86        42887.57        44155.41
          260.47          284.86          2.8357          2.8219          2.8288          656.22        42452.67        44188.45        44861.16
           53.34          821.88          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          716.58          744.82          2.7667          2.5782          2.6725          656.11        41847.69        43444.88        44052.20
          755.24          324.75          2.8362          2.7634          2.7998          650.79        40206.79        42035.95        42612.75
          429.32          702.31          2.4631          2.3265          2.3948          656.63        42338.73        43941.46        44764.00
          790.05          593.30          2.7422          2.4796          2.6109          659.91        43493.69        45025.13        45687.94
          457.29          253.03          2.6327          2.9484          2.7906          654.66        40015.68        41619.19        42875.84
          671.26          469.62          2.6214          2.6767          2.6490          663.15        31026.85        32563.04        39701.61
           41.04          719.92          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          537.80          238.15          2.4790          2.7315          2.6052          650.91        37055.61        38714.37        39391.78
          773.69          918.65          2.9131          2.8935          2.9033          672.26        36301.99        38668.11        38998.76
          445.27          649.93          2.4868          2.3595          2.4231          656.79        37181.29        38216.74        38401.47
          412.51          771.92          2.6624          2.5290          2.5957          655.89        37208.36        39426.38        40361.43
          822.62          625.72          2.9720          3.2584          3.1152          664.10        35720.70        37788.54        39077.58
          214.07           88.80          2.9067          3.2489          3.0778          703.69        33099.32        35445.36        35940.71
          215.16          552.24          2.6648          2.3919          2.5283          657.62        36100.16        37416.24        37757.66
          980.52          892.95          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          585.89          359.89          2.3333          2.5377          2.4355          649.43        37240.66        38335.82        38627.90
          351.57          972.84          2.7007          6.4910          4.5958          667.28        24699.24        26523.48            0.00
          220.19          717.23          2.6590          2.4567          2.5579          655.94        37351.70        38905.28        39511.48
          432.20          891.43          2.6069          2.8473          2.7271          657.90        26974.90        28706.04        31338.65
          540.54          565.81          2.3143          2.4397          2.3770          657.56        35038.93        36096.64        36675.15
          961.56           32.59          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          298.68          733.69          2.6094          2.4405          2.5250          658.17        34313.44        35815.10        36511.69
          678.49          191.54          2.8004          2.8484          2.8244          659.54        33095.17        35167.39        35853.12
          275.18          615.42          2.5432          2.3655          2.4543          659.71        34556.05        35787.33        36133.80
          707.06          889.66          2.8540          2.8216          2.8378          656.95        32899.95        34562.41        35243.17
          356.97           49.40          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          484.97          730.50          2.5132          2.4011          2.4572          657.34        32847.16        33986.78        34421.49
          594.01          366.47          2.4489          2.9505          2.6997          649.43        29621.05        33109.67        35379.34
          366.23          999.16          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          924.20           66.09          3.6406          3.4935          3.5671          703.94        29192.02        32092.11        33609.24
          651.06          720.49          2.3168          2.5275          2.4221          657.30        29426.96        30633.99        31084.36
          392.26          493.15          2.3808          2.8197          2.6003          657.95        29969.62        31709.80        33465.45
          231.22          634.35          2.5141          3.2278          2.8710          662.75        29175.34        30375.89        33336.53
          532.31          525.94          2.3961          2.6782          2.5371          653.05        31116.00        31785.77        32284.66
          112.23          323.95          3.1878          2.7782          2.9830          648.78        32219.75        34062.72        34582.54
          595.76          749.45          2.3980          2.4589          2.4285          653.25        30897.52        32125.33        32575.15
          457.02          404.46          2.4940          2.4286          2.4613          659.19        32116.81        32931.55        33206.00
          868.14          102.10          3.2745          3.3033          3.2889          679.13        27328.73        29441.53        30319.16
          880.83          565.79          2.8519          2.6418          2.7469          657.75        29773.48        31244.13        32253.33
          100.40          737.23          3.0579          2.7745          2.9162          656.01        27757.40        29767.39        31525.30
          581.88          446.39          2.3269          2.3535          2.3402          652.91        30380.91        31063.48        31251.20
          100.21          737.17          2.9535          2.8116          2.8826          656.01        27757.41        29767.39        31525.30
          804.80          117.43          3.1002          3.2048          3.1525          679.15        21287.90        23392.75        25073.35
          234.49           23.63          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          804.78          117.60          3.1624          2.9940          3.0782          679.15        21324.37        23683.67        25275.15
          161.09           60.05          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          704.54          736.13          2.5447          2.6056          2.5751          656.65        26366.13        27407.50        27594.22
          224.26          945.30          2.8074          3.0090          2.9082          662.47        24037.58        26029.47        27070.94
          478.32          590.38          2.3294          2.4058          2.3676          655.60        19571.70        19937.24        20079.76
          702.87          270.30          2.7298          2.6238          2.6768          655.27        27556.83        28704.83        29088.96
          519.49          715.53          2.4150          2.4051          2.4101          653.06        27158.95        28152.35        28651.21
          987.27          831.79          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          879.25          431.48          2.8140          2.6601          2.7370          655.67        27016.48        28284.18        28799.75
          817.08          269.60          2.8836          2.8406          2.8621          657.42        27267.84        28855.65        29383.85
          849.32          852.50          2.9990          2.9779          2.9884          666.65        26280.16        28489.11        29003.88
           79.04          377.55          3.1675          2.5166          2.8420          648.80        12675.86        13570.20        13833.46
          686.92          850.65          2.6365          2.6836          2.6600          655.11        27352.81        28345.19        28574.99
          517.30          230.14          2.6774          3.1283          2.9028          651.05        12631.01        13109.12        13265.19
          273.54          457.50          2.7573          3.1802          2.9688          664.35        25227.54        28635.65        29481.14
          664.71          237.65          2.7396          2.8331          2.7864          653.82        25948.14        27390.53        27701.30
          583.60          470.07          2.1820          2.4144          2.2982          655.30        24830.84        25533.70        25667.04
          426.87          431.39          2.3699          2.4009          2.3854          657.87        26922.96        27506.52        27596.26
          771.46          330.31          2.9076          2.8114          2.8595          656.45        24349.94        25827.51        28060.63
          897.77          360.47          2.8460          2.6756          2.7608          662.51        24637.87        26185.47        26728.76
          322.54          690.90          2.3959          2.3988          2.3974          658.68        25631.43        26655.03        26930.53
          667.80          344.60          2.5788          2.5561          2.5675          650.76        24069.95        25112.86        25392.61
          277.31          101.16          3.3033          3.0958          3.1995          674.12        25808.21        27454.10        28046.15
          579.37          239.55          2.8071          2.7792          2.7932          650.84        23681.94        25148.19        25873.68
          661.22          104.66          2.6714          3.1034          2.8874          670.25        24152.68        25501.56        25998.64
          334.58          902.47          2.0503          2.2135          2.1319          663.51        11763.28        12404.42        12540.79
          825.47          105.63          2.8963          2.8999          2.8981          679.09         6511.32         6933.57         7134.07
          334.60          902.45          2.0453          2.2176          2.1314          663.51        11763.28        12404.42        12540.79
          874.37          490.02          2.8692          2.4233          2.6463          654.19        24854.14        25981.19        26265.86
          344.61          611.43          2.3465          2.3225          2.3345          659.90        26573.88        27477.10        27727.01
          769.72          832.18          2.6540          2.6287          2.6413          663.13        23798.28        24904.99        25204.43
          444.30          301.04          2.6196          2.6961          2.6578          656.42        24007.95        25129.14        26585.94
          354.51          605.61          2.9589          2.9220          2.9404          660.27        23290.38        25462.14        26083.97
          359.50          487.97          2.7073          2.7890          2.7481          661.82        22411.88        23142.62        23859.24
          556.76          271.42          3.0563          2.7787          2.9175          649.61        22629.80        24304.91        25364.47
          507.48          233.12          2.5099          2.9029          2.7064          654.53        25089.64        25937.50        26219.32
          466.97          488.58          2.4422          2.3501          2.3962          657.77        23382.25        24050.94        24338.26
          463.51          428.23          2.2740          2.2922          2.2831          657.91        23825.89        24588.32        24951.10
          730.35          741.82          2.6068          2.0557          2.3312          656.07         3684.96         3758.78         3839.38
          729.93          663.29          2.9225          2.9846          2.9535          661.52         7495.68         8034.45         8318.54
          324.69          509.10          2.2520          2.4759          2.3640          661.91        23313.73        23977.31        24074.05
          684.87          671.31          1.9222          2.6306          2.2764          662.38        10158.71        10408.79        10535.98
          284.00          806.69          2.2810          2.7567          2.5188          655.05        15449.59        16070.89        16114.46
          341.53          728.44          2.4068          2.4841          2.4454          658.20        23125.54        24302.54        24764.01
          359.40          715.72          2.4070          2.8944          2.6507          658.00        22428.39        23262.25        24302.55
          359.39          716.32          2.4074          2.5982          2.5028          658.00        22428.39        23262.25        24302.54
          941.28          514.92          0.8948          2.5001          1.6974          659.21        21352.38        22711.02            0.00
          359.49          716.13          2.4139          2.6142          2.5140          658.00        22428.43        23262.32        24302.65
          807.35          632.49          2.0888          2.7696          2.4292          664.17         3696.16         3826.52         3767.70
          233.32           93.11          3.2385          3.1534          3.1960          702.85         7930.54         8337.23         8585.42
          819.98          511.79          2.7567          2.5039          2.6303          654.48        21623.71        22452.52        22588.25
          246.37          847.68          2.6178          3.0810          2.8494          658.47        12515.43        12977.46        13406.26
          276.50          734.64          2.4021          2.5867          2.4944          657.79        22216.34        22963.74        23169.73
          837.74          847.39          2.6344          2.7677          2.7010          666.59        22164.20        23339.45        23580.48
          165.33          837.48          3.3119          2.7364          3.0241          658.49        19615.09        21142.32        21772.99
          606.02          467.97          2.2190          2.3332          2.2761          655.32        21975.08        22310.57        22241.15
          239.49          785.69          3.2645          2.6099          2.9372          655.15        21504.47        22562.54        23035.00
          989.95          296.07          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          429.18          544.66          2.6811          4.1631          3.4221          657.13        18981.29        20197.12        21796.56
          388.21          935.39          2.8147          3.0597          2.9372          659.74        13521.45        14731.39        15380.23
          480.91          712.51          2.2115          2.3521          2.2818          657.33        20927.80        21375.84        21444.11
          306.43          735.57          2.5483          2.6624          2.6054          657.74        20168.44        20821.50        21317.53
          363.82          185.13          2.9155          3.4785          3.1970          661.46        11484.77        12925.30        14011.83
          761.92          724.94          2.5790          2.6287          2.6038          657.30        20438.11        20984.08        21049.86
          306.55          735.77          2.5116          2.4772          2.4944          657.74        19896.96        20704.90        21157.97
           71.37          480.44          4.9602          6.1561          5.5581            0.00            0.00            0.00            0.00
          334.59          940.93          2.3295          2.8283          2.5789          664.00        17441.03        18303.84        18486.34
          334.60          940.87          2.3320          2.8510          2.5915          664.00        17441.03        18303.84        18486.34
          347.42           34.01          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          431.66          133.49          2.7069          3.3095          3.0082          662.15        18100.22        20147.04        21077.00
          316.09          742.62          2.4749          2.7333          2.6041          656.85        20908.79        21702.56        21978.58
           22.02          177.65          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          438.31          545.39          2.3615          2.2679          2.3147          656.54        19742.80        20245.57        20285.64
          399.03          186.75          2.9739          4.6360          3.8049          657.28        12594.70        13976.19        19006.33
          203.90          408.88          2.6842          2.5384          2.6113          656.60         4097.45         4200.48         4355.56
          885.38          645.10          2.7886          2.4566          2.6226          661.61        18692.28        19626.48        19858.52
          112.46          812.71          3.2047          3.0040          3.1044          659.71        18028.10        18989.22        19566.24
          939.36          344.40          6.9010          7.5032          7.2021            0.00            0.00            0.00            0.00
          685.01          468.66          5.5456          3.5861          4.5659          663.16         3689.84         4376.18         5018.16
          895.91          850.89          3.0781          2.9932          3.0357          670.48        17906.22        19053.87        19928.20
          910.98          154.35          3.0323          3.1009          3.0666          678.76        16712.15        17891.05        18148.44
          621.22          138.45          2.6713          2.9320          2.8017          660.86        17828.83        18592.00        18907.20
          571.90           94.12          2.7302          3.1443          2.9372          681.46        18022.45        19118.15        19456.56
          223.94          598.42          2.4102          2.5459          2.4781          661.01        18542.83        19329.82        19605.94
          860.33          827.15          2.8485          2.8778          2.8632          663.87        17232.26        18181.39        18614.89
          530.26          719.78          2.2761          2.3577          2.3169          653.04        17902.66        18197.35        18187.22
          995.04           17.77          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          297.05          393.03          0.0000          0.0000          0.0000          658.19          798.05          616.10          462.27
           18.18          480.73          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          170.59          222.44          3.8869          3.1630          3.5250          661.70        16135.24        17834.42        18992.94
          855.51          564.54          2.8090          2.4639          2.6365          657.71        16394.67        17275.37        17522.27
          533.83          539.56          2.0693          3.0291          2.5492          653.04        15809.00        16846.64        16905.42
          399.03          187.25          2.9739          4.7916          3.8828          657.28        12594.70        13976.19        19010.04
          806.89          648.95          2.7371          2.2545          2.4958          661.72        16817.46        17221.74        17250.97
          414.51          663.41          2.6393          2.5696          2.6044          656.94        15618.41        16402.15        16790.56
           34.84          397.54          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          471.82          677.49          2.2467          2.0525          2.1496          656.53        15999.01        16413.06        16419.64
          595.25          440.99          4.5438          2.1593          3.3515          652.30         5762.26         6034.35         6710.98
          813.57          988.34          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          531.00          320.59          2.3333          2.7200          2.5267          650.27        15486.86        15980.38        16237.61
          392.86          736.77          3.2117          2.3315          2.7716          656.67        14139.13        14755.48        15366.86
          700.45          620.58          2.9183          2.3279          2.6231          660.26        14949.96        15580.47        15566.89
