ObservedAt:	2006-08-23T03:25:12
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_10.0-0001.fit
	Total no of stars: 3745
	Radius of star diaphragm: 3, 4, 5
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 3      Star ADU 4      Star ADU 5
          185.30          624.80          2.9646          3.2181          3.0914          664.22        38906.30        42721.19        48498.92
          177.30          328.32          3.1873          3.2384          3.2129          665.14        40021.11        44663.17        47631.29
          354.50          684.86          2.9097          3.0977          3.0037          655.02        41320.45        44309.74        45499.16
          303.34          881.00          2.8504          3.0143          2.9324          646.55        40572.79        43508.91        44494.08
          196.32          574.53          2.9201          2.7673          2.8437          662.22        41873.86        44274.57        44982.62
          438.26          825.48          2.7739          3.1407          2.9573          640.93        36037.98        39916.67        41498.86
          260.07          284.74          2.6752          2.7761          2.7257          664.15        42256.29        43950.14        44495.14
          255.54          670.49          2.7971          2.9331          2.8651          656.84        37150.82        40839.02        42448.01
          644.27          342.78          3.1544          2.9353          3.0448          647.25        37760.31        40830.71        41923.06
          816.02          895.38          3.2319          3.3966          3.3142          610.05        35060.39        38537.15        39930.15
          260.42          284.83          2.8576          2.7693          2.8135          664.15        42256.27        43950.10        44495.09
           53.34          821.88          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          716.55          744.78          3.3716          3.3755          3.3735          625.80        36088.27        39527.35        40279.48
          755.25          324.77          3.3935          3.1439          3.2687          647.05        36236.18        39252.21        39909.66
          429.34          702.32          2.9481          2.9913          2.9697          652.02        38694.45        41852.92        42952.24
          789.98          593.28          3.4355          3.4332          3.4344          627.06        35184.72        38029.52        39091.81
          457.31          253.02          2.8656          3.3044          3.0850          661.18        38823.27        40677.03        42033.98
          671.46          469.41          3.6246          3.6105          3.6176          657.00        27902.97        34387.62        76630.72
           41.04          719.92          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          537.82          238.13          2.9043          2.9966          2.9504          653.72        35726.01        37747.02        38252.30
          773.61          918.54          3.6023          3.5972          3.5998          607.50        30711.62        35246.64        36681.81
          445.29          649.95          3.1645          2.9827          3.0736          652.34        34419.31        36595.38        37055.45
          412.51          771.91          3.2700          3.1686          3.2193          645.39        33676.64        37247.35        38722.29
          822.56          625.70          3.5272          4.0326          3.7799          629.69        29475.18        33543.75        34933.64
          214.00           88.69          2.7531          2.9128          2.8329          741.31        33880.44        35863.23        35995.19
          215.13          552.26          2.8007          2.6227          2.7117          661.62        34940.33        36552.56        36964.79
          980.19          892.79          3.1778          2.8140          2.9959          561.16        22876.88        24455.92        24525.09
          585.92          359.89          3.0366          2.9935          3.0151          653.26        34733.72        36560.73        36985.48
          351.69          972.48          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          220.16          717.25          2.7439          2.8685          2.8062          655.71        35087.12        37329.56        38244.91
          432.21          891.40          2.9316          3.3815          3.1565          637.26        24412.50        27075.56        30162.71
          540.56          565.82          3.1343          3.2132          3.1737          653.37        32920.32        35278.00        36024.90
          961.56           32.59          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          298.67          733.70          2.9966          2.9595          2.9781          654.39        31924.56        34193.83        35179.15
          678.51          191.52          3.2475          3.2835          3.2655          653.73        29143.80        33205.09        34396.61
          275.17          615.44          2.6636          2.8697          2.7666          660.05        32414.74        34524.82        35230.37
          707.01          889.58          3.2784          3.1708          3.2246          616.22        28633.67        30973.41        31811.99
          356.97           49.40          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          484.99          730.51          3.2123          3.0911          3.1517          652.21        30222.63        32453.60        32940.19
          594.02          366.47          3.0134          3.5939          3.3037          653.23        27666.01        31034.07        33557.46
          366.23          999.16          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          924.17           66.11          3.5396          3.2154          3.3775          657.66        27657.77        29895.85        30418.99
          651.04          720.48          3.0195          3.4254          3.2224          630.05        25919.45        28675.42        29793.22
          392.27          493.13          2.8091          3.4606          3.1349          662.29        28638.97        30700.04        32048.30
          231.16          634.32          2.7216          3.6209          3.1713          664.35        27944.98        29861.82        34909.80
          532.32          525.95          3.1044          3.2684          3.1864          650.08        28592.60        30157.32        30488.13
          112.13          323.92          3.0990          2.5532          2.8261          664.06        32355.02        33949.94        34341.83
          595.76          749.44          2.9321          3.3485          3.1403          635.98        26840.51        29449.31        30358.32
          457.03          404.45          2.8989          2.9135          2.9062          665.53        30787.00        32075.24        32303.88
          868.13          102.10          3.3308          3.2881          3.3094          662.58        26363.49        28385.08        28729.70
          880.75          565.81          3.4384          3.3847          3.4115          629.15        25294.21        27876.34        29405.61
