Star#,2021-03-01,2021-03-02,2021-03-11,2021-03-12,2021-03-18,2021-03-19,2021-03-27,2021-03-30,2021-03-31,2021-04-20,2021-05-04,2021-05-06,2021-05-07,2021-05-10,2021-05-11,2021-05-13,2021-05-31,2021-06-04,2021-06-05,2021-06-08,2021-06-10,2021-06-12,2021-06-13,2021-06-14,2021-06-15,2021-06-21,2021-06-30,2021-07-02,2021-07-11,2021-07-16,2021-07-17,2021-07-18,2021-07-24,2021-07-25,2021-08-01,2021-08-02,2021-08-09,2021-08-11,2021-08-13,2021-08-15,2021-08-21,2021-08-31,2021-09-01,2021-09-04,2021-09-06,2021-09-07,2021-09-16,2021-09-18,2021-09-19,2021-09-22,2021-09-26,2021-09-27,2021-09-28
1997,692.7101051,741.9292228,728.8150284,817.1542236,778.5851724,710.6371549,815.6274907,828.6920725,715.8719909,797.723367,772.2763075,839.0293621,807.6245798,684.7551551,685.3687873,630.2820894,761.9086774,814.6324737,842.6609484,830.2224053,795.4718178,794.1153274,774.3119447,702.6678338,793.7749715,684.0457401,824.0656319,802.2411468,807.8453418,789.7228958,800.9279707,703.9323851,776.0234917,776.7326097,836.7955489,840.6367394,854.4491451,806.7841234,854.4029484,773.2963145,798.7682616,835.9241931,843.6488475,812.9871191,853.3746808,773.0309023,779.7880879,771.0801782,738.0548298,787.6603415,851.9181411,794.612719,865.8562982
1998,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1999,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2000,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan
2001,992.3602148,982.7344627,976.545137,991.3149599,1020.1586527,994.2793113,996.5927751,1065.3576707,568.6526351,984.823826,974.853476,1065.3336387,1024.36817,975.8929919,960.1886071,936.0529297,1021.944153,1025.3563346,1034.7572687,1000.5292785,1018.8731542,1000.2426332,1023.3563178,973.7408984,1009.3877274,798.3370622,1000.792024,1009.6863625,990.8327502,1042.6968565,1044.6551257,1086.9534666,1183.5679906,1099.7723464,1030.5436747,1046.3917209,1031.3509668,1013.9465965,1005.7647484,1003.8140045,1206.6350953,1013.5294851,1025.5783329,1034.1823633,1035.8808625,1035.1956733,1061.8425513,1068.8152113,1054.7204491,1010.1482955,1029.0355627,1034.1303458,1010.0690879
2002,1215.1927321,1249.0031459,1251.4140555,1233.0329099,1297.3878329,1247.0397864,1252.4371023,1245.3531045,1436.6448164,1265.4194567,1247.1582487,1223.8370934,1210.6652839,1227.7887256,1226.944285,1246.2346414,1228.3817429,1260.6328032,1253.5772211,1255.7167626,1215.7077965,1220.6695698,1217.4627118,1212.5287162,1223.8998392,1313.2437084,1247.3933954,1193.9837821,1225.6883881,1204.3992817,1254.6752359,1232.3493805,1173.3312097,1216.9128244,1227.7099938,1215.3713672,1184.675256,1196.9319426,1180.6401812,1204.5408596,1214.5165977,1208.5672443,1212.8820041,1204.6186477,1190.8252223,1183.1737989,1172.1547352,1145.480908,1138.8942694,1195.133633,1231.2783262,1200.9330065,1222.4108344
2003,1245.441809,1324.2378638,1282.0945061,1224.0809088,1254.3854773,1240.6734631,1297.0229764,1217.4387704,1712.771461,1236.7477399,1215.3520557,1132.5434728,1146.5496451,1186.2833827,1198.1400271,1180.3688254,1205.6219917,1169.2722985,1223.1086657,1187.7182131,1215.5379395,1207.1712153,1197.6394005,1153.5810594,1184.5513788,1270.1162596,1253.0035129,1246.8800515,1229.2609746,1129.0394388,1169.0304772,1056.971201,1212.8514291,0.0,1155.4365104,0.0,1176.6766174,0.0,1250.6444445,1205.470348,1204.3920788,1181.4342165,1220.9116463,1209.8388953,1272.2578825,1127.8136085,1185.3237246,1195.3958443,1196.8276422,1185.5140762,1169.7965277,1157.1484441,1201.9328089
2004,988.9152994,1072.9080971,1054.1140491,1121.7965723,1082.6551697,1042.8011884,1090.0524745,1144.5600312,1220.4078585,1082.9457671,1084.6134112,1115.6951293,1055.7681926,1006.160632,1003.2088828,998.9000199,1053.0719726,1081.8959374,1103.3532157,1096.822032,1051.932526,1075.6635147,1042.4391991,1007.9343846,1077.3381122,1168.6721165,1093.7794004,1070.912499,1079.2721614,1071.8406705,1065.2148069,1032.4700643,1098.1009088,1066.1145509,1069.6319106,1077.3135855,1078.7340271,1081.3416796,1083.729782,1093.1159016,1075.4864594,1116.1236261,1086.5428538,1093.2335215,1097.3992469,1042.2953769,1057.0603257,1044.8393874,1060.4928936,1044.2174193,1078.5482621,1058.603253,1091.3560319
2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1311.5258846,0.0,1257.9957004,0.0,0.0,1295.710354,1263.9896699,1284.3036354,1286.7074851,1282.8106395,0.0,1280.9156374,1282.6006369,0.0,0.0,0.0,1242.6014053,1276.2605019,0.0,0.0,0.0,1259.755862,0.0,0.0,0.0,1321.2659475,0.0,1308.6434749,0.0,1288.2011368,0.0,1275.6294997,1280.020195,1262.9410142,0.0,1251.9924422,1270.0534742,0.0,0.0,0.0,0.0,0.0
2006,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2007,1025.5463899,1094.6664429,1119.209233,1210.7770511,1138.5965002,1141.6509231,1189.1106549,1268.2829262,1285.9875349,1227.2743248,1254.950016,1290.1343679,1166.3437232,1141.1425516,1171.3652328,1112.6957723,1228.1253456,1252.7468976,1290.9971991,1272.1210323,1249.3700295,1228.8809809,1279.0192896,1206.7547916,1261.3662185,1235.3647292,1304.5422475,1282.2378094,1243.8536624,1297.8746224,1272.2660937,1278.8236571,0.0,1272.9262551,1246.2655085,1283.6393537,1278.3084897,1197.6590254,0.0,1247.7373465,0.0,1283.8458975,0.0,0.0,0.0,1190.5876271,1188.5324807,1292.4792515,1166.4532884,1223.0567588,1221.054815,1234.1155131,1283.8659019
2008,1131.6955003,1132.0667047,1143.9914165,1192.3409038,1241.9365474,1163.4830827,1204.6845052,1244.5409833,1280.1408827,1189.0572726,1200.9237261,1268.9467833,1234.683553,1177.5848286,1158.54711,1152.0816516,1210.5745774,1234.2761144,1259.2491825,1248.4043714,1205.8901438,1228.8043482,0.0,1183.2491335,1249.4292251,1245.7056646,1291.3658428,1289.0775416,1230.3846836,1265.2427408,1269.4744095,1322.4226028,0.0,1315.3968555,1241.058062,1272.245529,1278.4020548,1247.1281691,0.0,1280.5211505,0.0,1282.573876,0.0,0.0,0.0,1270.1147831,1281.9313666,1223.3506076,1198.0306116,1243.548653,1269.8813988,1216.4637711,1264.7677676
2009,944.2392434,1012.5237897,1005.543835,1035.989485,996.5664046,1004.3442599,1011.6232454,1040.9127402,1128.2366729,1027.0408763,1019.5141738,1054.7669529,1043.6099081,956.7638161,962.2504829,953.073725,1018.7417278,1044.7514455,1048.3365344,1027.3876507,1009.7825593,1017.0236424,1004.4517185,983.3367656,1021.3445599,1015.4514533,1027.0028784,981.6839457,1021.7743733,1029.2083783,1010.9264313,965.5078834,984.2952801,994.4609686,1019.7224116,1061.3776079,1057.1043446,1026.4501602,1043.7283927,1049.8538609,997.289752,1067.5980111,1051.3217976,1047.6328652,1070.9581029,1037.7289929,1031.3131125,1026.8435822,1083.5155083,989.0149947,1041.3609132,1061.8832394,1051.6931574
2010,700.6164392,736.6014216,698.7596953,721.1937464,723.9882457,729.9371736,728.5527227,757.029344,0.0,752.3709449,707.8434453,760.0470838,732.0227555,701.7001915,682.8664057,666.9707439,745.6721001,737.6616796,760.6221877,753.5858005,709.1109324,723.526102,713.3341526,689.8554303,735.4940605,442.7839776,738.065355,728.3354001,749.8684445,751.3836911,770.3522448,795.4521954,712.9451421,743.6992293,753.7621836,759.5826696,740.0735671,714.851167,718.2642259,700.8933766,807.0369503,748.7335126,735.5240738,723.272434,737.6894332,745.6355108,757.7541423,673.0051433,739.5927189,719.0732015,751.8106257,752.9636096,750.7066414
2011,1090.1166451,1065.1796094,1065.8590293,1029.1496825,1029.7319609,1031.0458508,1064.4086123,1037.4606458,1111.3839306,1053.3671276,1020.0654355,1023.6708892,951.3620981,1028.9955172,1030.5387772,1031.1464825,1050.995756,988.6895131,1022.6088991,1025.7289485,1075.211611,1026.6886957,1030.3007037,1038.516141,1016.6603722,1051.4435103,1075.4866618,1076.0508333,1062.0985751,1009.5760074,1053.6609384,1036.2640154,1112.2101021,1043.1771003,1010.4941122,1045.4398779,1005.8661169,1047.5423932,1036.289072,1056.1153005,1098.0983725,1040.1413233,1083.3844022,1060.0433879,1063.7415142,1028.573441,1170.9736345,1037.1318809,1139.4903464,1050.7500052,1012.7569872,972.9101512,1006.7211805
2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2013,1119.4682193,1110.5591355,1043.1515671,1091.5889049,1098.858877,1099.7616402,1122.2291283,1135.5687981,983.0734873,1106.42553,1099.6209252,1123.108322,1122.188253,1084.8686245,1083.1499283,1082.0441842,1080.6958526,1118.7133622,1152.9585786,1160.8607353,1131.9671311,1116.9779834,0.0,1073.087219,1113.437384,1031.4301938,1131.7921288,0.0,1111.6937057,1171.7090159,1174.4640684,1179.8913126,0.0,1119.1711404,1117.1951739,1145.8434421,1120.9562902,1084.0341043,0.0,1111.0874535,0.0,1108.267249,0.0,0.0,0.0,1112.8877458,1161.8123162,1139.3285176,1229.8879279,1181.8248597,1134.6341975,1165.6938696,1144.2683026
2014,1539.5940177,1542.9688676,1534.7094916,1553.8992884,1535.6414506,1546.0275714,1552.9888329,1521.7584701,1498.7623311,1564.2386585,1536.4292905,1496.285577,1529.862098,1511.5545869,1497.8772674,1510.027373,1548.9963753,1557.9526186,1584.044727,1560.6964467,1559.3746806,1554.1380409,0.0,1518.5038977,1555.0935508,1503.3127252,1558.9468571,1518.2815428,1551.6398562,1463.4232223,1499.6750392,1401.7245783,0.0,1494.7458581,1563.4643359,1512.7468213,1547.6359974,1568.7932138,0.0,1599.8173489,0.0,1562.3421576,0.0,0.0,0.0,1549.7075044,1479.1275842,1529.296637,1500.3978578,1547.9910424,1591.6448889,1564.01485,1582.1932918
2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2016,1331.3568818,1392.4596091,1315.5170807,1396.2549477,1313.9240896,1264.8120838,1351.4992143,1331.1023198,1116.4777756,1330.279063,1320.0787191,1289.7520751,1214.0445762,1250.4849201,1214.2045928,1228.7266248,1240.3824908,1265.9654977,1317.2214457,1323.4329572,1268.2213797,1294.4493639,1317.8424662,1234.8542379,1316.5470242,1173.8803557,1327.7120603,1308.7015112,1279.118489,1207.1626816,1237.109349,1107.2232753,0.0,1263.8238318,1296.5427009,1285.6239039,1309.6464414,1271.0616407,0.0,1337.8751021,0.0,1309.9814253,0.0,1331.5187017,1537.1781282,1268.224626,1215.4457138,1222.0816827,1002.3324123,1280.5171881,1239.82946,1290.5524028,1306.1426762
2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021,893.755227,979.0997318,960.6144128,984.2517554,1043.003112,957.1934654,1026.1889765,1021.7404906,1030.6618471,1017.4169789,997.2607016,1017.065514,972.1827189,922.9596376,928.3817655,890.1113565,999.4149454,1032.6506011,1077.2454617,1034.5200587,991.3805577,1025.3716214,1009.4029184,946.2906902,1025.2288819,1026.192269,1039.0799348,967.4107957,1004.2909468,981.7047157,984.1282659,940.6090497,878.0069954,968.8981049,1039.2629771,1034.1771124,1043.6814567,1018.6215711,1047.3743127,1038.9011206,989.1317256,1061.4799205,1057.0734553,1045.5168851,1025.9785051,994.8472086,946.5802118,965.2394311,888.7907563,1046.3974644,1082.5472086,1019.6544636,1078.3505835
2022,1353.5127074,1397.9703957,1355.8269337,1408.9574831,1387.3059166,1382.4459357,1376.0789338,1409.8608676,1391.5888991,1369.3423491,1407.3732395,1504.5006243,1406.5972711,1372.6743184,1366.4023413,1376.5993179,1420.5464733,1443.6243122,1437.3291486,1407.1243497,1404.0818464,1420.293322,1419.7653561,1393.3783027,1415.4293102,1366.4344213,1429.6830883,1424.3747096,1444.7578363,1461.5399853,1434.2040885,1447.3039347,1455.2576429,1386.9328042,1419.6101472,1434.6286757,1426.6894988,1420.0860835,1455.5528347,1413.5364774,1465.8485742,1444.8194457,1441.6302379,1444.9567247,1476.3728616,1393.7877916,1454.4778806,1444.6998085,1425.9125491,1439.4996587,1468.7772415,1414.1693047,1449.5574615
2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2255.4655574,2328.056398,2269.7683711,2277.3442452,2346.3391949,2301.4577749,2358.5758776,2334.2211569,2144.5644293,2334.1678395,2333.1809438,2379.3632038,2298.7951396,2219.9805074,2194.1130574,2174.4389589,2309.8744858,2340.0113169,2352.8908747,2339.7975902,2287.1550106,2336.3032653,2343.964176,2269.0566197,2328.7165131,2161.4109062,2363.7520324,2331.3992082,2347.528172,2228.4549346,2271.9572354,2143.0073072,2190.7502794,2272.431719,2322.8706534,2345.5936576,2319.9908621,2265.0990588,2330.1467768,2289.3523283,2242.7634401,2364.4802503,2382.3794201,2319.0601311,2306.7515254,2306.6589479,2213.9181411,2278.0360388,2232.8075483,2315.4060977,2317.2722856,2305.7937444,2326.392324
2025,1247.8124565,1366.8135687,1411.0980883,1478.9318767,1487.3477675,1474.461922,1441.6967737,1484.2900512,1073.2355691,1494.0467098,1444.1399968,1508.6113141,1485.8857293,1401.7514,1412.5586126,1420.2467497,1486.9456097,1478.4128091,1525.0802369,1514.2340483,1505.5995328,1457.1591376,1497.4110535,1416.0061095,1498.1391412,1174.8370188,1526.7711185,1574.0742768,1502.1786011,1516.0825814,1524.0232671,1582.0602777,1640.1778697,1552.2376879,1491.2635116,1513.6266505,1590.0612912,1471.3944459,1490.0687402,1430.8909248,1505.3131871,1567.148141,1525.0796845,1506.9455848,1538.9809937,1503.0605129,1438.583727,1452.7173809,1419.7094586,1487.1937846,1519.6155281,1518.3305338,1510.1482292
2026,1548.9546859,1565.5743588,1550.078474,1554.6041507,1550.9041216,1549.8395372,1563.933387,1594.1224105,0.0,1577.3497739,0.0,0.0,1562.3724674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1476.7945842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1537.0852155,1572.9086109,0.0,0.0,1593.0547066,0.0,0.0,0.0,1602.738658,0.0,0.0,0.0,1542.4576499,0.0,0.0,0.0,0.0,1606.2011251,1610.9831571,1612.1685836
2027,1254.470352,1267.6073845,1253.4598216,1263.8511605,1280.008322,1266.2517381,1254.8313495,1286.621753,745.4737365,1268.2982326,1248.3875192,1276.8747,1252.2453198,1224.6765818,1231.1299173,1217.5005019,1285.2411249,1274.6948986,1294.3961971,1285.4546866,1290.2035368,1263.2608084,1246.3077879,1237.8298972,1276.7624752,1060.7255786,1266.233939,1241.6974503,1246.8190444,1274.2727568,1258.5032654,1305.9794703,1319.7015078,1379.3298878,1301.5224943,1348.8262192,1295.2433723,1279.731388,1304.4187018,1327.2055443,1307.8375216,1307.3542776,1274.7488613,1262.4673536,1229.2463993,1326.0115271,1294.126207,1292.8749076,1311.9147556,1284.6293136,1281.4763034,1283.6705308,1257.3897589
2028,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2029,581.9846345,653.2214791,641.010462,706.5685436,685.5671057,639.9436986,685.8535033,723.3174645,687.2215649,655.7171174,683.360368,755.9672753,662.4021176,646.1191293,645.8544508,606.3042294,673.0472143,681.1532088,709.2297371,693.8382281,670.1542204,691.5844195,697.2576487,637.5122838,695.8751774,673.3815766,675.6853001,634.3691931,675.2134847,659.8149466,669.8459822,628.89245,626.4864249,631.1620394,676.1104195,666.0181175,714.7214395,705.1401675,728.9283254,703.4759454,703.9982477,729.0027748,716.8698634,711.1414116,704.892397,691.9504423,675.5450792,701.3872076,633.8044225,697.330825,699.5555733,704.2266263,704.4504306
2030,1082.7196762,1098.3037263,1109.0227742,1107.3563633,1091.722186,1076.0891041,1121.0460761,1098.6687102,1082.0676918,1120.7800829,1099.7922602,1124.4756294,1059.7868087,1096.3916391,1108.90588,1072.7923119,1112.9387454,1105.1256863,1109.5290693,1103.9713743,1125.7185689,1105.5084155,1124.3286902,1097.7400272,1121.5422538,1147.353508,1111.876257,1134.2937304,1108.9370619,1091.290838,1094.5994588,1098.8275117,1189.6289562,1084.3057374,1074.2209257,1104.9326805,1115.3763114,1090.8915263,1261.7197058,1135.7771168,1196.5527776,1106.0454014,1174.3113351,1132.3067957,1218.7161041,1054.5054831,1103.8318748,1167.5608374,1083.7149269,1068.6541982,1113.0958185,1098.1939263,1026.702416
2031,967.2680158,1051.7622734,1057.7266389,1108.1028924,1126.627776,1099.2804486,1109.6510689,1142.7093015,903.0404941,1138.7069158,1136.0302782,1122.7105426,1094.3314772,1035.6965843,1044.5442673,1011.4141265,1098.616305,1126.2617622,1168.777113,1146.4151683,1095.3111349,1092.7555018,1095.1633361,1053.2979956,1125.6409004,922.7878336,1166.0326818,1119.9467258,1112.0508659,1116.8204924,1123.6755403,1055.0080515,1110.2017923,1117.9205253,1158.0786382,1131.0548075,1161.9786612,1112.8884463,1149.5090701,1087.5260913,1088.1140097,1177.2258828,1154.5807358,1132.7062891,1150.29394,1117.8421397,1106.5705636,1118.6285877,1089.7239261,1108.9535055,1146.1180921,1109.2963566,1097.82279
2032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,nan,0.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2033,857.8378899,743.6704763,817.1890461,862.8784211,873.6294548,877.2134782,823.7064638,920.7734012,0.0,871.7651451,899.0108995,938.310586,942.2852308,945.6274493,974.2491728,948.6655269,925.946669,909.1372108,913.9871676,913.0032275,919.8012312,902.8295033,911.8579018,916.0642328,900.558325,767.8157963,876.7925921,902.8840628,868.7115193,1045.5501155,988.1547351,1183.4970459,951.4713751,1041.6419352,854.7317885,907.5678232,864.7534276,837.1600479,859.147843,891.618926,895.9097238,887.2271663,858.9014727,808.4613021,844.4551758,807.5651259,907.8665923,868.1913881,902.5143309,910.1322081,969.9164031,893.2165104,888.667357
2034,1179.6941462,1131.98558,1140.6146488,1168.535135,1164.1337754,1124.5243864,1136.2390073,1154.7804926,1431.8816859,1179.5332183,1124.7535325,1162.1706642,1118.4381811,1123.1558388,1126.371508,1098.7909417,1130.1254198,1132.5925669,1111.7710711,1122.8320598,1099.9883478,1126.9879332,1115.3145325,1113.7674131,1126.9892912,1260.5447636,1135.9640027,1143.1604344,1128.0506698,1116.8799925,1127.2704913,1150.8225322,1186.4022958,1106.6312357,1125.5295131,1106.6166327,1113.2386724,1130.1608151,1135.6673991,1201.1916089,1163.2561733,1133.94101,1131.9615108,1124.8228301,1149.386949,1185.9207931,1140.3056165,1145.5000834,1186.26955,1117.6374347,1134.4994457,1127.277761,1115.0034445
2035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2039,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
2040,1008.0014631,1150.5763486,1109.5102602,1066.2959829,1088.1919439,1090.0537791,1163.6038499,1138.0944642,1267.9492665,1141.7181248,1058.6474019,1156.3144059,1030.8430149,0.0,0.0,986.668914,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1120.0939389,1081.6024103,1061.329507,1056.7700516,1108.5083022,1071.8249688,1063.0374656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1097.2587003,0.0,1017.0133318,997.685901,932.9407908,1019.4150955,1138.9221834,0.0,1071.3797943
2041,1027.7163913,1065.9383592,1066.9082614,1083.4277705,1068.3558444,1072.33758,1071.3722607,1103.443222,610.8081334,1084.2561519,1089.8183699,1067.2701454,1069.1064948,1073.8835436,1090.9513186,1068.1953804,1089.3959875,1095.231356,1115.5607177,1105.6125885,1080.1287487,1082.7443069,1061.5964983,1100.6402245,1088.1672871,884.1051432,1088.4833807,1040.546709,1081.0807956,1106.852332,1092.8116668,1133.7181518,1120.3440564,1212.1986065,1154.2940227,1178.4445784,1091.9770301,1078.6875117,1078.6011885,1110.1623605,1063.1232767,1134.547495,1100.1246036,1059.0104884,1057.0401985,1085.4431307,1095.2570988,1079.0098065,1151.0595325,1061.7479362,1069.5249448,1095.6507263,1103.2693511
2042,815.0211242,891.9601431,862.5142893,924.0404624,959.9559331,894.7560261,877.8873545,911.4668107,968.1220867,909.2091046,902.2065051,949.4455046,887.8612057,858.615182,858.9085906,794.1816259,871.4022496,888.5103674,907.024128,891.8237568,863.8915621,880.5574825,899.4426563,858.1598425,891.1348188,918.7887632,916.2936984,876.7509608,889.9260119,887.8731775,876.696416,804.075639,794.1448178,891.4625471,887.2887579,906.3316412,912.5648807,895.3295929,940.7817605,892.2154093,856.9364782,885.0617666,924.5504752,899.1889751,962.451943,897.235331,858.3741494,787.0221129,847.4203328,902.786094,886.4909216,897.508285,859.6708201
2043,1389.6142671,1366.7720001,1345.8209698,1403.0333141,1377.9100878,1396.991389,1377.850396,1397.0892329,1282.177764,1370.2794406,1362.5315645,1403.3975577,1370.0885755,1351.5995513,1354.8960364,1341.8628187,1372.7772618,1383.0011808,1400.9761366,1400.3987144,1370.6203984,1361.3244818,1343.7366216,1352.6756716,1374.0945089,1311.9333608,1387.841133,1374.9189116,1358.4678519,1401.4565447,1391.7639442,1388.0589274,1389.5746945,1482.3781894,1407.2353444,1451.4364638,1403.6080445,1364.6827167,1385.5407907,1394.8039029,1403.8556119,1445.2484406,1383.9361098,1369.7186062,1393.381474,1388.2337329,1411.8431562,1380.149742,1424.5423261,1358.1385942,1338.6198988,1375.3282669,1437.5575786
