Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
1334,1993.058836,2062.6892761,2006.1060564,2089.8444663,2060.8203195,1997.9067813,2037.2315926,2042.2901288,2058.698571,2023.221023,2062.4349544,2131.1891711,2042.4877727,2066.4180854,2115.4730067,2072.773835,2017.4081035,2002.5454138,2071.0421399,2004.1217011,2003.8404519,2109.1333881,2262.1545765,2024.8823779,2049.9095713,1931.6107137,1919.4465279,2014.9812226,1849.659281
1335,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1336,1850.4431117,1865.3017899,1861.1960975,1977.2122586,0.0,2048.1076516,1810.4868807,1925.4342953,1965.6012508,1857.1349702,1951.5090833,1941.399097,2001.9714182,1982.0360558,2026.2477741,2005.5164833,2019.5874288,2001.3994392,2010.0370924,1992.7891857,2087.3435947,2003.7526915,2316.6433141,2064.7270486,2049.2962559,2100.0792718,2183.4818096,2025.559283,2182.3694225
1337,2336.6340671,2297.9161747,2347.3071036,2297.8776339,2321.5805231,2469.2485431,2318.5041221,2344.1657448,2250.87705,2419.1094432,2365.8757433,2323.4809407,2356.0516903,2366.0464551,2408.8368292,2271.0037331,2307.1666095,2237.5737676,2339.8247401,2374.0514349,2355.9299684,2401.0001607,2356.3631255,2303.5942859,2372.0207502,2466.3937845,2432.0548815,2427.026574,2384.1173191
1338,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan
1339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1340,2220.2196644,2252.7969348,2215.2443532,2127.0229188,2101.7801829,2157.8122838,2137.7927169,2195.1289545,2143.1421441,2232.9683809,2140.5431228,2156.9024888,2252.5122647,2151.0733992,2171.4313598,2218.1713979,2218.4169792,2195.4393458,2162.0402344,2131.3492854,2083.32704,2181.4197341,1984.1256223,2126.2314282,2156.7827563,2135.1957071,2002.9161038,2155.4606828,1849.3728873
1341,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1342,2192.2886342,2137.7963152,2203.9343198,2202.2589029,2191.4586587,2096.4932101,2198.6267288,2150.7427402,2256.6983156,2217.520498,2141.225444,2165.3927084,2137.0007415,2214.1879477,2109.6880127,2065.3126994,2028.710846,2119.930534,2122.1836326,2193.1838154,2142.0584638,2128.0520147,2604.5561423,2157.8815623,2098.7492408,2059.5299867,2016.8780558,2011.0542696,2119.0883597
1343,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1344,2468.0046034,2461.5561083,2432.8022132,2440.7031989,2446.5601308,2415.8206415,2358.0968096,2445.5790018,2322.9181637,2367.2825613,2383.0799205,2363.2876131,2179.3797808,2201.5887428,2345.6338865,2248.307021,2084.7790621,2233.5544112,2322.9202784,2353.7197092,2297.7638825,2222.3296501,1963.3313053,2273.6642038,2159.6770758,2256.5627065,2235.3698245,2259.7172975,2219.2037492
1345,2844.6672282,2723.1664432,2773.2428214,2780.2547326,2768.6318473,2735.2752853,2840.5437557,2831.9953142,2821.9779989,2769.4730947,2791.0845355,2811.2539397,2852.1256924,2786.8344769,2799.5662091,2742.4516673,2506.7562288,2721.7652968,2769.3501685,2816.3888493,2779.0861616,2792.2629841,2944.1851147,2918.5479533,2867.2663285,2810.9192653,2716.804855,2677.6343589,2644.6164116
1346,2351.3346387,2398.2715576,2431.1254283,2441.2054999,2415.690001,2278.5111366,2475.6043558,2381.2422308,2440.9272526,2431.6439848,2395.285096,2358.3431097,2331.0242375,2357.7841818,2296.6825371,2374.1561512,2438.1417017,2397.1013815,2469.0055347,2398.9038606,2339.8505262,2346.8875504,2660.6147343,2536.6920163,2392.8863201,2396.5856123,2327.3981105,2377.6944031,2328.7258099
1347,1992.7244013,1930.8615125,1889.1329466,1908.8341081,1923.6537098,1972.883804,1952.3879825,1888.6053044,1936.5026385,1855.5730061,1868.9699205,1912.8109082,1875.287776,1845.1961213,1942.4084924,1863.4567484,1839.6200077,1864.661927,1847.1314016,1837.0706546,1898.5908918,1884.6782326,1858.234673,1792.5420027,1777.8768612,1799.6969191,1731.2350111,1778.3778087,1732.1647202
1348,2267.7851087,2155.9807984,2103.5965912,2083.7967205,2061.2669308,2002.334626,2174.485389,2126.2486298,1978.9809717,2082.7381305,2219.6968354,2108.5749768,2111.1741836,2165.7189606,2175.5951023,2211.201922,2257.159379,2211.2084073,2150.0453519,2121.4852441,2156.8596655,2143.9944822,2018.5801131,2266.8117964,2152.1614511,1931.7910237,2042.5860795,2078.8453509,2130.3829036
1349,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1350,4939.1775823,4667.198896,4717.2506413,4603.7587002,4782.5708086,7220.0571191,4667.7636055,5054.4637513,4648.2838323,4918.1405291,5719.9938656,4982.8763926,5002.246873,5512.4437755,5082.8358907,4780.1822277,4573.3257504,4631.0771099,4500.0819485,5396.7560289,5107.5445626,5150.5316557,3870.6614121,5128.2628378,5138.8977276,5578.4834914,5724.5716416,4763.392825,5035.465526
1351,2108.9883529,2017.3844093,2056.5226699,2050.3733317,2050.189569,2082.8372671,2028.0864632,2001.5932589,2050.4983395,2051.5470666,2011.1508397,2065.3705246,1950.0859911,1987.9285288,2055.1783363,1933.3097972,1857.5582134,1898.8596835,2101.4209449,1993.4315327,1927.8645532,1945.0277591,1944.9339251,1979.1708033,1989.2005868,1882.9146092,1906.576709,1901.339099,1850.5539614
1352,1778.1285216,1694.3319316,1780.9210833,1846.6004262,1776.0864852,1822.5265891,1847.4708364,1816.9305689,1886.3954002,1849.1045025,1805.5045793,1867.2974337,1795.6408078,1821.6288674,1892.4576484,1802.855966,1643.6528994,1726.2048884,1843.0468316,1911.999126,1791.309252,1837.9144314,1836.8576186,1919.8052602,1959.0179512,1680.7497014,1638.5367663,1726.5978675,1665.9937952
1353,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1354,1902.7256021,1941.0259159,1930.3066311,1982.9101908,1921.8364097,2053.0388663,2006.1450113,1989.2274831,2142.5664316,2007.3114147,1959.9189356,1951.4968821,2138.7167205,2198.1262676,2119.0234704,2094.0651527,2233.0022827,2154.4500615,2093.4163529,1947.5482412,2065.3165618,2107.3711248,2287.757525,2045.9442809,1977.6907432,1948.3415076,1996.6246862,1984.1998566,2217.9685303
1355,2289.2785674,2563.9502142,2249.433495,2259.8690765,2294.6316492,2272.8704922,2153.2668882,2339.4738478,2021.4305765,2201.443832,2362.3434597,2293.3881928,2376.7589732,2201.5352193,2139.2452665,2182.6445143,2268.5295003,2313.4791235,2390.1620904,2401.6273621,2179.4630733,2290.3015862,2560.7488492,2515.0733349,2406.7653337,2402.6121467,2178.6789368,2344.2022206,2117.8034049
1356,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1357,1843.5835208,1805.6721659,1786.6659529,1777.5348581,1727.7868707,1752.3856451,1880.0584711,1809.6818155,1717.5932275,1813.1392525,1741.4450641,1773.9198386,1813.6775444,1713.9564504,1739.9862469,1816.6730519,1848.4738277,1785.5276321,1826.6937585,1792.9132333,1695.1522189,1699.1520379,1729.9365629,1780.9824843,1719.8673382,1765.9911339,1772.9049583,1799.9442895,1829.5757467
1358,2623.1979873,2511.6323272,2462.7516246,2467.4936844,2377.8984822,2406.168123,2570.0346865,2471.2215785,2500.9891037,2510.0168587,2470.8344098,2458.6003029,2501.2057699,2399.8171041,2415.7223961,2470.4669252,2472.9845706,2400.24879,2498.2928756,2553.3989124,2381.5413317,2418.8735653,2297.1602575,2421.016397,2410.1476187,2768.542856,2653.5823842,2627.8649789,2553.8184524
1359,2167.4721795,2046.8783302,2131.4031615,2102.1765412,2089.523302,2219.0834717,2145.33498,2138.9214653,2155.0667931,2148.1973263,2155.7794237,2166.6118137,2176.03317,2126.4141303,2213.0069519,2179.5291336,2134.1822312,2170.0910236,2079.3364929,2063.7767802,2156.8394348,2189.0259077,2040.5957269,2091.9430448,2200.2237079,2126.2922027,2181.3739167,2188.2195132,2174.9016389
1360,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1361,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1362,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1363,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1364,2219.3310648,2261.1051753,2262.5537863,2198.4435056,2263.7255393,2250.1053191,2129.0146382,2207.5670716,2164.0973366,2247.3722476,2199.7282962,2245.2492359,2203.5780584,2236.3671552,2180.9489498,2220.2485642,2212.3651739,2204.6188641,2215.3814652,2159.0642061,2270.4942955,2199.6314927,2157.9954117,2190.2348964,2121.2449732,2210.1630031,2171.9033112,2252.3002893,2170.2847607
1365,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1367,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1368,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
1369,1186.174218,1296.0317358,1296.6745702,1376.3198799,1448.1075388,1473.0305517,1496.776231,1766.2417787,2065.4069966,1953.1772249,1935.5857391,1701.3434581,1743.7679151,1623.3698083,1633.2531357,1585.0864607,1497.7580484,1561.4827166,1481.2972952,1524.717155,1628.2340155,1618.2466999,1907.9930039,1534.9264083,1509.3284971,1411.9551858,1563.4872742,1574.2800835,1398.2100968
1370,2405.8412254,2439.6472078,2462.9849493,2448.636946,2454.0063912,2400.7676915,2416.8423009,2343.1128784,2398.0230104,2430.6882254,2334.2172305,2396.2111907,2364.9198292,2048.9223265,2373.7416119,2286.6692905,2237.0820296,2273.9438076,2318.3412775,2284.6060416,2386.3333656,2313.0895323,2105.4133427,2225.9258129,2227.9864519,2281.9788795,2224.3916012,2237.4328103,2156.119565
1371,2402.5689175,2437.5303951,2408.8023876,2370.8087917,2421.9325861,2348.9128155,2407.9801035,2392.1360217,2346.3787017,2309.9733541,2329.7161928,2352.6372049,2425.4091173,2351.0399133,2247.7521862,2398.0990284,2383.6322168,2324.033154,2362.2808603,2182.3403674,2129.7551854,2237.2896927,2188.9025639,2253.5790615,2276.258226,2361.0712641,2369.5462559,2369.6476115,2411.9067162
1372,1935.813888,2021.618245,2021.587559,2026.0112178,2028.3030601,2023.4028376,1985.658561,2027.6109972,2150.6909149,1961.4246528,1971.078546,1993.0770842,2322.0574848,2294.0575033,2136.6089683,2028.6545251,2200.354622,2159.8137792,2144.7952455,1936.9566901,2163.4409452,2204.1273501,2389.7058067,2107.7967772,1883.2349104,1934.8490209,1950.9587584,1933.7803996,1932.0315305
1373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1374,2000.5277593,1787.0135116,1582.7062063,1571.1831047,1568.9073193,1698.6300437,1485.4669227,1558.3459305,2000.8564015,1788.3978344,1665.1657163,1568.3422256,1543.9848117,1483.1262651,1637.3713169,1505.7061317,1549.0131278,1640.6265245,1566.4600146,1611.3555537,1616.6816236,1595.8319162,0.0,0.0,0.0,0.0,0.0,1312.6324429,1365.5444038
1375,1713.8961949,2053.8886312,0.0,0.0,0.0,0.0,0.0,2367.7154073,0.0,0.0,2424.7885735,2213.3192534,2157.5175817,2146.0175909,21096.497683,2187.2588334,2280.607669,2313.2844025,2488.023174,0.0,0.0,2849.2106531,0.0,2322.1909732,2194.8553887,2648.9561935,2778.0666788,2460.510756,2747.1053889
1376,2443.5348881,2414.2595047,2429.1048121,2411.199644,2367.5801557,3076.9588752,2343.4324107,2499.9442467,2575.3291051,2478.8828376,2782.6870159,2514.1390789,2616.2551529,2812.0193023,2697.3376186,2578.1728924,2541.9402131,2555.1311072,2479.0932611,2672.693997,2711.9511813,2744.8058963,2449.5096298,2536.5053204,2684.0751965,2596.3540206,2693.1551407,2385.9959182,2565.3712023
1377,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1378,1833.365863,1960.4156611,1982.7594832,2036.3075213,1958.7160137,2031.3987317,1977.3186234,1984.0683207,2120.4393316,1987.9555655,1939.2443465,2062.0233828,2306.6151032,2161.2902597,2027.9100489,2019.0608864,2101.4815448,2075.8598135,2067.2315298,1959.7346231,2063.5073832,2028.2987274,1779.3959749,1743.5213522,1787.3001084,1764.4888126,1764.6143946,1887.1216771,1882.6902639
1379,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1380,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
1381,2362.2830595,2425.6135242,2499.4518916,2499.8626456,2583.5459314,2323.4248702,2463.0271334,2488.7876763,2314.2889718,2423.0851249,2457.5640019,2570.6282375,2520.9340248,2419.4383764,2608.9771992,2750.6241068,2566.7559082,2634.4217203,2572.3063854,2435.7112498,2445.1807599,2515.3148629,2480.2995084,2603.3560796,2527.749389,2457.4865243,2569.5021156,2475.4999016,2508.5930199
1382,2147.822178,2235.6098409,2254.5819611,2258.1705187,2235.033001,2066.2795237,2168.6972639,2166.0851825,2149.4298879,2214.9404661,2106.3494471,2174.9645946,2142.0632304,2105.7139944,2082.7375352,2142.9871196,2149.8209078,2095.317193,2091.0555772,2091.8048527,2075.1820529,2098.4774337,2099.606964,2113.7079283,2050.8033939,2064.9295759,2019.9833991,2045.7794969,2018.0876792
1383,2063.0904902,2068.457816,2024.864343,2044.3112915,2039.369522,2146.4583106,1966.1602242,2064.4636267,2065.9820541,2016.5642047,2009.2169007,2058.7862526,2085.0280926,2119.6907071,2094.687498,2119.7211382,2092.4552588,2093.5625463,2075.7742343,2039.6278829,2126.9483456,2036.9385172,2048.3321185,2026.646757,1988.0724127,2094.5456766,2119.8977173,2114.1187248,2073.0103011
1384,1739.013689,1889.5209767,0.0,0.0,0.0,0.0,0.0,0.0,1896.7524999,0.0,0.0,0.0,0.0,0.0,0.0,1918.7072438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1773.3208755,1725.2764791,1720.268645,1807.6750922
1385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1386,2117.7331327,2168.3147928,2205.2144913,2261.6852591,2288.4299499,2193.0584404,2418.624697,2341.3380551,2367.6517977,2263.1979537,2170.3758855,2227.2923715,2302.1578306,2239.8081242,2280.6889095,2247.1403542,2283.1238819,2301.036481,2273.7243513,2109.8391438,2189.6217146,2238.5993438,2127.0412211,2136.9280659,2096.3064091,2118.6034915,2005.1741677,2112.5993497,1705.1614459
1387,2164.7060578,2179.0510112,2236.9280297,2197.8856525,2218.6157491,2200.6697623,2145.6862048,2225.5207905,2297.4273049,2211.0164853,2110.0016599,2249.5638917,2347.6309701,2257.1196079,2215.8255128,2219.8584076,2214.7963741,2208.6606992,2443.1082537,2190.255771,2249.181776,2215.5611171,2253.3639202,1987.9384902,2044.323527,1859.1222459,1993.8983375,2053.9576272,2081.6729034
1388,2147.6324353,2137.7480491,2144.1022384,2172.7450139,2083.0575351,2134.1987264,2245.7247464,2166.058131,2171.9470627,2251.0510827,2101.0731129,2148.1392494,2252.5876012,2157.2376508,2147.7530656,2209.4331125,2200.5061386,2206.2639577,2315.469631,2104.2891012,2050.4837936,2105.8284171,1893.476055,1984.3286457,2222.4236352,2050.0136737,2044.2268457,2038.0978168,1986.9680253
1389,2198.3604643,2309.1494187,2444.2295839,2421.0495826,2431.0931983,2286.7568856,2569.8662087,2368.5497331,2448.9544994,2390.0552642,2300.7040407,2324.6934085,2354.8529327,2295.9543636,2348.9911375,2328.1953471,2392.3533078,2328.4417002,2347.9502112,2408.8178395,2270.4901954,2328.9075312,2598.0101542,2256.0309403,2324.5737509,2224.4103772,2135.8094227,2222.664694,2220.3057251
1390,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
1391,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1392,1639.1878385,1659.246348,1579.5032402,1628.4111129,1642.9501004,1556.8168562,1578.2098427,1609.3334545,1746.0289562,1651.6377473,1612.26396,1598.0862965,1706.3193111,1614.082992,1575.2571514,1696.2605128,1697.8223547,1694.2270787,1673.9949852,1473.976578,1698.9984898,1614.069037,1436.0011198,1542.7674652,1515.3175381,1677.1462573,1772.6361009,1715.2773421,1760.8754718
1393,2005.3739347,1939.9147526,1920.2620955,1897.248673,1906.7110428,2070.2963547,1874.2141182,1957.4462707,1891.8044646,1850.2823809,1936.0734024,1887.4430018,1986.6054165,1914.4664388,1925.8494085,1937.154046,1990.5143419,1954.9471397,1903.4170052,1903.4737276,1930.3104848,1847.7495932,1877.0251933,1889.2986816,1957.8818207,2070.3352037,1930.5076675,2037.8214196,1854.3126573
1394,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1395,1877.6705394,1854.8424599,1907.9675068,1875.4123019,1905.1233197,1906.7671115,2019.0810616,1922.6798437,1900.3733538,1922.1120116,1877.0219296,1896.3256187,1944.0600379,1880.6542286,1906.4647021,1941.283519,2026.8370705,1938.9382045,1904.1164471,1939.4611674,1838.98596,1956.6461261,2175.7660872,1954.4104798,1892.735159,1906.1335807,1874.9696807,1870.7693804,1946.0819141
1396,2396.7342029,2392.7398462,2429.6722107,2426.6927826,2387.902694,2548.7440432,2453.3652429,2460.0864439,2539.4801376,2436.19269,2441.9134464,2454.3196407,2470.7701237,2461.9143717,2614.887463,2551.6422552,2492.4701738,2559.5317477,2440.7763824,2464.0058007,2473.3097318,2563.4396491,2486.4264951,2587.6057779,2626.9681305,2607.3312085,2612.9791036,2536.8957402,2570.3050554
1397,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1398,1329.5287878,1334.4230419,1405.076419,1392.6422701,1390.6115381,1348.5175318,1386.0199429,1384.6697274,1467.0665997,1348.192315,1310.1505569,1378.9197042,1420.9241041,1386.2600446,1370.7907814,1422.9049142,1396.7023975,1423.2310965,1322.8868026,1298.5838838,1386.1899789,1363.8314542,1501.2757254,1245.3283624,1370.3472798,1344.4726841,1331.528819,1354.9979413,1264.1697766
1399,1494.7360561,1430.7270594,1725.8556128,1679.818015,1717.1730487,1487.6914648,1853.8555039,1611.816404,1607.5874326,1616.3877603,1479.6809235,1446.8104538,1599.8424741,1418.3519633,1464.396247,1509.6597782,1599.0827652,1539.6618806,1419.0843929,1483.7719481,1443.3309703,1492.9714165,0.0,0.0,1356.1432688,1273.9342374,1589.9841088,1420.1409175,1437.341758
1400,2193.3729185,2164.0802528,2136.6730428,2135.7597885,2153.1808771,2275.0135478,2144.0685052,2169.2070705,2113.7036046,2182.3140988,2166.5636366,2175.6898439,2147.5370817,2227.4891457,2437.5769578,2337.7100259,2159.4075899,2182.3447097,2176.3091383,2269.9983446,2232.0361099,2219.5444751,2425.8162605,2231.7979359,2293.752305,2275.7212701,2353.4212348,2345.7540848,2296.7783502
1401,2007.1255686,1933.8671334,1894.310091,1894.2881097,1926.5397532,1864.1600667,1924.1542539,1903.8380408,1897.779551,1895.1425414,1916.2631912,1845.398365,1850.5457748,1872.7027258,1922.3365888,1915.9193904,1930.5899052,1874.4873427,1883.6191104,1831.6260861,1885.3161355,1879.2782239,1819.7835867,1991.8490964,1917.6841824,1894.5296963,1860.8484893,1919.9972539,1733.3269487
1402,1871.2339089,1818.3349384,1773.5173206,1771.136207,1738.8672326,1619.6997665,1833.4611029,1715.4750518,1840.1306985,1796.4559706,1712.6721228,1741.7187676,1691.1706012,1631.4258197,1671.5257915,1711.7974751,1713.550222,1713.420096,1702.2345802,1714.4139435,1663.2432739,1704.2252825,1834.0436206,1643.8644966,1691.7238246,1742.7911124,1670.5917338,1713.0684016,1695.9044909
1403,2316.2091694,2274.5581215,2173.7517923,2166.9148911,2212.6497144,2327.2805983,2186.5807107,2262.3425665,2114.5501985,2060.9548665,2197.1666815,2197.9726468,2192.939224,2122.1587766,2136.7658921,2121.5672084,2081.6877674,2115.816917,2073.5089052,2088.372248,2139.5307207,2006.6437831,1822.0859572,1949.9502081,2072.8229394,2295.0114811,2088.5573162,2247.0547829,1946.0271113
1404,2044.9216643,2046.0608514,1993.8062921,1998.6523233,1973.4691656,2068.9808502,1920.2103971,1973.6033742,2018.9668301,2018.911041,1963.5516188,2038.815413,2059.9794914,2070.4914804,2013.0283368,2074.1856641,2097.9083154,2038.3583152,2088.6805131,1949.3906048,2020.6660241,1957.9462861,2070.9320759,2005.8375093,1959.9008057,1997.193731,2028.796871,2039.5563582,1981.7958822
1405,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1406,1997.8599734,2027.3158309,2038.6926399,2057.061855,2038.8824593,2051.3867898,2043.6061017,2049.4920428,2040.7702497,1993.4268278,2023.5187556,2013.678417,2093.909655,1984.8468563,2059.1914551,1976.6656458,2017.4474016,2026.1384972,1941.5477052,1956.6360196,1883.5671658,1918.6164215,2074.5747466,1915.4728198,2035.2063556,2092.0783799,2006.0480096,2093.593561,2008.9242366
1407,2767.1975434,2834.4769845,2909.9311324,2865.6380753,2986.071843,3066.5952176,2959.7397819,2894.2089832,2755.854049,2784.0037656,2901.1071885,2832.5657494,2753.055184,2973.5813375,2865.5237113,2852.9321532,2725.4094372,2716.7305072,2728.8587761,2768.9639131,3001.7930418,2820.4204782,2328.0490437,2615.5536144,2701.6388877,2844.0064254,2752.9085739,2715.1161191,2600.9160338
1408,1889.4878827,1957.5753419,1920.2983654,1911.340097,1890.4469212,1917.5558008,1812.880319,1913.6361343,1845.4943668,1895.3984632,1920.291728,1910.0331191,1912.1011479,1807.1323179,1886.4238344,1789.6501114,1806.8106991,1864.8065367,1858.9013725,1879.0255561,1887.3328261,1816.953354,1560.875299,1732.7433747,1812.0171576,1749.4947319,1793.8491399,1816.6891944,1894.6099673
1409,1861.0399004,1844.393959,1805.1929973,1808.978365,1826.9876584,1851.6806012,1807.8869572,1747.0388575,1705.1653584,1824.3291274,1765.6478597,1793.422247,1611.3082337,1626.7223942,1648.843604,1723.0649943,1761.9264316,1739.5362775,1707.7489678,1783.1080661,1698.4670993,1749.9087024,2048.3035795,1872.3208076,1900.4187221,1870.5343452,1951.0574167,1885.6641539,1947.1863153
1410,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1411,1557.735912,1609.618823,1623.6626612,1631.5690826,1629.752386,1591.4016842,1672.187571,1638.7734893,1716.14996,1674.8797347,1593.2113164,1599.8241697,1572.9279443,1526.0846167,1610.4473317,1588.1577592,1637.2533571,1627.8451481,1654.6574941,1586.8002329,1599.3535835,1626.6567902,1721.7073848,1586.078585,1639.7708967,1620.2786362,1679.9379292,1660.1523409,1666.7661934
1412,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1413,3054.9328398,3087.8654567,3264.3982735,3193.2707939,3239.3493549,3225.4374625,3251.5381306,3172.5703513,3156.4469693,3097.5209069,3101.502066,3111.4497551,3263.6860888,3302.4919361,3278.708083,3213.7633958,3311.5343158,3233.6052205,3203.7873141,3099.7563774,3168.5379347,3195.7254469,2627.0886644,3096.6371852,3182.4425131,3194.4123753,3061.3726263,3215.3875867,3101.9255217
1414,2064.5794829,1849.2184497,1818.1209175,1850.2253555,1739.6382508,1891.9701875,1685.1327156,1752.2841281,1862.2957757,1858.1451928,1861.3702375,1960.3856815,1770.5535138,1760.9155996,1806.8003099,1835.5681123,1766.1457034,1737.9239309,1790.097433,1894.0768895,1811.1247902,1834.2422434,1838.9504895,1658.0321751,1755.3884207,1749.9359381,1662.9002889,1665.0585567,1574.0590315
1415,2206.2575167,2211.8932225,2143.4956175,2155.1629902,2143.3556189,2322.7699552,2240.6294126,2106.6155116,2297.1381466,2093.6583529,2106.3219747,2126.5180866,2080.107676,2143.907136,2089.2324919,2051.4260191,2119.6541383,2128.4243982,2069.8764735,2145.2525775,2195.1521458,2087.121819,2024.0943767,2240.2422039,2140.3280355,2174.3557551,2357.0337768,2265.6362837,2323.486821
1416,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
