Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
1146,2287.8126726,2238.1723193,2239.7908333,2162.256713,2134.9313623,2163.827877,2199.1308056,2330.2840032,2368.505665,2318.094113,2262.8741005,2193.6905156,2239.5410905,2120.232146,2085.8376089,2083.7991038,2262.6029761,2213.379824,2251.4871676,2149.2063754,2138.5626554,2149.9056315,2141.0106282,2154.670788,2225.8318181,2287.6092941,2266.8644203,2230.0945683,2136.2420472
1147,1925.6362442,1929.2839386,1817.7509703,1892.5057475,1922.3780184,2018.2121494,1974.0496273,1952.458836,1937.1169889,1837.6386186,1927.8707239,1950.3984676,2013.7048842,1994.9764793,1947.5761563,1968.7758844,1968.7597058,1969.1160286,1954.5092269,1880.0617792,1929.3242658,1921.0890853,2087.4379481,1921.2980188,1927.538625,1821.5109147,1849.6460628,1869.1021782,1756.5703629
1148,2453.5101099,2474.247899,2468.5098507,2476.2494057,2484.677789,2530.0546825,2484.7968502,2476.7010926,2447.3890453,2453.6415441,2487.7875287,2483.2052725,2434.1072691,2493.7507574,2451.5240539,2470.9206392,2484.1542516,2460.7893492,2479.8311591,2487.16402,2487.7315298,2429.0526389,2384.8548836,2483.8318602,2456.3797027,2533.3799122,2562.9396651,2511.7827787,2442.7097993
1149,2115.1358978,2135.801129,2162.1241449,2096.166336,2108.4999821,2067.8173385,2090.6573682,2087.794859,2101.1522829,2156.0587322,2120.0042397,2089.7910245,2056.9164407,2076.3897938,2103.8301833,2073.4807711,2033.4468148,2053.8678147,2066.580677,2121.4633714,2049.3038542,2095.1194645,2169.8691643,2082.8289725,2073.1210426,2190.3088968,2216.560072,2146.0370723,2152.1205523
1150,1996.0403751,2060.1407115,2076.6578131,2072.8481283,2103.5538564,2148.5385823,2070.804293,2030.4333223,1996.9718353,1974.1723385,2044.7865851,2042.0052149,2016.1822923,2026.5879502,2012.2429092,1999.2701515,1992.3591009,1998.918655,2005.5999739,1982.6114626,2115.7142,1994.0133331,1778.9288839,1933.9152536,1912.7154924,2039.6110598,2049.1242531,2028.3346255,1975.4141876
1151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1152,2021.6763303,2017.360413,2027.4734531,2014.0983599,1992.1997741,1878.9381334,1985.7687179,1970.0139849,1985.0240728,2041.473652,1968.5995986,1946.4384857,2022.3360083,1983.7230195,1963.3176738,1947.7142643,2016.7531296,1996.0515914,1990.3571124,1983.713915,1953.5575849,2031.5244889,2135.4248778,1966.8032855,1988.3665691,1982.8823215,2032.9022618,2051.4904735,2045.1704284
1153,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1154,2419.5290176,2409.2996272,2519.6738857,2513.9762875,2480.6120923,2487.9215553,2447.3593584,2430.8856052,2358.900346,2369.9680543,2343.0551806,2345.2171268,2388.6858943,2340.5902063,2442.4961676,2395.9936371,2661.4169893,2585.9649169,2633.8618375,2589.1554805,2505.8135223,2496.4353849,2622.0985157,2404.4914364,2320.2543664,2498.9282435,2489.53874,2431.1806542,2412.184357
1155,2033.5349952,2067.2560732,1973.729251,2036.655759,2060.6193236,2188.3415895,2051.897667,2066.7520285,2005.4109809,1923.0872264,2077.088156,2060.7100104,2084.9654476,2064.3146977,2061.6207183,2109.4321286,2099.0325429,2078.810221,2045.4186499,2035.1605448,2039.8968803,2042.9827427,2073.6157049,2057.3131163,2077.8958403,2039.2167652,2043.4034714,2058.8432021,2023.2129405
1156,1467.0950867,1536.2561434,1436.3192043,1480.7982935,1546.7679855,1709.7523177,1512.0891328,1567.0064025,1427.18754,1416.1395808,1582.7597125,1554.8781792,1577.6158996,1576.9450364,1491.033817,1494.2956874,1509.096096,1525.137301,1524.9972719,1502.4453447,1520.6230563,1499.4896218,1566.9017932,1435.5208463,1454.8676604,1493.7502566,1454.5868349,1510.8474168,1473.8881226
1157,2109.1948916,2082.9990903,1960.1559464,2058.0836837,2058.7961373,2049.7308524,2048.8544473,2041.7425374,2051.0239003,2077.7631401,2120.423087,2083.9519408,2065.7922853,2012.0883591,2042.1521986,2069.8863724,2095.5386395,2073.3345793,2058.2402708,2061.1341343,2058.6717001,1959.2354432,2149.1395193,2106.4309122,2077.4278903,2177.3779918,1916.2603804,2125.8921998,1683.6927736
1158,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1159,2699.5366556,2695.5479647,2665.3983163,2618.6674311,2621.753683,2526.9681653,2556.3303612,2614.5200944,2569.2786144,2670.2753664,2631.3738517,2650.5139999,2603.3215773,2650.4699881,2631.1199939,2648.4123229,2655.7648413,2651.9540513,2665.8122904,2626.3076284,2639.1019244,2683.9965193,2571.0908605,2547.2016092,2619.8479533,2668.5057885,2650.1952571,2656.3088998,2618.1981355
1160,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1161,1717.9404616,1749.0929994,1631.152725,1707.0065004,1730.5977974,1731.2801525,1738.4052482,1713.423871,1719.8274729,1653.8888854,1745.7340242,1726.1311509,1688.4570182,1741.4401301,1679.5679499,1724.7391517,1705.5698788,1741.0016438,1686.0081812,1697.0390826,1728.5506547,1694.6522524,1553.0098584,1646.1302097,1681.8047162,1627.3796311,1586.0973838,1634.3090564,1582.3689717
1162,2828.5643708,2821.6463694,2773.7270803,2804.0514283,2783.7418019,2935.9225056,2833.3782134,2811.3736376,2760.2414991,2788.3402275,2841.7389918,2822.2937743,2825.9557086,2817.209872,2756.8496807,2771.2261399,2755.7966287,2785.1510433,2762.1577551,2765.6429924,2785.16476,2768.8562019,2705.6409516,2861.5703445,2798.454409,2907.0752303,2878.9840317,2875.7979015,2902.6556366
1163,2450.4206541,2463.6141546,2474.1653686,2478.547068,2510.5699801,2467.975095,2507.9434072,2484.3464446,2478.6400806,2501.8824901,2458.7907406,2473.2356179,2506.1381447,2423.6935623,2493.0191532,2518.1465091,2519.2172868,2503.3071628,2487.3943459,2451.1941088,2497.7783584,2490.5292659,2496.0172333,2492.7658737,2451.2813074,2432.1006048,2409.3274322,2486.8000323,2421.2082074
1164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1165,2545.3484576,2533.2348272,2594.8845835,2592.6404988,2609.3178236,2534.2883983,2591.3580914,2592.4191957,2574.4968849,2592.5054503,2665.5354395,2612.9221119,2462.6247668,2545.9499304,2491.4596976,2427.8146156,2474.3458471,2424.9290075,2485.0450684,2619.6197156,2505.7740572,2530.4419566,2489.0992083,2508.0093992,2451.757738,2442.5162176,2456.0937413,2375.5296939,2474.5890822
1166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1167,1415.7088397,1396.5415136,1386.5513815,1375.0161789,1411.1400971,1499.3800014,1372.8266161,1403.4114571,1362.0252841,1380.671114,1402.1242088,1387.0902038,1426.8626952,1374.0531056,1410.4490287,1380.4206455,1376.1971171,1388.8392371,1388.4785194,1360.7714196,1431.6494011,1402.0840744,1299.8326798,1342.2304888,1406.0099696,1422.724434,1339.6903179,1331.9569484,1372.2284826
1168,1657.3237295,1658.2751797,1631.2898046,1636.2573563,1645.0708388,1672.6516176,0.0,1655.4689574,0.0,0.0,1639.9566879,1627.3565853,1668.0613993,1643.4988996,1566.164272,1639.6641616,1679.3793963,1664.4981225,1663.8422901,1623.0643118,0.0,1608.9672622,1614.2800815,1624.7756275,1605.428751,1634.0635946,1671.9946975,1664.6066838,1622.8288225
1169,2126.1964088,2113.3486572,2085.2594357,2049.2977186,2002.0309685,2041.2159431,2020.9216345,2054.1966732,2017.4080125,2148.4584734,2053.8797235,2070.2617474,2013.0938761,2056.0010695,2039.8687721,2028.520404,2029.8581067,2030.6808244,2056.7290571,2082.7348906,2069.2159597,2102.2075773,2168.7534105,2067.29047,2012.1182334,2061.8225735,2070.7730156,2013.8892866,2046.9345169
1170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1171,2234.9205258,2206.4265677,2280.0054363,2215.5122222,2212.017314,2200.2379187,2190.3104547,2227.6388723,2207.5935751,2227.2513019,2208.5320253,2202.0114386,2160.522397,2213.7053239,2129.4367132,2157.8677401,2200.1379484,2212.2131703,2225.878814,2168.5447051,2118.1270746,2120.1868161,2016.4778217,2242.1184754,2188.5598414,2277.7193989,2261.8607115,2283.4665637,2266.7394257
1172,2188.4813256,2296.3355327,2358.9528666,2338.194233,2333.3478937,2390.5512723,2378.9425166,2341.8816974,2249.8054015,2368.9701449,2332.9403382,2345.0502052,2373.4552235,2328.3840991,2355.956769,2337.240118,2300.174697,2321.7200153,2320.5553943,2317.2153014,2324.8574332,2311.2383019,2229.6985835,2291.8333046,2344.4898454,2285.5497578,2276.0788128,2300.0877268,2251.0501987
1173,2765.0565372,2709.5159909,2748.0392595,2693.3418496,2698.9773836,2509.5715127,2648.2556982,2671.4076863,2654.1241921,2754.7968225,2679.4897695,2669.5404307,2566.0633075,2587.939565,2696.2758672,2650.1014379,2663.1556546,2621.9230687,2708.3977539,2740.0064625,2696.8807933,2732.6572685,2705.0183465,2753.6319744,2669.7766147,2823.796566,2833.1756431,2791.4964538,2758.2075156
1174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1175,2010.1936598,2053.4144442,2021.922672,2071.7462768,2064.4394996,2122.3036493,2070.732055,2069.3739226,2041.0158552,1979.3373141,2082.4898537,2085.125732,2022.9461823,2080.1060364,2040.2781016,2103.8749444,2112.2704827,2074.6663578,2085.4401307,2049.0773438,2056.3754182,2035.714491,2188.343646,2051.9873131,2054.7227285,2041.2361924,2069.7921782,2035.4066504,2076.6057844
1176,2708.2188408,2714.1325476,2692.0776676,2664.5593037,2694.9081158,2659.0618456,2684.3392543,2692.1738102,2596.0368562,2598.4482296,2721.629851,2672.285718,2697.2197045,2631.7027651,2583.4888666,2613.1685556,2640.9788898,2638.361745,2707.8205122,2566.0199255,2578.4861758,2519.7481633,2354.2002587,2635.8041128,2604.6778688,2757.5651984,2758.9207775,2770.7976268,2709.5068632
1177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1178,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1179,1543.2464306,1571.9846625,1448.6653962,1475.0345861,1551.2951396,1659.9702727,1470.7708792,1547.1476612,1458.4130552,1406.9516845,1550.8307717,1554.4696295,1564.3293334,1535.3911199,1504.8700057,1497.1691854,1479.2199384,1546.4392292,1586.095621,1566.0604626,1524.8916746,1458.6067866,1494.2845833,1502.4258246,1570.8732105,1671.6779993,1631.9118534,1540.1562997,1529.3869922
1180,2461.4545507,2462.7510999,2479.3439149,2474.0503084,2506.9190306,2579.3488698,2519.8612852,2519.1459509,2476.6708436,2480.4015553,2484.6787714,2494.8204231,2526.0862725,2539.6527302,2543.7806666,2483.4686709,2452.0337154,2452.9007583,2501.7599563,2502.8614185,2488.156797,2475.4902241,2428.0032685,2529.1231314,2479.2383677,2543.1252702,2575.3144913,2540.1924284,2506.6167704
1181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1182,2601.6231559,2596.3787725,2671.6175436,2634.982576,2609.655317,2486.4614004,2630.2686813,2610.4244902,2624.5489327,2715.5915552,2597.2918036,2600.0820342,2604.3074971,2595.2579144,2600.5661251,2664.4022163,2673.0927133,2652.1963592,2608.1931477,2654.7439704,2647.5741407,2664.9183068,2377.3061019,2586.7129193,2587.2970138,2641.8371814,2649.0690798,2619.5850502,2525.8650991
1183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1185,1731.1661929,1651.142452,1655.5987797,1630.5090371,1605.1738506,1668.4505551,1608.7764307,1672.2300484,1613.4138678,1695.7455779,1669.6059647,1650.7059974,1672.9814703,1687.3382771,1662.7486825,1677.0989939,1694.3157165,1696.7927874,1648.309643,1666.6968099,1693.7166457,1688.8507393,1579.6110221,1748.1900047,1653.2982413,1709.9549907,1708.7216959,1676.6792104,1740.3217328
1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1190,2353.3937716,2397.5541302,2406.4551135,2409.693084,2429.7298298,2392.5825258,2480.2717405,2446.9600795,2325.5728979,2403.1106661,2436.3981846,2390.9381223,2501.8782135,2409.6225424,2449.9700409,2445.7161144,2442.0789181,2418.4912039,2448.1331337,2394.8788944,2409.1936521,2411.1170353,2315.049679,2460.3428336,2497.3634809,2476.7802414,2502.7901511,2514.4007381,2411.7476213
1191,2652.5997084,2639.6317637,2660.2557082,2649.6823556,2589.0111643,2487.842099,2577.4820652,2609.703114,2447.692633,2377.6793823,2349.1012871,2240.9506111,2205.327046,2204.3354097,2134.7072196,2231.2035094,2336.6960827,2325.9772064,2292.0003117,2359.5178811,2285.1985352,2335.1153062,2512.369223,2208.8058873,2174.145586,2296.2887028,2277.5313687,2241.481273,2190.8884829
1192,1700.1916433,1768.2600489,1773.4278452,1823.4450815,1833.0868835,1930.7913658,1801.3729596,1854.8709022,1768.3356347,1773.4514107,1836.1435389,1822.7874037,1908.5055431,1847.4427131,1828.1301426,1817.8394819,1811.9760472,1848.6507441,1824.0640367,1809.3103597,1835.4748521,1791.591171,1911.4447495,1757.1868304,1845.9404284,1759.6289768,1761.2825152,1833.4772758,1655.3582266
1193,1206.2313675,1189.1839869,1224.591928,1228.5081175,1249.1989098,1272.5636347,1200.1639336,1209.9222015,1228.4616737,1237.0189131,1219.5638142,1204.4969487,1148.4181924,1252.715213,1252.232856,1218.343166,1171.7330567,1147.7312421,1175.0840183,1202.8542318,1217.1085985,1231.3248943,790.136896,1148.8076192,1193.3047776,1208.7788056,1233.4005951,1190.3276652,1282.7980861
1194,2084.1895945,2097.6280853,2194.8021212,2181.7466934,2178.5782504,2290.8966386,2213.1576893,2189.9498779,2117.1573532,2126.8757583,2149.2486081,2118.7476728,2091.9408581,2152.1329794,2156.6642148,2157.7304964,2116.1186238,2097.913142,2108.5909966,2172.6271488,2125.4521076,2141.0137974,2082.1480949,2128.4945103,2171.0188759,2276.0523731,2302.4004382,2223.8923224,2332.1781324
1195,1635.9869218,1583.9211888,1583.0424991,1524.7696177,1513.9323522,1555.3447914,1535.6247462,1511.9033588,1407.2093549,1464.5943442,1452.9936426,1423.470558,1408.2697857,1409.7894615,1372.6652063,1394.3497313,1480.2071375,1499.7106071,1496.4316825,1666.0094944,1461.1706021,1545.3350283,1457.0661293,1344.1799275,1453.5160553,1506.6182865,1458.1850624,1345.2806021,1436.116249
1196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1197,1478.5602401,1502.0202904,1556.0539588,1507.3568739,1517.9966155,1408.6115532,1557.7205256,1552.916784,1477.3844327,1601.2037486,1530.3301057,1549.263114,1579.1862291,1498.449499,1477.8069936,1496.0508604,1455.7565931,1453.486358,1381.149593,1426.2688003,1301.9907059,1358.3331525,1314.537257,1520.1108735,1502.2992411,1715.0067261,1783.5549832,1826.1259876,1790.063548
1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,2089.1605127,2056.9102346,2112.5475189,2084.9025777,2091.8428612,1949.9041635,2066.8377823,2043.6927571,2053.4394166,2113.9940992,2016.2748707,2079.6058572,2068.0901482,2021.9059274,2030.6404598,2111.3704679,2110.5312525,2089.5462467,2036.4966559,2037.0419022,2115.6920007,2062.7951779,1712.2794483,2056.5531503,2035.2934424,2071.146,2007.3586147,2046.2330267,1978.8139497
1201,2793.9567946,2776.8462656,2848.5315699,2839.7926022,2811.6077422,2910.3216248,2822.9119464,2845.8270973,2878.9680171,2871.6539783,2809.3002887,2822.7851132,2846.3530786,2867.2019978,2879.3385864,2815.372785,2788.0473647,2830.5860727,2825.802111,2855.7457275,2850.7765744,2847.7223039,2977.9513067,2830.2891829,2881.8081559,2854.3839947,2868.0342257,2886.7477445,2859.2098688
1202,1750.4462127,1688.9363588,1693.5537341,1698.5426948,1701.0652456,1749.677291,1679.9283518,1699.2304701,1685.9213042,1719.9634813,1710.6313709,1690.2156383,1704.4447321,1720.0651663,1741.857198,1716.9410647,1708.3027805,1719.3656889,1745.4938699,1811.1313696,1813.9789652,1731.6659198,1689.065748,1756.034892,1695.3677834,1815.05438,1763.4578257,1705.9378729,1746.6983008
1203,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1204,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1205,2342.3544446,2348.9181982,2301.2650717,2399.968346,2424.5074484,2589.8374896,2419.1560017,2447.1934752,2481.4807733,2456.7767822,2545.0087369,2659.0979341,2598.760682,2664.8033908,2680.800811,2656.0600006,2424.3729851,2349.5833266,2331.9291514,2224.5255838,2306.1148826,2282.836474,2470.0006067,2325.6891645,2300.334678,2287.681205,2278.0401769,2311.4875896,2210.3856645
1206,2038.3573235,2034.5685494,2086.1956028,2108.4957812,2122.2711455,2092.367348,2148.825233,2110.2188855,2111.2495112,2059.8707936,2056.5660404,2118.7644291,2120.6710187,2121.4841153,2118.4244842,2130.824711,2115.4499289,2129.2151648,2105.7250562,2065.6689189,2133.6533243,2096.0102468,2241.9638857,1994.6955781,2143.434479,2006.7105415,2037.2028522,2043.8709401,1926.6959293
1207,nan,nan,0.0,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
1208,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1209,1892.5380448,1983.2890485,1925.8398341,2020.1762122,2016.1610174,2032.8232441,2066.0952417,2044.0953641,2093.1771473,1943.0587168,1944.1840994,2034.5824321,2154.0613316,2077.7708435,2119.8998622,2093.7635686,2059.9562132,2085.9175132,1997.9379005,1979.2170113,2028.0216324,1986.0636652,2320.139319,1950.3537278,2081.2182432,1874.4622169,1901.9821019,1996.5478753,1818.5817554
1210,2313.857761,2306.5155969,2315.6687818,2282.2089704,2292.5292671,2091.8098942,2345.6916753,2299.1038585,2286.6766121,2325.6308566,2291.1203863,2268.0863152,2241.678137,2230.517527,2256.084177,2253.2210068,2253.7271117,2270.3414382,2291.7598446,2273.3276422,2265.1902235,2327.4850347,2229.3731704,2241.4257542,2217.4273224,2247.421797,2231.1967631,2234.7742362,2226.8710673
1211,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1212,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1213,2390.0606731,2391.7068742,2471.1914556,2424.7411702,2483.3420603,2563.2046978,2396.6717789,2412.6648379,2389.1746477,2376.905651,2419.3800858,2454.9696323,2408.4514873,2491.8166814,2433.5028026,2404.6086741,2415.2216491,2435.0984586,2437.777574,2419.400476,2419.1908235,2449.9925639,2264.2703949,2408.338347,2429.1447117,2482.6551293,2509.31735,2439.2751326,2441.4264151
1214,2313.2010351,2285.3885395,2314.4517683,2263.4211283,2224.0608358,2139.545035,2129.3600417,2232.5707562,2243.5977878,2319.2631254,2248.388633,2268.0934218,2227.2819632,2204.1335104,2250.5774545,2262.7402497,2254.143118,2252.1948897,2235.561063,2180.8203586,2225.4656885,2232.9213427,2177.469015,2234.8031395,2201.9878523,2276.8410155,2280.716702,2285.227573,2234.8944276
1215,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1216,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1217,2500.2896738,2484.5599606,2573.7878465,2520.532037,2496.4453135,2462.0492365,2507.3599462,2508.5084821,2457.2691294,2548.0687595,2488.4337882,2486.9617366,2488.2820874,2430.2541894,2464.8377259,2413.3629754,2439.0106029,2448.5105344,2442.0088131,2504.2700269,2419.9164642,2501.5822819,2507.9633951,2549.5052023,2542.5216079,2545.294176,2493.8895063,2520.2645903,2520.7698669
1218,1999.181452,2028.4981468,1946.8514561,1981.2378515,2012.4359547,1957.5295966,2002.0052625,2019.5243977,1934.277706,1960.3295803,2020.2821447,1985.7125068,2004.4040547,1992.2835802,1964.98738,1987.8953964,2035.9557758,2017.8481164,2045.0486164,1973.4768392,2022.7797656,2022.6534293,2359.8489277,1949.1763945,1974.5857342,2062.9631238,2010.469628,2040.6040911,1887.4602954
1219,1804.1271274,1812.8519055,1854.2938663,1902.8512955,1925.4189772,2066.2863905,2076.545792,1974.6192397,1809.3434584,1728.7057377,1666.5949597,1644.559664,1789.9986679,1707.376319,1680.7721471,1711.7009818,1794.8525188,1801.2695924,1810.4601949,1867.7698269,1892.9846698,1874.3869527,2130.3302554,1803.8516418,1928.7783941,1910.2337471,1864.5742019,1850.1762611,1760.5440644
1220,2392.4665629,2424.6028198,2428.5673116,2443.300056,2432.8674595,2519.272373,2508.4614931,2523.6506675,2269.8388535,2351.9092094,2451.962312,2417.6907369,2366.1206377,2387.4073933,2388.0233357,2353.6110755,2273.1932358,2282.260767,2263.6436753,2500.7293955,2348.377948,2447.251692,2415.6711422,2359.4332436,2332.1026724,2424.571955,2417.7562417,2427.9390361,2552.1224378
1221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1222,2127.0032629,2142.5518799,2120.7281832,2145.9038201,2159.5486755,2053.5523635,2206.2671639,2137.5571282,2145.4092819,2150.9275423,2117.0151375,2116.4076458,2129.0628119,2115.6830887,2130.2717562,2196.5566913,2206.0743368,2172.7783215,2162.3139361,2134.654424,2149.1882799,2162.5339124,2026.1565242,2111.8219379,2083.9445056,2059.3744082,2118.1079236,2073.1943413,2047.6121828
1223,4230.9352412,4216.2795905,4166.8478726,4057.1162239,3894.7752924,3762.6706183,3857.6176385,3616.5690678,3157.8044896,2935.5549905,2869.0523526,2500.9958497,2479.6348911,2439.6712978,2299.2538715,2251.9581483,1966.615882,1896.1050819,1807.0205599,1826.0382693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1466.9766182,0.0
1224,2385.0497002,2353.3559128,2509.7714648,2435.813851,2441.9657064,2361.9088893,2423.3297428,2379.3148559,2362.2966307,2477.999767,2353.0551791,2380.2898325,2348.1393849,2446.2051608,2451.0976624,2391.0162929,2402.6642438,2364.7648312,2376.4006223,2416.2152299,2455.0232864,2469.9399698,1980.3574767,2394.7547556,2389.5947558,2445.8292087,2434.9787549,2362.0607948,2356.8407586
1225,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1226,1903.1493246,1935.2796139,1999.9424259,1987.4370089,1990.316541,2036.3047509,1987.4425692,1956.6292805,1961.2367999,1891.9239389,1927.0746646,1953.4657839,1982.746562,1979.3902062,1911.2513772,1961.0830528,1942.5390455,1939.5213559,1943.7790402,1920.048811,1921.2049306,1893.9047117,1856.6923827,1924.6069263,1911.3557836,1910.9109619,1957.2853059,1924.4482757,1935.426866
1227,2320.4176083,2428.5472645,2388.6338677,2341.9762537,2379.4563255,2481.9511119,2399.3731872,2350.4530778,2188.8093885,2343.6400846,2410.7501937,2325.5085488,2351.5367191,2335.3935827,2319.8726232,2282.0002525,2268.3909901,2291.2413516,2365.2263718,2366.6878239,2248.6942288,2252.7974336,2355.6637835,2390.9108952,2373.2310478,2435.8736557,2453.2097246,2412.88047,2344.4129138
1228,nan,nan,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0
1229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1230,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
