Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
1,1129655.0866816,1067696.3539864,1167099.6737683,1114066.9919999,1131775.2156557,1460247.2999768,1205419.4152576,1199989.1431498,1058337.7048174,1187454.6111102,1308856.5177803,1120283.1434684,1228167.4248557,1227068.0516172,1152216.7559763,1061413.7940392,1099095.2937643,1022730.8047724,1055102.5515438,1307347.5745048,1167708.1590238,1136614.8198156,1048638.3318153,1218628.4492395,1149909.6236895,1267614.7752754,1268018.2105965,1060278.5230809,1102854.4591694
2,650953.7941528,629458.5576722,667301.5628979,659182.9948236,673947.3154738,757009.0740367,704221.3899834,699542.0569192,636832.0888026,652683.7822036,728589.7830306,664104.7232964,697727.7804871,701055.276843,676839.5951679,616004.7804639,620917.153256,592967.2870863,613028.1926155,734668.0277938,675341.7518413,655325.9402284,562379.0261512,688108.7461458,688736.3756099,712261.0907639,716007.4582116,620058.7091492,622491.77034
3,617941.4638275,599989.9546759,629007.2232035,626404.456779,647655.8921391,723385.9265051,675614.3396625,668655.5591279,611415.0965843,618395.8480028,696331.1285912,633129.1137668,671169.8209588,669515.0559166,644125.2714094,588279.9231032,588621.4035484,559518.0154568,581651.9016058,700317.5288116,639008.4207137,625681.409565,528179.8667758,650205.2557563,656044.7929781,673431.0162496,676430.2666339,583882.9477738,580845.1691428
4,541648.742954,515147.2712862,542083.0465568,531166.8602304,559046.6240513,647363.8063219,574873.2358343,579112.616959,513607.4266947,538691.2704094,613216.4241983,546936.9811102,557178.0236603,577786.8555592,558450.6971087,496469.1771746,513177.6008308,465398.5345837,501844.8090365,616401.7117281,558332.0498907,559305.0833925,470170.0012137,579856.7362596,564115.7508254,617288.7521825,612105.44206,514740.4441955,551124.0624926
5,543973.5300021,515223.8469575,548969.6527439,532167.0786221,567609.5648522,655169.6228928,585889.4412368,578120.9654679,506573.0112243,559910.8219024,620591.9316409,540252.7883091,537823.382484,574127.5679247,559025.604966,497779.6777903,524296.2075717,464266.0735467,507366.1382127,622937.227536,560969.1271835,574213.3862815,493579.6755092,589272.9595847,566880.4004655,630621.8350693,622455.2612087,520293.7414288,565189.2423762
6,518777.4197182,502784.207844,520778.0464497,512661.2396852,541456.2876381,595438.6742768,551733.40268,545596.4108548,490562.3593574,529107.3171551,580391.7251542,519359.8607953,517027.6470813,547895.7765874,535543.4155434,485898.095575,504106.717662,457944.940131,491680.1222458,574068.9150483,535716.7449613,540926.0364588,482433.5840476,550227.5222888,537462.9662538,575164.925969,574751.049312,497377.820726,516276.4935852
7,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
8,464427.7094614,452106.2527624,479177.9240651,472003.1513189,475030.0555048,494689.6596638,484951.2500875,481234.3165813,458091.372616,477326.7100632,495091.221929,466879.7844951,474225.4220227,483239.8528196,478984.0141132,443182.3503112,447859.1645054,425266.8048189,442026.8166901,496975.3428141,475435.0008578,466223.9115902,421728.0086686,480441.9569358,474693.1100529,490935.011263,492416.9823168,450424.4006474,459895.3510327
9,449426.6174426,435766.7225217,448101.6942458,442508.685932,444601.4398474,457110.9116154,448479.0281741,448947.7672787,431702.2654647,443772.9524207,459437.1170477,445014.0384333,448141.8063998,451634.5213356,452139.2440872,430430.6976138,429589.1274555,416782.8267106,424209.2264813,462030.3017417,449773.5112221,443692.2592127,408446.0212016,452457.041489,448412.4847574,457538.8434472,452196.4582625,428932.2565709,429461.5885348
10,408336.0222087,393518.4695012,408906.3535022,402747.0189166,408915.7644389,427802.2827725,409902.9664205,414467.6861458,397409.3431834,405854.447391,422334.7479327,409564.6386967,420465.8967051,424711.0641045,418901.0881535,392954.9553056,394325.9889396,376541.366852,389407.8359836,426693.1656981,417775.6019308,411662.6585237,373542.7274772,414453.8741825,408413.9805051,421480.9981733,419071.7003828,389190.5860983,398507.3260689
11,404358.0647904,401978.2823277,405443.5419982,404524.3734315,405441.2940519,407049.8208293,406569.5320621,406895.3734028,393814.4519548,404077.3712332,408537.8236103,404939.6410061,400867.1631575,405696.7667184,405731.160079,396235.7390949,400415.7055324,388984.0781669,398328.8637237,407533.8086161,401704.0213851,401396.2899701,379275.7930282,406639.5388376,406203.9710599,409085.6999937,409356.5534033,400944.1899698,403315.0771947
12,390608.7985378,380494.0883115,388863.3762093,384431.625361,386745.754252,393700.2443192,385848.948043,388329.2229311,377077.4583315,388164.9301671,393854.8517012,388250.9667572,384780.9257614,388624.8509335,392648.3266156,375472.8272289,374800.980002,364604.3314268,373814.9816407,396671.5949456,390446.1793661,387705.6389818,359465.9262348,392370.4750855,388447.2432323,392161.6875532,386562.092332,371382.5728614,373252.9440249
13,365482.1466528,356967.1876733,365976.0821509,363987.3792545,361575.1565842,368632.6048814,365966.8504334,366409.1779329,357560.7641341,366277.3726903,368026.9729368,366146.9840168,368329.7948125,365436.2247272,368440.203893,354031.096031,353456.557111,344380.9855497,353335.8445899,374066.5617633,366868.6332128,365926.0808812,339348.0017972,367812.5802711,365955.9803472,371681.7730026,370069.7910699,353576.084034,354250.2373112
14,351039.9916273,349155.3203892,351772.7364883,354322.4224309,353510.6402978,370089.4414839,354640.2549135,356728.8536508,346259.13105,355191.8516533,359046.0436154,355555.6717682,351591.2494453,358530.866608,360134.898825,344579.1122336,350497.7669802,339300.4336017,349193.6015738,357400.1091101,356778.2558564,356337.5413631,337018.9877134,353423.1372582,355851.627397,349588.5196504,348429.700067,349302.1535244,347308.0422283
15,363113.0276674,357506.2246436,374597.0689179,373263.9900783,380944.1941939,381081.2941102,371177.2420612,375075.6129917,353714.390673,359239.5439604,367848.7862917,372414.8038066,376988.8363006,380512.2577337,380822.6156818,370674.7565298,359972.4513262,352658.6017691,371997.3237175,377975.228722,376462.2016701,374631.0630021,318289.5195816,377945.0015687,380077.298146,398997.5745314,400349.1008068,378803.6622513,379145.6245817
16,360592.1344816,356989.0796663,355876.9847668,353871.7412416,351333.7608041,276795.9175354,352634.817655,355283.115773,350059.779759,356062.0699428,360457.0391875,358316.5302598,261802.4275423,356433.319281,357389.0201849,351671.0114806,354478.1061175,349157.3584923,351947.1241412,357912.3001771,358272.4922276,240822.4617986,343982.6000929,357044.4204539,355010.7847889,358271.9191173,355436.5999552,352732.3072133,356220.1549651
17,353969.7729374,348367.1026436,348947.8992346,346823.7791141,347558.5998222,349676.2053975,344210.1020291,347438.9397795,342361.9841375,347358.3157243,351404.5263335,348928.9140918,346635.8922569,347281.0803093,351734.9705783,343182.522166,341325.8414902,337580.5250634,341779.0631639,352187.430952,350750.0690067,349716.4001449,330687.5413215,349175.2114469,346930.6150639,349857.1476608,344765.7727391,339843.3152697,342328.6890624
18,329431.5999907,326238.5500322,335494.2369218,332966.9315133,333903.8182971,333604.7423296,334450.6836399,333278.7417548,324031.6020482,334038.6321093,335305.5844996,330297.6803523,330920.2815458,334257.8038765,333230.1404284,325037.5285423,325523.0361258,314476.4077796,321696.589916,336151.9680042,334279.5132375,331419.6864688,307836.5036682,333320.13689,331027.4376549,337191.0308533,335031.8169983,330089.7484427,332350.8836438
19,361462.9805962,352756.2942057,359249.3025498,355437.9783908,362171.4073228,375161.1608565,361265.4204163,362857.3975661,346402.525681,362935.7549429,370061.2807605,357792.765936,349053.6730826,361438.6136972,360154.3395318,347765.2373753,349986.4400877,337084.4981547,348215.2684328,365378.3295922,0.0,359164.9877303,340954.3520145,364338.7693531,361280.8431012,366716.6342031,365134.1779877,352877.7515386,361430.7207234
20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,329132.2123729,321718.2886793,332698.4824447,332667.9375076,329337.923246,340016.0827151,333568.0103048,333865.5485641,327158.4538981,334399.8253649,333670.7033755,334399.8080183,335595.8076686,338147.9699914,338123.1622965,324221.0589521,327166.8971963,313664.3153924,324939.7937117,339452.4610964,334396.4572675,334416.6567332,307581.8705843,333616.3675896,334285.291444,338947.8102282,340816.8409799,326990.8742219,330105.8236629
22,320373.021875,321177.5804549,317819.7432914,323447.7795419,322157.0773745,324102.8508816,322566.4379454,323919.5836473,320490.8195162,321788.7722266,324117.6114521,325227.0647504,321059.5825302,326145.507776,327757.8369646,319056.2621708,322035.0736255,317590.6708536,322233.783811,322280.7258435,326150.0589688,322974.0962152,310806.111563,316131.1760354,320475.6180763,313369.9300983,314489.6756953,317808.3743283,313524.1727036
23,324054.6292811,322728.5437505,322884.8157329,322519.9639335,321519.1329598,323806.1650991,320362.6890772,322663.2868959,318459.8518398,325726.171075,323365.4809632,323197.2590171,319726.7476229,321144.4610617,326087.6266452,319610.3202627,320481.5849119,316225.4081553,319397.5148525,325000.4334072,323854.2550919,324227.3879087,308767.6702726,322232.634222,322887.2318792,322691.0145688,319162.7118146,320409.0992148,319965.3198328
24,311694.9755514,310795.0276965,315559.5280568,312848.6491804,311749.8370291,311097.744123,312048.73881,311728.4962918,306476.3488719,315786.8911086,311706.9194263,310362.0982246,308697.1838074,309027.1642896,311511.0184904,305777.7327922,308331.8789807,302772.2039747,307477.1722994,312357.5887319,308174.3113144,310011.1406499,297974.543059,312651.4034689,311154.8304262,313512.4393755,311966.3757713,312504.7083657,312614.104409
25,270821.6666181,267186.7328665,264508.6622072,262455.8950829,264559.0552727,266200.9401758,258716.3055419,262507.4683837,262058.5523048,263904.7642451,266003.3755375,264290.098515,259188.9252144,259725.7419276,266913.1133694,258723.7948093,256014.1698749,256961.5432006,256797.8919382,266094.5485579,266183.6259164,266224.1637841,253108.1140863,264150.591063,261782.9864509,261865.6306342,255468.4684514,254428.729896,258916.0289163
26,226006.5536731,223620.4513128,226959.9010871,225448.5038254,223570.7609751,226704.5488282,224344.227989,223810.4814798,224720.1142508,228863.0940188,224144.4454964,226211.032026,223302.1907296,227237.8045749,228705.0494522,225312.5951181,224529.1986682,223063.364228,224703.765454,228122.143971,227411.9389689,227436.178105,218538.3853728,224558.3773366,224943.544354,224785.7997059,223006.7330522,222513.0342891,224257.8788464
27,221635.4666531,222310.5228761,212839.9162093,215454.6078127,216028.5106539,223628.7690474,213539.6491111,218180.6409212,216823.8743385,213642.1969803,219026.5029522,220387.5163646,219169.8300016,220137.7850331,220496.199972,221488.9890338,218942.1329191,220210.0951228,218277.2625575,216483.9310484,220304.0711398,218413.0135898,211037.648837,215481.4869693,216718.0086708,214862.3763507,213113.4669272,214836.0795579,214819.4595585
28,223994.8210519,221772.5217798,220181.2613943,217824.9545379,218355.8646711,219478.6981784,214765.1215062,218186.1204356,217777.9271353,220779.8840296,220263.6918375,219453.9877895,217894.0724109,217352.3185699,220199.5447428,219041.9105507,217416.9772449,218151.5101546,218743.0845404,221495.3031045,219367.8292638,220293.9195581,213805.1897592,219887.0791832,218105.1335076,219710.3794914,216220.244845,215644.1531641,217345.626495
29,212221.606896,211687.2446337,209620.3583193,209331.3137592,209320.4374867,209342.3472061,207125.3418809,209874.8391968,209225.9474687,211203.8008339,210778.9362115,210705.4533613,207442.4336931,208555.5094753,212037.6408549,208693.6990093,208502.6802075,209431.3448547,209242.38518,210813.2453338,211461.4830344,211315.1196589,204401.087741,209209.0467669,209068.7447458,208174.772474,205854.8032361,206382.5952699,206693.66914
30,204781.0258894,207306.6534747,195843.0882164,199487.9065281,197809.3377485,207439.1431188,196097.498299,201850.4738568,199512.2927264,195045.7603025,203176.2068692,204131.259312,204408.549337,204267.4978907,202369.8965538,205660.6119683,203601.5869544,205160.7128686,204098.5722405,198792.065431,204703.9424902,200505.5137163,197095.5866164,198926.4110636,198938.136933,194331.8878897,194699.2358364,195719.8482043,195927.1674949
31,202922.8522026,202854.7534504,205698.8933237,205277.2649385,206006.2138195,202272.0610247,204879.3120594,203079.1663067,204663.9903948,207422.3524971,202478.0444445,203195.7374709,202229.1264813,203757.3159403,205824.1854808,205568.8252585,203548.9226345,203279.6174319,202305.8218555,204269.9422128,205645.0573237,205289.4098109,197332.7442218,202834.7918715,202774.34723,203395.5274892,201022.1158435,201663.7365124,202819.1431223
32,215466.6452402,214337.6340768,216307.1303764,214606.9745388,213618.7300236,217114.1041043,213436.6083312,215111.4523946,213087.0060626,217617.5689103,216695.8505896,215037.2033093,212524.7088761,215118.485429,214796.664009,212240.3423158,212117.1878839,210097.5698254,212090.8853957,215545.5104999,212603.1898044,213141.6643923,206386.4957632,214614.3772755,213599.0767022,214894.9515454,214109.6571407,214413.0865869,215150.5803262
33,197947.2087216,198521.5324135,195217.1672664,196284.212124,196605.9091022,198153.7674184,194596.3759387,196289.8986571,196092.457961,195669.6308691,196748.4551799,197895.792568,196679.6064853,197187.3719982,200171.8208129,199406.9376197,197675.4367747,198374.0792054,198043.9634631,196846.2840607,198091.645922,197483.8321147,194173.0107747,195498.675811,195911.8860805,194576.3823653,193845.5814324,195416.1794232,194859.6587779
34,206929.8895933,208626.6803901,209922.5534482,208090.9847307,208157.7866846,209979.8546823,210596.7765058,209110.6977189,205355.9863573,206064.5401578,206459.639165,207893.9235028,210163.2927604,209032.3492073,209000.6609646,209163.2704602,209353.9182882,209065.3701436,209607.8863261,211141.6181071,206262.7034098,207878.5657961,194777.1669059,213067.4152822,211944.5624749,214725.9366979,215303.3059565,214152.0962926,214914.7439981
35,196670.021023,196248.2022677,194223.4953166,193436.0748317,193149.6984094,193155.3272065,191174.6395941,193137.2881851,193410.414486,195871.8856179,194684.9673776,194892.2816975,191837.0542645,192738.7299425,195954.8860116,193897.8883493,192966.2693656,194100.1172678,193325.2070396,194795.4997835,195096.376236,195789.8136759,189591.6867983,193440.8612767,192481.4731382,193148.4383644,189957.3750308,190826.2193502,191511.9132789
36,194001.0303166,191503.5859023,187863.4715644,185915.0208398,185429.7218196,191581.9258367,183757.3384472,187855.3675514,187583.2186558,190810.9893432,190743.3572867,190869.6891518,189257.7194244,189606.3281963,188090.3810702,189603.7286814,187299.6955203,187235.5435376,187369.9975983,190658.0452321,190311.0410976,189611.4329457,181766.3749311,189699.6617024,186995.4606253,189937.3115547,186938.0030859,186755.5582157,189356.6045655
37,191121.9247327,189095.9209017,187109.6310484,186179.1934492,184341.7091976,190858.4606033,183550.416599,187148.5481484,186687.5246147,190549.9276424,189377.9922326,190636.4239051,189257.7032509,189379.0044158,189919.9862461,188754.8480076,187774.1727557,187435.6124128,188611.413548,190025.8894836,189078.9230772,189407.8629827,182980.6343414,188813.3666792,188397.1890994,190201.567166,188340.4828996,188082.4615531,188826.7973587
38,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
39,173472.145673,175595.6548577,179357.4386692,173464.847004,177238.0278696,175976.6382675,172860.7318525,173841.0677051,174444.9121923,174409.1487295,179439.9934566,173898.7366126,169857.9110636,175346.9805481,177998.6356866,179490.5223787,175384.9875181,172521.543922,177460.6997783,175067.8881416,179597.1204576,179490.8194675,176315.6912519,173329.9744994,167663.1625844,171725.8730675,171549.0506709,171938.9146278,168642.2621278
40,175934.6028872,177634.9227699,175639.6366482,176266.4362448,176447.0360726,178436.3700506,177218.2136772,176967.8094881,174834.8968603,174329.7239107,176170.6812828,177424.3996231,180467.3457316,178342.3783651,179226.3677011,180163.0710561,180350.4439329,180085.1331294,179336.7298455,177715.2326182,178712.9976048,177739.3977085,168130.2923964,177321.9555799,179078.1678797,179502.4093727,179811.6055625,179009.2170046,179701.4876451
41,177478.8717609,177485.3167102,179632.5138618,178883.5071839,177144.204651,176614.9660728,177201.4084767,177343.7068032,176952.5663456,152210.4771912,177804.0060362,177659.2088692,176897.8232692,177451.6542029,178603.7268612,177823.2761738,177949.421161,176543.5801026,178690.8025136,179157.4424345,177119.1750599,177240.0951224,175810.479618,177772.0798532,177529.773337,179163.9933412,178516.6646428,179257.0962776,178486.321686
42,165904.049426,164889.9465355,165993.6566173,165001.0340344,165583.2213982,166026.8308297,162821.7287129,164385.8367996,164938.6549413,166330.0701892,165764.4742888,166323.7160275,167241.5547583,167714.461836,167974.1563106,168072.2828593,166781.6523169,167194.2680927,166128.1089658,166465.6034998,168240.783122,167516.0977888,161083.6730765,164734.9557538,163451.7190971,165906.8950893,164460.0499658,164577.8787997,164991.2704865
43,155015.2918202,154423.9800266,150851.1755341,151231.4933128,151505.8892286,152919.8868547,148875.6517006,151109.0784348,151561.2316021,151290.4439435,152827.8549955,152575.3584876,152463.4555104,152115.5485844,154029.2404903,154104.5668173,152681.149289,154432.3891379,153166.2248241,152008.2888644,154187.1854325,153620.2626885,149774.2218518,151491.422924,151205.5017915,150151.4823171,148155.5740425,149353.7082336,151069.1741782
44,153136.7951762,151757.0695625,151999.9320399,151032.1791218,150500.687081,151967.2301763,148779.4506958,150063.8392611,151451.702444,152678.434599,151466.5008169,150324.9645425,149368.018869,149955.0813085,151982.9845206,151144.2314939,149127.0317615,150378.1547379,149189.3760414,152402.1373699,152050.3571695,152671.742798,148098.138352,151673.8009256,150319.3254705,149930.5086204,147042.552572,147502.4435455,148631.2059793
45,148894.1148682,149431.7141916,153075.9652706,151882.9616383,152404.3864677,149654.2576196,151497.5216769,150561.5312272,150067.045663,153041.3003034,151304.9909095,150888.5779061,149887.2961461,152584.7229494,152364.620248,152804.6092967,152255.8684035,151509.4074228,151482.713819,151685.0332482,152454.0064978,151964.7230784,147651.2110218,150212.8432615,150546.837083,152269.6930051,153113.0784067,152637.9040475,152615.3287311
46,141484.4495779,137293.7761877,144043.9872321,143789.8692995,142860.3189106,136716.947133,141945.3730898,140995.7353068,143580.2289182,144170.9405472,139803.4556946,141207.8753499,144125.3685769,140446.2165529,143340.7565183,144413.4459769,143175.7556583,134592.5379317,142920.9306147,140815.4123394,143153.909973,143311.8481585,141164.6509659,141687.629103,140629.4747375,139295.2320972,136682.738269,140304.2596491,141775.5452712
47,150359.7490966,149971.5605904,148132.4768937,148274.3894066,148414.3126283,150251.3751114,146489.8698331,148403.0107311,148236.0901825,149116.9904426,149686.6937393,149578.1081267,148477.6419394,148254.9627903,149891.7094493,149958.9891927,148810.6801323,149643.8390024,149602.488988,149549.4932622,149116.273999,149391.1022234,145675.1017983,148449.6141145,148573.3389169,149205.7201321,147984.4318485,148417.6165968,148815.2706533
48,140245.0662549,141764.8045081,140648.7426396,141594.9410487,141844.0898781,143863.1099878,144099.1559764,143538.8529426,142074.837535,142637.3193717,141294.6338598,142529.4557698,143623.6269383,142520.2244885,143231.0311538,142644.3899229,143305.8271433,142794.3886006,142890.7073657,143316.9142435,143297.6100313,142399.3542251,134265.1794834,141900.3690021,143595.5665181,141044.524063,140522.9342468,141492.0072225,139468.2069024
49,136481.7580963,136175.7115092,134610.2105355,134223.4644226,134441.6639771,133967.2021915,132629.6431734,134080.3092716,134399.4207879,135222.0149303,134793.2297732,134687.2081966,132633.4568939,132632.783072,135841.2789104,133822.919723,133170.3025394,133996.9400186,133453.6038316,135544.1795465,134940.7494428,135200.6749766,132206.8678478,134551.9147877,133482.2573599,133750.4254406,131350.8622643,131921.9101947,132415.0118877
50,133545.5776818,133014.7306164,135888.9717878,134551.5073912,135102.7253273,137288.5560752,134792.4852625,135937.0237733,137730.7645464,135521.7895984,135051.389321,136187.117877,137184.1233963,138818.3390978,136264.8586372,136175.4233518,135998.656807,137502.3726579,137391.5003142,137113.892937,137639.2151236,137021.9393346,133110.3439823,138993.4400112,140073.3696879,137965.8032056,137065.4669751,136457.8776708,134903.4448174
51,132976.237659,132377.2596564,132362.0388476,132599.6452673,131640.5223716,132360.2112646,131527.0378635,132396.5475912,132158.7718819,133087.9771919,132979.7645873,132870.0215032,131995.6246821,132491.4618835,134301.5998539,133105.7307826,133201.234642,132942.1780911,133378.4478669,134028.5516804,133175.0169021,133969.1146922,130535.8069739,132811.7792831,132519.0341053,133156.8181456,132609.6255237,133103.6573466,133840.7276318
52,127527.7326894,126567.1869492,125561.1359663,124646.45098,124762.6578277,125348.3935639,123017.083322,124938.5562868,124451.6342414,126368.9207655,125507.3612141,125528.8532274,124108.4336727,124048.0420098,126301.1933583,125002.40114,124332.9495173,125551.1901653,124690.8868803,126394.9477078,125566.7832272,126021.1096652,123364.1674999,126088.6904838,124896.7708573,125663.8912233,123396.4609662,123636.3012833,125078.643841
53,129703.4372689,128967.1397308,128358.7536243,127750.9285292,126407.5335251,128537.7603245,126414.2699283,127995.4809175,127619.358139,130431.1317649,128813.9129316,128132.0501967,126997.9181676,128066.3768503,128165.9165858,127822.8848464,126831.9442058,127422.4491707,127346.1999003,128723.5402661,128082.4493465,128066.6298977,124846.6404651,128276.5257094,127891.4353348,127768.7867763,127261.1557782,127486.791173,128551.676863
54,128461.7703399,127268.0344164,125722.8531848,125225.8218106,124872.8904274,128492.5343717,123846.5223785,126176.4587713,125785.9163134,127204.1364197,127402.0605033,127019.3789091,126053.687727,126080.3068726,126289.3432103,126101.7125547,124461.3603675,126158.5962935,125670.7273408,126830.9725796,125462.7997697,126050.3602557,122901.4609212,126235.221231,125115.0239129,125434.1900746,123299.1415755,124179.1167459,125360.6835169
55,113093.1086832,114337.5083773,114581.197352,115118.4824494,115439.0246496,115208.9317628,115181.7205436,114815.5903921,114772.6695976,115929.603841,114524.4673392,114313.9942634,112724.6078892,113091.8574862,114948.3507337,113283.4655147,113365.6712206,113199.7744798,114308.1206511,114364.0070072,113804.4912675,113841.4347622,111062.9165699,113966.1599259,114176.4109099,113786.2508985,114296.3654136,115251.6741792,113415.1032188
56,116441.7026231,117116.3417067,113052.2794366,114694.1016623,114291.9601153,117444.3385547,113891.2624956,115505.0350666,115048.6332615,114689.7318042,115468.5071071,116012.0556992,116500.9202319,115806.069445,116936.1838241,117103.9593328,116955.3364923,116966.1302752,116057.910609,115026.7883013,116561.7309179,115824.2655597,112632.3440263,113449.328991,114153.9877019,113398.8822922,113499.5214937,114589.3531864,114636.6020004
57,112418.1130797,112357.1404283,111948.4957086,112130.9066867,111748.91898,111640.3753336,111221.4174423,111698.3843082,111954.6203565,113108.1525605,112175.728488,111755.1828081,109722.8995491,109938.6331562,113176.4042928,110632.6559231,110533.2654396,110508.8941143,110631.3709997,112496.1537518,112253.361293,112010.6671177,111006.4270578,111718.9421704,111192.4274737,110884.2271521,109937.9285191,110405.8737486,110546.5440364
58,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan
59,110776.1107791,112012.9949573,0.0,0.0,0.0,113676.4547776,0.0,109879.0617168,108942.8317775,107611.9514925,109990.0167171,110772.0611842,111699.6425576,112045.3030819,110683.9094286,111888.2725935,111882.092523,111564.1807475,111412.780624,109095.8075213,111160.4600311,110082.167334,107350.6887926,107816.9780537,109719.3794163,108698.3514422,109032.0875457,110047.4238135,109894.7973992
60,110349.1823475,111568.6679051,103487.2841567,104772.5387681,105199.5627095,112445.0988665,100253.1592104,107922.7860083,102301.3665758,100589.4173058,107731.9569751,108779.5415888,112068.968816,111825.838488,108667.6838965,111733.1290427,110897.3233604,111762.1427144,111031.4408172,105810.1142959,107233.1573152,107359.1349674,105513.4188551,106898.8855671,108121.4220244,108254.5566182,108538.8614698,109395.3529894,109939.1858643
61,104404.3632455,105655.269484,99625.5589735,103131.5513825,103290.3322398,110801.4328711,106739.0859016,105746.5504841,105751.1215422,102848.3181279,105236.628751,106605.1557417,108247.2007192,107068.3845422,108203.3704946,107556.5655776,108351.4916546,107750.1183561,106715.218837,106207.4042912,107901.9130106,106919.2490784,97851.8250932,105578.1792884,106990.353524,103987.5469878,103275.7685981,104274.4353705,100189.5632017
62,109609.0173516,110307.1888903,94552.3913712,92934.0797366,103848.6120893,101085.3352519,0.0,104028.4379933,0.0,0.0,105725.1566189,105258.6325539,107544.025859,107125.6994394,98918.2344499,107754.9238052,105484.2331887,105537.1841142,105298.4514636,98732.6632344,0.0,99650.2991694,94564.5641446,100480.7534756,102627.2912087,102618.7369953,104921.69077,104800.5108383,105427.2542696
63,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
64,nan,nan,nan,0.0,nan,0.0,0.0,nan,0.0,0.0,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan
65,104923.9595043,104495.9272273,103831.4541103,103514.4468376,102720.9757356,101719.9749564,101865.3977131,103196.4847503,103473.4243561,104344.6602302,103659.5178988,103462.1864082,102243.651411,102393.0979152,103647.9692226,103407.2384133,102889.124646,103358.1320089,103404.3134192,104031.5346397,103518.8505423,103689.8387697,101775.7269816,103852.420315,102874.7770058,103408.5075901,101693.3290247,102281.0590894,102062.7306789
66,102429.7676935,102256.996293,102421.625869,102321.6580919,101607.4823261,102291.7046988,101341.1124974,102240.3051789,101629.310736,103935.524322,102273.7727686,102240.3907955,101575.4877264,102164.7482368,103043.9104949,102977.8730478,102786.453667,102730.0203133,102645.6271446,102541.2287683,102392.1600371,102724.3826483,100631.8120494,102513.1401554,102539.8936485,103254.5243303,102064.6845765,103308.0607328,103521.0425656
67,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan
68,98326.3542343,98898.5491137,99670.4918313,99977.0737003,99663.5270489,99960.8985728,99256.2848916,99523.4934826,99340.784271,100742.8921153,99826.2898518,99178.2824141,97235.7905851,98995.4593255,100279.6724631,97859.6239571,97880.4519348,97664.6464963,98872.3886642,99531.8143697,98819.3026395,99023.0883573,96270.465834,98438.6086951,99166.1741379,98632.589376,98634.3277705,98967.7168935,98426.7909968
69,99845.8518779,101275.5852292,100281.7114904,99012.0527584,102799.0783071,100229.2324057,101535.4769095,101476.607555,98982.5300247,98060.6901454,102129.0985513,97998.5953264,104440.9421641,104959.2656045,102227.8743676,102521.6979009,102443.7342661,98415.7564698,102107.7074835,107254.2207566,104026.0431613,102905.0861383,94575.9885455,96954.1017044,100431.9716811,107308.6817945,103630.4081358,103819.5123976,98874.2701176
70,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71,97417.1657742,98479.0012244,97315.577445,97457.7188537,97794.7107285,98118.8948444,98556.5032964,98245.7306067,97382.9079342,96659.053494,97269.4176054,98005.7360917,99165.2811498,98436.9419678,99041.7707548,99173.7892775,100014.3832494,99518.3869245,99829.0922519,98419.7239499,99046.2253981,98722.0415636,92840.5196148,98712.5534532,99326.6070426,99040.0202695,98757.172485,98991.1381955,98970.3554929
72,100775.7301781,101143.8592944,102462.2467224,101555.6270904,100618.0909601,99320.447994,100570.5432122,101124.6946836,100681.1951243,102310.6706855,101210.3189722,101472.499454,99827.4105817,100852.344374,100639.011853,99473.18438,99929.5501236,100061.8308303,100892.5243246,101254.0367543,100177.6399421,100134.3680179,98034.2657839,99973.1404311,100171.8038599,100174.551123,100597.3103261,101343.1051896,101015.6403401
