Star#,2022-06-16,2022-06-17,2022-06-19,2022-06-20,2022-06-23,2022-06-26,2022-06-27,2022-07-01,2022-07-09,2022-07-17,2022-07-19,2022-07-28,2022-07-29,2022-07-30,2022-08-03,2022-08-04,2022-08-16,2022-08-21,2022-08-23,2022-08-29,2022-08-30,2022-08-31,2022-09-07,2022-09-20,2022-09-21,2022-09-25,2022-09-26,2022-09-27,2022-09-29
1121,2707.8498962,2770.4547744,2784.3690816,2721.3175876,2723.1560102,2745.5727025,2749.1423922,2663.6747677,2699.6462826,2798.1637386,2743.511927,2785.2613133,2610.2902365,2689.8792935,2721.6788634,2736.5252639,2749.5554755,2741.0194964,2680.4614434,2806.1047437,2679.6375941,2659.1742002,2579.3610484,2560.7746302,2609.3004514,2698.7577077,2765.9101722,2635.0483275,2714.2751798
1122,2534.1034182,2715.2607102,2668.5108922,2633.8780803,2793.3125481,2677.8982922,2693.7844696,2779.3982772,2575.1924504,2660.3889206,2818.8958494,2986.9447998,2594.4952829,2714.1478409,2958.9537831,3067.6197115,2574.4044553,3015.0999311,2695.5690167,2627.4055922,2673.1534371,2894.9237348,2523.3553471,2780.7063152,2625.6888931,2733.0486108,2740.6739426,3086.5522223,2753.0504792
1123,3035.1322713,3006.152827,2984.4561682,3000.5242695,3045.5913721,3127.6803987,2974.0906224,3050.1619736,3057.305275,2969.8659109,3024.1151244,3065.0869361,2983.6065152,3025.4576417,3105.9066407,3026.769989,2953.368438,3000.1135427,3070.8984624,3073.5108714,3101.8797129,3065.9203034,2887.2311935,3087.1676778,3121.1875354,3071.5186664,3050.4832891,3024.616228,2860.3251148
1124,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1125,2221.8899855,2192.7748921,2088.5313266,2149.325593,2182.8664309,2172.8010538,2185.0334106,2174.9235813,2167.9810132,2097.5910064,2201.2577354,2187.4922424,2191.6859853,2149.8250009,2154.2763018,2182.5438057,2154.7686977,2148.4751099,2182.5943721,2159.0333053,2140.3284619,2129.0735454,2317.4107773,2198.9848386,2114.744617,2169.5569461,2142.4392919,2128.5011671,2247.8159175
1126,2531.3392031,2493.8596811,0.0,0.0,0.0,2829.5266983,0.0,2568.295178,2688.0864203,2442.6144931,2603.6601678,2672.9396859,2682.7509422,2866.6261481,2733.6060395,2783.8098771,2776.1096505,2723.7946437,2705.8909613,2570.3345047,2757.6746782,2721.2822105,2605.4990877,2478.045452,2599.5050407,2388.4710998,2325.7313249,2363.7336802,0.0
1127,2553.0941656,2467.2046802,2455.7145052,2467.9710372,2451.7145835,2483.8565597,2485.7204743,2487.0845746,2486.1887004,2452.0307206,2473.1680967,2471.7059705,2489.043707,2469.5263059,2485.2104649,2459.4741714,2488.8656767,2494.5168806,2504.508779,2434.8943251,2479.8425339,2492.0126204,2479.5869566,2407.0688758,2440.3954579,2489.8238035,2493.7147415,2494.3703991,2503.1122508
1128,3273.0876243,3270.4976925,3271.2741112,3312.6041495,3362.0935686,3443.7369291,3319.1661263,3354.1567944,3292.1170636,3294.268418,3328.3734623,3349.210072,3362.7938343,3376.1395605,3370.7271146,3427.3440783,3384.320098,3387.810108,3320.0604187,3351.4873754,3376.676048,3411.780681,3145.7332848,3327.6486533,3413.5262233,3315.5165516,3308.5939846,3310.7850744,3297.7796391
1129,2266.782527,2291.7711085,2148.3890686,2293.637285,2122.5192523,2552.9477034,2271.553435,2345.2888592,2645.5623662,2257.5464437,2333.5160215,2394.6996283,2358.1853896,2437.8108079,2460.3286023,2502.3412676,2503.0447883,2481.7032066,2449.1034285,2365.8622774,2557.121456,2481.4160845,2342.0764378,2410.2303187,2439.7880792,2296.2375958,2514.7245626,2283.1894636,2455.7211588
1130,2471.5860951,2509.2183521,2524.4710856,2537.7153093,2540.2182806,2571.4925671,2576.2208398,2563.0780221,2563.1268575,2481.0319554,2533.2705263,2527.734852,2518.3661254,2553.3114609,2534.9250182,2540.2836077,2490.3116139,2508.7941006,2520.1840333,2463.3707434,2550.0724902,2504.3922813,2542.7079532,2465.3732801,2541.3561814,2468.5583913,2466.3972401,2563.231914,2511.931602
1131,2692.4272049,2534.6715407,2524.4856731,2493.1911969,2384.3332074,2382.5330627,2313.1732412,2320.6684085,2372.6747409,2523.7611457,2521.2670969,2656.0715503,2485.0908782,2523.8180165,2625.6333303,2524.410529,2425.7239978,2440.1384384,2533.4407648,2510.6776269,2379.7718629,2459.8807568,2679.6925328,2478.3361625,2567.6640414,2636.7447805,2701.0629431,2621.7205559,2695.4742063
1132,2246.7274544,2256.0994227,2185.7991597,2212.6966211,2221.5329708,2239.1827777,2256.1022664,2212.7971062,2266.4700834,2131.3544087,2121.0238128,2079.7813347,2123.9929495,2030.7638129,2261.1676504,2194.2248837,2463.531248,2486.8682483,2477.3595499,2392.6547074,2440.6215814,2396.1909578,2507.0545228,2396.7924074,2355.8163015,2228.0475558,2338.310027,2181.8290135,2365.8282183
1133,2589.1195666,2577.7912701,2590.456448,2613.8978827,2629.7615647,2592.3205575,2626.2251729,2598.2118426,2670.5601861,2574.2641307,2568.8102995,2561.7502412,2603.7623258,2602.5282689,2622.9368736,2582.4027393,2597.629212,2594.2918254,2579.1999553,2545.7982029,2571.8730207,2587.1277519,2524.823447,2492.3752725,2513.6005123,2539.0628718,2538.5516682,2609.6303267,2513.1696611
1134,1964.0561322,1906.4673019,1897.7551508,1904.287714,1906.9712475,2142.0550246,1883.5411668,1960.3308343,2034.4930512,1964.8472564,1937.5678967,1982.9353059,1882.761165,2013.6776114,2035.1344157,1973.9362895,1949.387603,1944.5607412,1946.6164296,1973.5974091,2010.5454937,1959.9444766,1801.834147,2000.3684143,1979.4038192,1968.4835306,1945.2375142,1995.7671671,1953.6853666
1135,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1137,2484.990877,2555.8639759,2516.9073576,2484.0045542,2511.5000607,2529.2161901,2564.3166763,2547.4439597,2438.6983678,2545.9110991,2512.6634605,2445.9501247,2530.4015484,2484.3724754,2536.848946,2457.8724125,2516.1684354,2564.6034994,2639.0262032,2547.4498529,2525.4121086,2456.9909222,2687.1121322,2501.53012,2487.0587687,2646.117916,2655.3408821,2558.5687489,2472.805602
1138,2034.7470837,2181.9064842,2237.338863,2230.7037735,2234.8810952,2073.6107147,2282.6553214,2236.2200555,2140.7342298,2265.5428335,2099.5802254,2093.6959861,2140.0726658,2183.8337443,2109.8331385,2121.6737519,2125.4102531,2116.8396901,2046.815542,2047.5876597,2128.3334155,2097.1286907,0.0,2085.0958203,1919.8241667,2107.2770553,2022.2742089,2135.1305993,2050.3754252
1139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1140,2616.6963969,2614.8324506,2567.4192379,2622.2306789,2630.2230029,2704.7871966,2589.1273725,2636.1969395,2549.9218555,2645.2131641,2706.8845587,2635.0479829,2647.4793783,2685.258051,2558.7728922,2669.3766637,2672.8433837,2620.9697131,2665.2971532,2592.614562,2640.7150909,2580.1393896,2544.3512791,2793.4023466,2624.0290933,2544.7824208,2503.7606625,2497.4438467,2508.2596568
1141,1511.2797361,1739.5904168,1865.5792467,1873.7422285,1946.4650038,1869.7223214,1992.0193036,1897.5770791,1800.8256673,1833.1999972,1779.8506484,1749.4305911,1912.3301519,1896.9731091,1789.6595249,1791.6971826,1824.5979255,1779.9326518,1710.5932124,1742.4985052,1817.8581829,1756.0479923,1494.4654624,1642.1781264,1568.5740406,1596.0991532,1676.8001009,1689.8467743,1618.4722002
1142,3334.4675816,3342.107388,3412.0326533,3421.5695188,3402.7880236,3330.2944225,3408.0543674,3461.7897281,3388.8197912,3409.6502315,3369.3385757,3422.3142701,3348.2801675,3385.1941419,3472.0750174,3344.617302,3299.2126663,3379.788301,3428.8462823,3454.3694733,3428.6808073,3400.8562214,3363.7279327,3471.6081474,3435.4066712,3488.2320787,3478.7155165,3452.2136176,3484.3056677
1143,1583.9235782,1532.6995322,1596.9303505,1561.8638236,1543.6367478,1606.9414068,1611.2956332,1567.9252121,1513.5774473,1552.4447653,1482.5788767,1480.7095338,1550.452237,1488.9358956,1535.4703415,1494.1092964,1551.0556205,1616.2936803,1613.163758,1549.9514641,1553.9177574,1530.9823247,1500.797068,1430.9536322,1460.3963815,1546.3191027,1486.6235832,1495.618908,1515.2631384
1144,2310.7679396,2312.575317,2264.2071143,2318.1268686,2270.0230646,2389.4979216,2353.4053823,2416.0585971,2622.3908579,2687.9848352,2658.6606023,2500.9884686,2575.7439269,2499.5262507,2491.6371612,2472.1393445,2252.9123159,2207.713872,2174.1937175,2190.8670718,2242.3365037,2266.5018523,2256.421456,2662.7514581,2779.5355321,2668.3744405,2721.473433,2685.6919467,2736.378613
1145,2322.6626116,2333.8804361,2364.0006412,2366.7259476,2366.2929149,2302.0949881,2342.6432791,2384.4247213,2288.7185875,2357.1708429,2437.1508806,2431.6015219,2353.3573208,2437.9492814,2400.6733071,2437.3153501,2420.954081,2434.7964665,2473.241301,2438.5475965,2383.955212,2421.2018757,2353.3696888,2377.201619,2462.8633848,2384.5690738,2397.656097,2381.3579271,2358.2265333
1146,2418.2058274,2382.9497023,2353.8114489,2260.3340936,2260.8766648,2299.1499485,2325.7976756,2446.0616281,2477.7707687,2441.1861751,2374.325439,2291.650902,2368.3945183,2187.6499058,2169.5946647,2165.7943634,2373.2316724,2305.8461863,2345.1611529,2262.5948767,2227.5528151,2227.697051,2525.5702511,2334.0598579,2344.0303701,2326.098119,2256.8750115,2271.3406575,2180.9856254
1147,2130.6210764,2124.3450255,2069.8535958,2108.2086002,2127.5715525,2192.06833,2209.6298452,2185.0217016,2134.481092,2052.9226612,2140.6430961,2145.1430125,2228.0267253,2233.798605,2161.6301955,2163.4246778,2181.1375338,2191.4778341,2191.758777,2122.1652229,2147.7443174,2131.693137,2234.4865734,2184.8815267,2180.7387487,2063.2167894,2036.8138951,2057.8966936,2006.6504977
1148,2628.4317616,2673.6241596,2671.5462764,2698.4238761,2681.43152,2810.2274059,2701.2395407,2702.6981936,2639.5254499,2653.9764098,2732.7140956,2702.0044764,2667.5347151,2742.1543411,2652.2281908,2704.3289369,2693.3525379,2668.878765,2682.8050005,2680.608451,2745.938862,2645.7525351,2617.531393,2700.0574593,2660.6228452,2756.2092308,2810.5128329,2719.9915328,2652.367338
1149,2369.4615685,2429.9793019,2410.2507198,2366.8545516,2407.0269235,2388.62435,2398.9185021,2366.2495547,2374.5391745,2363.638214,2378.4596759,2338.1471142,2282.949622,2340.1201933,2357.881236,2297.4874448,2266.1656322,2295.2044487,2305.8077927,2351.8475935,2297.6533143,2314.5924814,2342.3918544,2243.6208937,2287.4548952,2391.1147665,2419.3695144,2384.7405043,2412.4944735
1150,2311.1984563,2454.4759107,2472.5511693,2441.5600125,2493.2327211,2478.0316889,2421.7479995,2343.7992982,2290.3559927,2331.2433317,2356.8944815,2367.9763921,2347.0038503,2312.2446391,2324.8189727,2301.7164794,2314.5891589,2293.1430715,2304.0405434,2328.3025621,2539.3142862,2328.5301889,2005.0569608,2100.5634436,2163.449655,2260.957945,2284.9007129,2268.9116486,2185.7038497
1151,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1152,2077.741254,2073.752309,2061.9125037,2066.6282251,2059.8333087,1998.8144294,2053.8107083,2034.9903581,2046.0477107,2064.2224921,2000.9033767,1998.7144485,2102.1940495,2076.9470476,1986.9316722,2008.7391899,2072.7003022,2030.4782688,2034.2278666,1996.8094423,1988.7455193,2040.4611057,2068.4992607,2000.6342837,2020.5648555,1972.5151471,2054.5274408,2049.5234066,2010.2324057
1153,nan,nan,nan,nan,nan,nan,0.0,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1154,2662.8757218,2703.995418,2797.1331335,2802.2773979,2807.0476908,2740.7267152,2763.8965149,2698.7948625,2653.7677878,2660.0272655,2606.2623389,2604.1547323,2656.8755144,2610.4872398,2755.8944027,2669.3022822,2971.9350006,2925.1917732,2960.6320636,2924.4209476,2764.3579737,2775.9274657,2916.3122075,2802.7405137,2613.2282965,2738.9798929,2744.3292033,2692.3856358,2630.4945508
1155,2324.1213113,2299.9971695,2252.2522977,2307.3456818,2329.8389428,2395.9738564,2341.0828156,2322.5553356,2273.300459,2189.6324368,2353.6223824,2334.1749351,2320.4631494,2312.1602055,2300.8142031,2347.3031914,2346.3094065,2339.5344146,2328.6136734,2339.3886568,2313.4385541,2310.8931134,2257.9144179,2376.5677065,2385.1739682,2237.1048225,2226.1745619,2265.6117006,2272.0204617
1156,1859.3560302,1975.2557602,1820.3454417,1823.0279959,1972.8390944,2072.4310502,1928.4703847,1987.0437061,1714.528854,1882.7191147,2027.6658635,1938.4122704,1898.6211467,1925.307311,1825.0719714,1796.0932803,1785.3550781,1779.1281362,1819.9318842,1954.6290578,1895.8726105,1852.320169,2101.3062388,1793.8926342,1753.1776167,1825.0185817,1732.3087704,1757.2487158,1738.22206
1157,2305.5308464,2296.5634687,2129.0407869,2232.8849972,2251.5907717,2293.6175517,2231.1695814,2243.5887382,2237.1977166,2211.846111,2283.6108528,2269.2699111,2248.5117877,2196.0845042,2227.0934809,2236.0705656,2254.4080778,2244.1614628,2257.533336,2225.0646236,2257.7491452,2123.3934974,2271.248687,2299.6971793,2245.3478463,2280.0588638,1989.548968,2264.2139588,1734.9156821
1158,nan,nan,0.0,0.0,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1159,3060.64061,3069.0524672,2990.0863549,2950.4827981,3000.9711068,2985.9028636,2875.7405161,2976.1311858,2833.130966,2988.4364741,3021.0677201,3010.0637832,2922.1111813,3017.6309254,2968.5365814,2917.0735696,2952.3944335,2942.1496747,2955.7827123,2993.6365075,2985.7326049,3038.9466794,2479.9180572,2867.2025194,2958.0798002,2965.2975428,2957.135574,2929.3092022,2858.6205283
1160,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1161,2112.6188566,2135.4601119,2061.5737051,2106.9971293,2114.6933035,2046.8074112,2122.7799712,2102.2877672,2094.6807584,2071.3090972,2119.5129383,2111.6728834,2061.120349,2148.8022056,2068.9801359,2095.8939613,2077.4318004,2140.0792017,2109.3210147,2087.2139003,2129.1934134,2127.5506728,2125.8736181,2059.594687,2075.972737,2007.0855271,1973.7767242,1993.8447848,2000.3687875
1162,3018.4409557,3024.4883749,2916.2030364,2968.4736776,2977.791252,2995.9357784,3037.2439711,2982.693035,2912.1446959,2963.7946494,3001.8137907,2992.4470067,2958.9007494,2995.1498234,2924.0469219,2918.827134,2922.1390979,2948.1884111,2958.3641995,2941.4323856,2915.1606507,2942.4132403,2871.4379911,3087.171195,2951.9039242,2981.3635205,3001.1435241,2943.8306587,2987.3968707
1163,2769.8944142,2716.9121187,2718.9443788,2726.6996254,2755.5063674,2760.6860105,2774.8703434,2725.1064104,2718.3448932,2738.7089831,2714.0569148,2707.2873945,2746.852752,2637.3667546,2737.9703875,2748.6466527,2789.0029472,2733.0399389,2741.9500773,2701.2218332,2737.7285397,2735.6546337,2633.4236894,2744.2411939,2720.076066,2694.2118032,2663.2778481,2711.3872441,2675.773988
1164,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1165,3052.9524618,3001.5601635,3263.7408264,3242.1736564,3206.9685426,3116.074137,3167.6170345,3187.2623484,3107.9082515,3219.2732515,3323.1216273,3281.0516555,3130.2936395,3169.8340463,3166.4662144,3172.6575347,3044.3360012,3185.390549,3238.5183538,3313.1570698,3192.4805356,3149.7229958,2798.993619,3194.6237088,3041.9900102,2996.0426893,2936.6811413,2958.2147937,2881.5178738
1166,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1167,1857.8810025,1868.9206843,1859.660807,1823.0554476,1849.0150261,1919.7903405,1829.5407105,1840.8637869,1824.9500369,1825.6371419,1818.4203332,1816.8321931,1896.3651487,1812.4829077,1859.2668587,1857.3709533,1861.2976445,1854.6975565,1835.9274075,1768.5322261,1881.2650866,1850.1490458,1649.4224612,1727.0385389,1859.8732124,1833.0691851,1766.7513491,1798.4319584,1756.8719422
1168,1960.6459212,1974.6660628,1944.7670831,1958.7120439,1947.8909615,1958.5038219,0.0,1961.0390181,0.0,0.0,1935.5844238,1929.2521936,1970.2734989,1938.8883668,1877.9124071,1944.7192866,1992.0902982,1963.3939989,1958.7874862,1976.7765947,0.0,1923.9297501,2031.5413899,1973.7699385,1944.376358,1950.3218724,1975.5905579,1976.0474252,1955.4390696
1169,2608.448311,2595.3579223,2529.7509071,2512.1344369,2456.713684,2565.7331967,2462.6078903,2557.1717322,2488.2848043,2619.3500499,2516.4713961,2524.1455159,2472.5058586,2532.3612633,2441.8627849,2450.3514962,2484.2796478,2475.0376988,2517.6700366,2552.7354552,2570.5550489,2556.0375419,2538.42512,2493.4767504,2427.9760322,2443.7296154,2411.9202236,2385.6668047,2442.8241846
1170,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1171,2576.5130737,2528.3547403,2590.5446462,2530.3607659,2530.9891181,2449.5107547,2507.3403151,2542.829709,2495.0463305,2552.0203058,2531.4397278,2504.3215175,2460.3742634,2529.7018325,2432.1770543,2458.5559504,2526.2054346,2509.9266271,2527.3194603,2519.078766,2448.7661693,2441.3548545,2347.8332246,2529.2056097,2451.7877543,2529.214309,2496.2426703,2547.4364849,2494.0537031
1172,2489.6386621,2510.4230692,2544.5029735,2556.8383242,2539.1662772,2515.066606,2598.5955967,2540.4670061,2582.1805757,2573.3053651,2506.1153782,2532.4427506,2587.8984936,2498.056951,2528.9691062,2517.1651548,2527.4964442,2540.5166303,2547.0571237,2538.1694713,2533.9829295,2525.7222924,2493.4873998,2464.7156308,2513.5920159,2468.5507023,2445.1864601,2476.9366666,2477.2218496
1173,3092.718624,3024.5705234,3026.9609643,2971.8954641,3027.1595015,2911.5410106,2994.2269336,2985.0244659,2950.7867433,3020.5782052,2997.2977912,2966.2448719,2847.9703581,2920.8132665,2985.9260412,2944.5245322,2894.3041379,2878.0087323,3003.6672735,3042.964781,2961.2221297,3018.0732379,3003.0363094,2988.1908029,2940.5001953,3118.1935203,3103.6931945,3087.1001791,2993.7502089
1174,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1175,2275.1708194,2325.1520593,2350.2510474,2372.6093381,2348.6130561,2390.2387322,2401.3625652,2373.2613785,2359.3050674,2331.8606148,2377.9996669,2389.3706761,2305.9356884,2374.5487374,2355.0578521,2402.7364162,2388.0030468,2380.5052809,2390.4869766,2374.889744,2380.0304703,2341.1667557,2565.1455579,2377.6135801,2357.1469706,2324.6394446,2354.2583269,2331.4170791,2397.2157926
1176,2954.5387436,2966.5595316,2945.0630324,2914.4840716,2964.6549642,2842.1646241,2939.7813554,2938.5945764,2812.2896197,2837.3582398,2963.751566,2904.7002817,2961.1842956,2879.3210025,2885.4229404,2918.0617668,2915.3685677,2918.5707025,2957.0137135,2831.0946589,2874.489641,2832.4506254,2621.9505371,2924.1818267,2851.7976892,3032.6399799,2977.2791861,3002.4679735,2980.5598944
1177,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1178,nan,nan,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0
1179,1947.1414048,1894.7277922,1887.3188879,1786.0469595,1837.6379182,1850.0120341,1764.1134569,1839.592977,1733.1565663,1986.2172428,1905.3685783,1873.7828307,1794.0661736,1859.8939324,1854.9886118,1755.627529,1747.7403309,1826.0660209,1895.9847281,2022.3355694,1889.2295008,1902.7641037,1749.8814127,1971.5162447,1936.4227424,2186.9823847,2064.7376967,1881.2676451,1805.1752242
1180,2683.7246857,2688.3231357,2722.0863079,2700.7521275,2738.5563569,2799.6933765,2747.8409316,2725.1165529,2698.2457967,2679.5872439,2710.4021839,2717.6217041,2728.7348948,2777.9481117,2770.7180974,2696.0290988,2701.6775212,2664.5195403,2765.8731763,2748.2778102,2742.2518464,2725.9865801,2777.7983695,2823.1732715,2741.8562783,2773.7265916,2800.7822694,2747.0930212,2770.9892375
1181,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1182,2684.9196311,2696.5468466,2761.7566086,2741.1927102,2723.6535239,2689.0822686,2723.287025,2716.6567903,2787.9892357,2802.6868463,2692.9836777,2721.8611444,2766.8829794,2755.0682742,2705.4977277,2807.7165961,2797.0400817,2763.7443416,2680.9500279,2732.9533496,2806.913635,2742.4102307,2425.5469207,2648.1111119,2676.0397607,2619.3204273,2650.4872759,2662.9960019,2503.2360093
1183,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1184,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1185,2304.0214467,2217.7682191,2161.0623563,2167.4669221,2136.833026,2176.5979378,2126.1389673,2232.1877026,2166.8030759,2211.0645047,2207.0741207,2189.3125808,2278.0523889,2257.7554101,2173.3509638,2254.822484,2272.2161436,2263.678159,2215.1095591,2172.8008047,2243.8758434,2232.6045721,2272.6886783,2317.1971447,2216.1046501,2190.7350012,2232.1576541,2181.1811705,2272.0455116
1186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1187,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1188,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1189,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan
1190,2522.3736728,2567.3599236,2585.2338882,2586.6055946,2592.0645535,2598.7455362,2660.2789914,2627.6630129,2445.256959,2560.4920583,2618.5581311,2550.9869744,2683.6999545,2608.564733,2630.2592204,2611.2229646,2632.1281118,2590.0238347,2658.0146104,2585.426086,2596.7066597,2607.2375212,2743.9086451,2646.0475289,2664.3513696,2702.5380948,2684.8421156,2685.5516328,2603.0113918
1191,2845.7089595,2850.4874335,2789.9644682,2835.0678212,2760.4787311,2685.951699,2819.3593265,2806.3132671,2617.3929012,2557.0589746,2525.5034247,2400.7536869,2383.9061479,2353.3630633,2291.7443187,2433.451987,2533.0144902,2512.8066616,2482.8091869,2537.3849045,2398.9308979,2531.9793909,2665.2849408,2363.5669528,2317.4766893,2356.2644749,2332.8811476,2330.4090704,2285.0541646
1192,1880.5887838,1901.157004,1893.7199141,1934.8010472,1924.9327289,2070.6209434,1914.9657367,1951.4028174,1918.3396584,1901.3601649,1930.1272965,1928.9627222,2020.2233478,1912.7620181,1953.9749203,1923.4702981,1917.4514207,1949.3598134,1925.1625686,1923.4664197,1955.8849188,1906.8282743,2068.1967862,1862.8316922,1902.0729706,1861.211707,1825.560089,1946.8622151,1791.3314579
1193,1600.1811975,1590.3774656,1654.7577915,1644.0365512,1689.1045648,1663.2384896,1640.6124852,1619.5554328,1628.9189655,1654.5538928,1613.5100448,1594.4402702,1509.7956306,1662.8887429,1645.2113198,1550.793731,1487.3645951,1487.0300164,1561.6706204,1615.0120968,1594.0802093,1623.2877254,1173.804567,1555.5002221,1601.896616,1634.2425363,1660.0616904,1577.7227633,1712.3470611
1194,2287.4093821,2302.9002914,2456.7954425,2433.8980908,2474.3277612,2416.2453742,2515.945251,2413.4876716,2288.1405021,2360.0096575,2382.2755939,2314.6126977,2269.8452055,2372.6793253,2367.5453805,2366.9994582,2306.8855507,2277.5447675,2266.0555533,2372.1397014,2359.1745275,2360.1813171,2365.0009756,2311.8927239,2399.3494886,2461.1460043,2500.0336409,2394.0322253,2521.0344151
1195,1981.610302,1882.4348459,1889.9371031,1858.5625941,1811.3115519,1899.35605,1880.4368332,1828.8015344,1772.2215601,1799.1974172,1762.3633531,1741.5303345,1762.4034661,1786.9134239,1723.3031342,1736.6725652,1807.1306116,1855.2823617,1852.2291347,2072.5101715,1811.1456222,1901.3189641,1752.6580829,1686.7514747,1852.6463985,1793.848814,1777.8511018,1686.406745,1767.4427644
1196,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
1197,1587.8005994,1648.7196275,1665.7510795,1646.9269243,1680.0845993,1556.1501617,1706.9120056,1681.9440099,1654.4119691,1749.7065015,1655.685962,1680.65599,1759.0368592,1655.0901517,1623.2280068,1623.0703912,1567.0163014,1583.1386055,1528.078364,1545.3603547,1364.4124139,1442.2393384,1524.9010769,1568.868574,1639.4900535,1781.254832,1855.2855738,1937.9084374,1928.7495213
1198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1200,2218.1162997,2186.5870399,2222.5770984,2202.6549252,2220.6324628,2122.4551471,2175.0623689,2155.586176,2165.5614596,2202.8736169,2125.582678,2217.4032707,2250.4806002,2157.4390331,2113.7605553,2243.9970518,2249.3419234,2222.445723,2151.2551538,2123.6673793,2270.840713,2146.6837787,1961.7691528,2150.4802789,2080.7818598,2113.8911996,2074.1762532,2118.2931219,2063.7045831
