ObservedAt:	2006-08-23T03:41:12
Star Data Extractor Tool: (Note: This program mocks format of AIP_4_WIN) 
	Image m23_10.0-0001.fit
	Total no of stars: 3745
	Radius of star diaphragm: 3, 4, 5
	Sky annulus inner radius: 
	Sky annulus outer radius: 
	Threshold factor: 
               X               Y           XFWHM           YFWHM        Avg FWHM         Sky ADU      Star ADU 3      Star ADU 4      Star ADU 5
           53.34          821.88          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          716.55          744.78          4.1585          3.9346          4.0465          431.36        21492.62        25236.95        26410.18
          755.32          324.82          3.8430          3.8735          3.8582          441.75        19898.06        22935.36        24185.25
          429.32          702.31          3.5516          3.5534          3.5525          445.54        20324.86        22964.85        23949.22
          790.03          593.30          4.0014          4.0369          4.0192          429.79        20611.84        23904.78        25427.10
          457.27          253.11          3.4526          4.5502          4.0014          455.39        20768.44        23445.29        25344.86
          671.55          469.36          4.5978          6.0126          5.3052          450.74        21704.05        35699.74        74914.60
           41.04          719.92          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          537.86          238.15          3.4073          3.8789          3.6431          447.87        19972.98        22623.19        23594.82
          773.58          918.41          4.0000          3.9620          3.9810          424.51        15278.41        17957.55        19046.01
          445.26          649.95          3.9811          3.5655          3.7733          448.07        18788.40        21181.59        21732.26
          412.52          771.86          4.0355          3.7561          3.8958          445.21        18542.13        21690.49        23090.09
          822.59          625.74          4.3321          4.4377          4.3849          431.61        17970.49        21822.00        23598.24
          214.08           91.73          7.1818          6.4352          6.8085            0.00            0.00            0.00            0.00
          215.09          552.27          3.3811          3.2667          3.3239          452.34        29046.92        31870.97        32838.64
          980.18          892.73          3.6481          3.5322          3.5902          403.74        13974.03        15930.49        16477.82
          585.96          359.93          3.8819          4.1704          4.0261          445.70        18101.13        20633.14        21662.33
          351.55          972.78          3.4788          3.7706          3.6247          445.25        35036.94        39474.48        40919.68
          220.13          717.16          3.4153          3.5041          3.4597          447.31        18341.23        20221.75        20966.06
          432.33          891.41          3.7144          3.9044          3.8094          438.85        26683.04        31103.88        35607.81
          540.59          565.84          3.9253          3.8521          3.8887          444.83        17558.74        19905.40        20845.77
          961.56           32.59          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          298.73          733.68          4.1761          3.5653          3.8707          447.23        16961.56        19161.74        20383.58
          678.53          191.48          3.7315          4.0905          3.9110          452.37        19855.67        23317.01        24790.94
          275.18          615.42          3.1782          3.4672          3.3227          453.25        18277.66        20402.67        21183.29
          707.04          889.54          4.2173          3.8241          4.0207          421.76        13012.04        15150.66        16078.94
          356.97           49.40          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          484.96          730.51          4.3146          3.8323          4.0734          444.96        16781.62        19266.22        20209.98
          594.05          366.47          3.9484          4.8021          4.3752          445.66        16274.96        19373.92        21494.78
          366.23          999.16          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          924.35           68.24          6.6324          5.2286          5.9305            0.00            0.00            0.00            0.00
          651.08          720.44          3.6071          3.9169          3.7620          433.21        21827.24        25285.08        26758.81
          392.30          493.15          3.3886          4.1615          3.7751          451.89        16707.27        18698.21        19810.68
          231.15          634.24          3.3560          4.8836          4.1198          455.92        15359.20        17235.38        21121.39
          532.32          525.98          3.8261          3.8526          3.8394          444.55        14980.12        16854.91        17476.81
          112.08          323.95          3.6583          3.0135          3.3359          453.33        18412.46        20309.94        21039.44
          595.80          749.43          3.6601          3.9887          3.8244          436.02        14213.28        16434.86        17349.53
          457.03          404.45          3.7301          3.6254          3.6777          454.60        15879.54        17450.55        17784.43
          868.22          102.08          3.8788          3.8277          3.8532          468.38        22797.39        25809.88        26999.25
          880.79          565.86          4.0193          4.1759          4.0976          429.81        13269.24        15823.72        17752.72
          100.44          737.07          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          581.95          446.39          4.0159          3.7250          3.8705          446.21        14379.77        16291.46        16799.89
          100.25          737.01          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          805.26          117.74          5.4822          4.3952          4.9387          468.57        12967.55        17808.07        24167.30
          234.49           23.63          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          805.16          117.83          5.4880          4.4207          4.9543          468.57        12967.56        17808.09        24167.34
          161.09           60.05          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          704.55          736.08          3.7306          4.1307          3.9306          432.01        20166.90        23614.28        24768.92
          224.30          945.19          3.5512          3.6380          3.5946          444.80        24119.67        27277.15        28962.79
          478.24          590.47          3.5725          3.6507          3.6116          447.99        26572.15        30088.16        30917.57
          702.96          270.32          3.7362          3.7636          3.7499          445.90        13318.48        15192.19        15724.86
          519.54          715.51          3.9499          3.5777          3.7638          438.01        13091.17        15313.64        15951.79
          987.25          831.47          3.6253          3.6202          3.6227          418.08        24160.38        27189.30        28137.58
          879.30          431.46          3.7123          3.9556          3.8340          433.68        11625.91        13410.74        13880.00
          817.14          269.61          3.7733          3.7916          3.7825          438.39        12905.36        14879.65        15719.14
          849.29          852.38          3.7427          4.3415          4.0421          425.45        11994.36        13801.36        14336.86
           79.12          377.45          0.0000          0.0000          0.0000            0.00            0.00            0.00            0.00
          686.92          850.53          3.7572          3.8115          3.7843          421.85        13223.42        15185.62        15665.55
          517.38          230.21          3.7059          3.9634          3.8347          447.75        31204.37        35262.61        36761.47
          273.51          457.49          3.7245          3.7475          3.7360          460.18        13875.98        16532.33        17578.92
          664.81          237.63          3.8669          3.8374          3.8522          445.45        14088.93        16296.09        17203.87
          583.70          470.17          3.8684          4.2761          4.0722          449.80        13069.20        15171.38        15878.20
          426.90          431.38          3.2491          3.6614          3.4552          452.67        13288.98        14656.30        14983.81
          771.50          330.32          4.1312          4.3208          4.2260          436.10        12043.69        14202.51        15643.03
          897.81          360.50          3.9172          4.0167          3.9669          434.56        11746.71        13802.76        14625.98
          322.53          690.86          3.4073          3.4680          3.4376          451.63        12471.39        14137.75        14639.53
          667.84          344.62          4.0020          3.8547          3.9283          441.59        13170.58        15351.50        16097.21
          277.31          101.09          3.8100          3.5596          3.6848          491.48        15434.40        17235.84        17950.36
          579.36          239.57          3.9455          3.9132          3.9294          447.93        13514.25        15891.66        17319.27
          661.30          104.62          3.5800          3.7916          3.6858          466.23        15363.69        17389.17        18455.59
          334.54          902.50          3.3349          3.6676          3.5013          445.52        27803.70        31140.91        32432.23
          825.63          105.59          3.8409          4.0189          3.9299          468.61        27466.50        32155.67        34185.90
          334.56          902.48          3.3280          3.6583          3.4932          445.52        27803.71        31140.92        32432.24
          874.37          490.02          3.8838          3.7931          3.8384          428.02        11833.27        13703.79        14341.99
          344.61          611.41          3.5250          3.5568          3.5409          452.99        13565.25        15146.37        15694.08
          769.71          832.09          4.1357          3.7825          3.9591          424.42        13164.49        15264.58        16151.61
          444.33          301.02          3.3986          3.8190          3.6088          452.69        12255.60        13728.99        14959.93
          354.51          605.60          4.1345          3.5735          3.8540          454.15        12285.39        14941.05        15976.99
          359.48          487.99          3.6515          3.9518          3.8016          456.91        19485.79        21325.85        22087.81
          556.74          271.38          4.9595          3.6663          4.3129          445.79        12519.88        15052.79        16848.05
          507.56          233.10          3.7542          3.6094          3.6818          455.42        13619.46        15380.41        15734.68
          467.01          488.60          3.9692          3.6849          3.8270          452.07        12145.60        13697.86        14357.41
          463.55          428.22          3.4467          3.5260          3.4864          452.64        12068.29        13618.05        14293.70
          730.51          741.71          3.8799          4.0258          3.9529          431.30        22178.87        26232.23        27364.80
          729.98          663.36          4.2726          4.1314          4.2020          438.61        24306.41        28466.22        30471.49
          324.66          509.12          3.2110          3.5000          3.3555          456.73        17113.32        18752.16        19141.92
          684.86          671.39          3.8502          3.8895          3.8699          438.92        24392.14        28057.27        29459.90
          283.97          806.78          3.5253          3.6979          3.6116          443.58        23257.75        25990.04        26823.49
          341.56          728.41          2.9775          3.7082          3.3429          447.18        11808.24        13319.15        13879.12
          359.42          715.69          3.5137          3.9022          3.7079          447.15        11550.10        13133.21        14004.08
          359.41          716.29          3.5125          3.9364          3.7244          447.15        11550.10        13133.21        14004.08
          941.46          514.89          4.1246          3.5811          3.8528          426.58        11742.48        13650.72        14459.10
          359.51          716.10          3.4776          4.0492          3.7634          447.15        11249.01        12984.78        14119.60
          807.48          632.69          4.1714          3.9094          4.0404          431.65        25186.36        29726.65        31674.70
          233.13           93.32          3.7647          0.0000          1.8823          540.07        30607.72            0.00            0.00
          820.00          511.79          3.9764          3.9125          3.9445          428.11        12486.03        14687.86        15370.53
          246.20          847.80          3.6284          3.6067          3.6176          446.15        25330.06        28264.08        29367.09
          276.50          734.61          3.4241          3.7167          3.5704          447.23        12149.96        13598.22        14073.86
          837.69          847.26          3.9966          3.9051          3.9508          425.41        10976.33        12751.74        13187.52
          165.22          837.42          3.9353          3.1779          3.5566          446.05        16621.67        18481.32        19331.93
          606.04          467.97          3.4058          3.8598          3.6328          449.60        10533.53        11817.31        11846.21
          239.46          785.61          4.4329          3.5966          4.0147          446.37        11368.89        12856.65        13655.60
          988.99          296.27          4.8634          5.8983          5.3808            0.00            0.00            0.00            0.00
          429.16          544.70          4.2939          4.7157          4.5048          449.94        12067.63        13870.16        14972.68
          388.29          935.38          3.7618          4.0488          3.9053          437.02        19282.54        22389.93        24149.19
          480.95          712.51          4.0428          3.6301          3.8365          444.96        10372.90        11766.53        11919.05
          306.44          735.53          3.7419          3.7755          3.7587          447.26        18581.27        20797.44        21544.01
          363.78          185.15          3.6576          4.0763          3.8670          469.33        19994.81        23145.34        25103.36
          761.94          724.89          3.5751          4.0761          3.8256          432.79        10347.86        12022.84        12413.63
          306.49          735.73          3.7565          3.7231          3.7398          447.26        18581.27        20797.44        21544.01
