star	20b	20v	20r	20i	22v	22r	22i	20r-20i	22r-22i	mean r-i
44	11.138000000000382	10.770002030564118	10.433548238892156	10.219581746773052	10.80499513214607	10.570036896536195	10.423316779231282	0.2139664921191038	0.14672011730491263	0.1803433047120082
45	11.373912723522148	10.854260981464007	10.43898925532623	10.100631138985836	10.893343709853376	10.555186600163525	10.290597211908482	0.3383581163403946	0.2645893882550432	0.3014737522977189
46	11.235728104321886	10.81754059645707	10.472098362956366	10.24068823776193	10.870705781715799	10.614553362449971	10.481015425616498	0.2314101251944365	0.13353793683347348	0.18247403101395498
47	11.22704813133952	10.831980032378622	10.48670356982182	10.222869282134898	10.911456813043156	10.636245843223064	10.46841044371133	0.2638342876869224	0.1678353995117341	0.21583484359932825
48	12.860244956715801	11.421419548106186	10.521674114429127	9.748594524398516	11.458162245114295	10.648597521361804	9.959357767575321	0.7730795900306102	0.6892397537864827	0.7311596719085465
49	11.329573794181252	10.918000869277922	10.561133648450529	10.328211813146146	10.956688895143369	10.697168616880724	10.538346475861434	0.23292183530438315	0.15882214101928938	0.19587198816183626
50	11.502198096719564	10.982691086082909	10.55245509836831	10.255439187701583	11.013788976275416	10.660924341181454	10.432513960158028	0.29701591066672606	0.22841038102342637	0.2627131458450762
51	11.446692981448564	10.97868357086828	10.582194366196388	10.298465244860187	11.03730469290239	10.724558827374764	10.510138061696537	0.28372912133620076	0.2144207656782271	0.24907494350721393
52	11.422991549123477	11.010276304538355	10.65787721727858	10.42193335546938		10.78883348103246	10.637441539584117	0.23594386180920068	0.15139194144834356	0.19366790162877212
53	11.401405706112042	10.981099218200121	10.62603826595816	10.369691831315118	11.020790897277722	10.745123438835089	10.565872001971787	0.2563464346430422	0.1792514368633018	0.217798935753172
54	11.380213557450555	10.98286215954806	10.648625362935176	10.430105192314672	11.003282640735078	10.752740664968643	10.608027430976346	0.21852017062050422	0.14471323399229696	0.1816167023064006
55	11.726945340675675	11.161772593077783	10.701161446333208	10.318798113315406	11.207402738055182	10.836778281143596	10.532407588084977	0.38236333301780157	0.30437069305861897	0.34336701303821027
56	11.543348003356913	11.098840145871211	10.715443212912557	10.431686162817545	11.196578538683472	10.915109578489396	10.706284067607525	0.2837570500950122	0.20882551088187107	0.24629128048844162
57	11.580354250954073	11.126135124307826	10.748515645290519	10.497483792877425	11.170845065594726	10.88781873173329	10.70858754336765	0.2510318524130941	0.179231188365641	0.21513152038936756
58										
59	11.982664345239476	11.299256152550111		10.343413045985361	11.406233802396972	10.95970292403131	10.63000000410804		0.32970291992327105	0.32970291992327105
60	11.57929511489218	11.155895083303891	10.7994346631346	10.53894525285469	11.275429141715602	11.055634991597062	10.820616590371268	0.26048941027990935	0.2350184012257941	0.24775390575285172
61	13.601960125275623	11.91556043991193	10.872327529656369	9.9570987925461	11.964915878815015	11.014505255803025	10.194345845080852	0.9152287371102688	0.820159410722173	0.8676940739162209
62	11.853782615956193	11.265898014370114	10.866294722728878	10.52203111802541	11.419770448142016	11.148048317707707	10.827241508668385	0.3442636047034675	0.3208068090393219	0.3325352068713947
63										
64		11.897871430840103	10.883380031802908	9.954825018920157	11.979398991804748		10.200441470550725	0.9285550128827502		0.9285550128827502
65	11.629686048272841	11.20010872840428	10.8565389565632	10.612050867122152	11.245162416755342	10.983351649800179	10.823741785884758	0.24448808944104883	0.15960986391542065	0.20204897667823474
66	11.728938594079581	11.270142961971954	10.88347402699765	10.59585455099564	11.325621460828618	11.059339650710553	10.8298145062993	0.28761947600201054	0.22952514441125338	0.25857231020663196
67										
68	11.844931159605213	11.325543368391257	10.896283326217452	10.550236164697072	11.378456527204232	11.035195138653256	10.763159149256643	0.34604716152037973	0.27203598939661333	0.30904157545849653
69	12.289802915500228	11.491395127746529	10.90145938818479	10.397448414349272	11.585654940218605	11.096288404679504	10.66443407371827	0.5040109738355181	0.43185433096123305	0.46793265239837556
70						10.981578864486897				
71	13.225554546589963	11.813999999977229	10.94548531206429	10.184963891037315	11.90263745862178	11.113209335315602	10.459939134220557	0.7605214210269757	0.6532702010950455	0.7068958110610106
72	11.83390063452385	11.315474638235367	10.913563188383712	10.558360103786065	11.355527740832091	11.044260535431714	10.753827819620515	0.3552030845976475	0.29043271581119967	0.3228179002044236
73	11.739240263141408	11.323786677597123	10.96968661158364	10.734827537415216	11.399080752313514	11.120711362945022	10.967378609043088	0.23485907416842444	0.15333275390193357	0.194095914035179
74	11.820471122554164	11.354416899359485	10.963807171849387	10.674824025283584	11.407389647352877	11.11351101570722	10.900780685950146	0.28898314656580304	0.21273032975707373	0.2508567381614384
75	11.818891472780152	11.36244776623102	10.992098344827035	10.716201587095929	11.396547865098109	11.104386038972349	10.893982135889384	0.2758967577311058	0.2104039030829643	0.24315033040703504
76	11.834301495310664	11.421423837035904	11.062000000044485	10.820923080122057	11.452857580647239	11.19653866554299	11.014205305200006	0.24107691992242763	0.18233336034298375	0.2117051401327057
77	11.79287569700387	11.411675100327866	11.082548552030639	10.86911503233595	11.448186943193445	11.2152231112429	11.076523614460346	0.21343351969468927	0.13869949678255367	0.17606650823862147
78	11.91401802894357	11.458832795433748	11.067849865838664	10.791670094732792	11.473396069655326	11.175611131074495	10.96946127014046	0.27617977110587155	0.2061498609340351	0.24116481601995332
79	11.963367842511937	11.518014697823476	11.145428888108675	10.880116556352029	11.58476930180034	11.301431467572641	11.107397416272745	0.2653123317566468	0.19403405129989615	0.22967319152827148
80	11.955891724593846	11.518653862126872	11.168682895164144	10.855231104656717	11.625227949491345	11.382862441770612	11.158977910719994	0.3134517905074272	0.22388453105061856	0.2686681607790229
81										
82	18.457939772645503	16.637195701377486	13.460601266409853	10.046574744035903	16.42097864581295	13.500162453755518	10.238018211198757	3.41402652237395	3.2621442425567615	3.338085382465356
83	11.958974231199907	11.512837512856505	11.161579243566981	10.893745853769314	11.559225282425384	11.296048487914277	11.104998170047757	0.26783338979766746	0.1910503178665195	0.22944185383209348
84	12.189386713453409	11.60431455116855	11.156524743036297	10.772562326293581		11.26756805501977		0.38396241674271536		0.38396241674271536
85	12.10901806269849	11.582864160700117	11.157765796155887	10.828850575308449	11.568156158666241	11.225179429397631	10.946122721184059	0.3289152208474384	0.279056708213572	0.3039859645305052
86	11.947005049378367	11.560941032608442	11.223762003522443	11.006765639247076	11.591233703332907	11.353779024270606	11.203547333955022	0.21699636427536717	0.15023169031558403	0.1836140272954756
87	12.135404033820794	11.63106091847211	11.215620344840907	10.916823150043815	11.68348243355823	11.35551789967611	11.140984110348498	0.29879719479709266	0.21453378932761247	0.25666549206235256
88	12.113796989764362	11.640492211756193	11.24754122109805	10.964374551994885	11.757257216358187	11.458422672161182	11.265979922571464	0.28316666910316535	0.19244274958971808	0.2378047093464417
89	14.07876861308194	12.378910185660947	11.331269794599491	10.38351218560171	12.404371722229117	11.440902070496097	10.568402383460956	0.9477576089977813	0.8724996870351411	0.9101286480164612
90	12.109382770339144	11.64911872794704	11.259061890625272	10.963166077688301	11.677000000002273	11.369558756694493	11.141532663544728	0.29589581293697087	0.22802609314976507	0.261960953043368
91	12.135039877795846	11.698049855492332	11.33399611681786	11.092636603505214	11.742375742637153	11.474930224532654	11.31070472160168	0.24135951331264494	0.16422550293097515	0.20279250812181004
92	13.582464110576309	12.242199334748072	11.352899684172678	10.54478069692467	12.334736497443958	11.523779496944277	10.813207940276204	0.8081189872480081	0.7105715566680733	0.7593452719580407
93	12.153541542862389	11.731641681011585	11.39588577766148	11.144800726833658	11.85276286318159	11.63161175279326	11.416506197034487	0.25108505082782173	0.21510555575877355	0.23309530329329764
94	12.211402363112196	11.743323564468781	11.373586931994506	11.10255902235342	11.797662628512438	11.514294200120007	11.323125864185325	0.27102790964108614	0.19116833593468208	0.2310981227878841
95	12.680513008527717	11.897783827122689	11.339132478920362	10.893109082227626	11.969130499299325	11.495986345533211	11.1347812194069	0.44602339669273583	0.36120512612631117	0.4036142614095235
96	13.606712139563646	12.274582838306214	11.404470550407094	10.633311847357433	12.320988503367447	11.532034099717437	10.84071083910404	0.7711587030496609	0.6913232606133981	0.7312409818315295
97	12.192350999870163	11.728054667062937	11.354242367553834	11.079039966569	11.767347236940058	11.467433069339155	11.269029807574242	0.27520240098483306	0.19840326176491274	0.2368028313748729
98	14.25574166046296	12.551931731300618	11.50009904560586	10.504768675002687	12.621783468593339	11.663129752949713	10.750988976926307	0.9953303706031722	0.9121407760234064	0.9537355733132893
99	12.376014358125811	11.865208665184452	11.437819868030015	11.100775154034155	11.902821595342552	11.573783321200565	11.307332814715863	0.33704471399586033	0.26645050648470203	0.3017476102402812
100										
101	12.267246685924153	11.803644984828148	11.427739989572578	11.156536975937266	11.908407355193813	11.622146166158887	11.439651451698156	0.2712030136353114	0.18249471446073073	0.22684886404802107
102	12.386345635079222	11.896161749619496	11.487683908984618	11.146537735035198	11.955764491784766	11.690247812785096	11.363469230306448	0.3411461739494204	0.32677858247864755	0.33396237821403396
103	13.66934500117917	12.334278660995919	11.486055995923445	10.747424097750592	12.386435151790518	11.62457444430487	10.980032188630616	0.7386318981728532	0.6445422556742528	0.691587076923553
104	12.461403548637666	11.905116544968875	11.468575967431546	11.098226377052027	11.955600611602435	11.587941264546266	11.289498470193786	0.37034959037951865	0.29844279435248033	0.3343961923659995
105										
106	12.407564467577718	11.919407400070606	11.511832505659637	11.20726952182531	12.024102862681698	11.706601816324389	11.472291574842044	0.3045629838343267	0.23431024148234414	0.2694366126583354
107										
108	12.331467946507225	11.88208446830327	11.489591082342596	11.227816689636281	11.907030430100283	11.612157691316519	11.421340072471533	0.26177439270631453	0.19081761884498505	0.2262960057756498
109	12.621131106024803	12.02361877129367	11.562155987843493	11.184230613465848	12.072325810562345	11.686000112478682	11.396538113473522	0.37792537437764473	0.28946199900516056	0.33369368669140265
110	12.508060984458776	12.030498631251444	11.62605530536149	11.313864045525113	12.08267875545741	11.781054887412203	11.538775563014362	0.31219125983637674	0.24227932439784183	0.2772352921171093
111		11.98024779214382	11.594396878997147	11.288995483641228		11.711034457186889		0.3054013953559185		0.3054013953559185
112	15.447343983642298	13.288602275657432	11.899785072337135	10.566112354660588	13.306721278905039	12.012389967948128	10.77535577225604	1.3336727176765475	1.2370341956920878	1.2853534566843177
113	12.436504460117739	12.006647271101881	11.663424139335405	11.430070738752969	12.074367621549309	11.800151360827616	11.649300824985602	0.2333534005824358	0.15085053584201447	0.19210196821222514
114	12.46468802212529	12.00468616759556	11.638660374382386	11.388214923264808	12.040061319866124	11.763058696296163	11.568591039383858	0.250445451117578	0.1944676569123054	0.2224565540149417
115		19.240079443155658	14.898778680313686	11.167963758425422	17.69015056027778	14.907217532917242	11.414194792696028	3.730814921888264	3.493022740221214	3.611918831054739
116	14.10223461784468	12.62563874764178	11.687608605028164	10.858994762140654	12.649514829639845	11.790453460957945	11.0451304067178	0.8286138428875098	0.7453230542401457	0.7869684485638277
117	12.554356015582984	12.079412605723562	11.692578880326385	11.413178301170843	12.105401820692693	11.82358220321219	11.617555845932223	0.27940057915554206	0.206026357279967	0.24271346821775452
118	12.584296976246295	12.052992357205559	11.659581294674199	11.343522744715449	12.090704136926245	11.778256898953327	11.533282605915975	0.3160585499587505	0.24497429303735174	0.2805164214980511
119	12.616819662880456	12.10547744261492	11.709210355856332	11.382613416324237	12.210135904255749	11.900265093481066	11.648056006966167	0.3265969395320951	0.25220908651489893	0.289403013023497
120	12.861469537856804	12.199884150701658	11.709902016991679	11.311763164531898	12.233465666535384	11.833555341573508	11.492773442570229	0.3981388524597804	0.3407818990032787	0.36946037573152957
121	12.61779819574182	12.145494453320396	11.763622778748703	11.48563467209959	12.18045090940876	11.905050387854327	11.67332155769277	0.2779881066491132	0.23172883016155765	0.25485846840533544
122	12.582951923567002	12.09034547288712	11.699907613044942	11.415409940538343	12.125961026989442	11.81984022725385	11.594119832032238	0.28449767250659974	0.2257203952216127	0.2551090338641062
123	12.670461045496785	12.132084085292025	11.707867842536192	11.379743647167142	12.243371010027074	11.917099014194186	11.671000000556965	0.3281241953690497	0.2460990136372203	0.287111604503135
124	12.622044501035425	12.11877698533706	11.724414491947837	11.437877507126066	12.184543749780735	11.88077467624013	11.670350499858952	0.2865369848217707	0.21042417638117783	0.24848058060147427
125	12.928784212328685	12.26342420267609	11.731487003396238	11.332947523786324	12.37948209533102	11.932159142451916	11.636413748535237	0.398539479609914	0.295745393916679	0.3471424367632965
126		12.192974135981816	11.784475638123778	11.413016754871702	12.29913387150559	11.96149133038439	11.685543079993407	0.37145888325207643	0.27594825039098403	0.32370356682153023
127					12.304702316959062	11.966325129709265	11.707675704585446		0.25864942512381894	0.25864942512381894
128	14.027100942104942	12.658043475897562	11.782602728284816	10.997500157515406	12.707750289929944	11.915567370077492	11.234505797638793	0.7851025707694106	0.6810615724386988	0.7330820716040547
129	12.650510174505511	12.150717535350713	11.74770944010243	11.4277741475096	12.205945930842006	11.890974321968876	11.654924922778266	0.31993529259282916	0.23604939919061074	0.27799234589171995
130	12.667544129372555	12.13965168128368	11.727815938563355	11.411609217404092	12.182499445852292	11.864030682737484	11.61727475674755	0.3162067211592632	0.2467559259899339	0.28148132357459854
131										
132					13.076744078965575		11.249797194898653			
133	12.71454635608937	12.194697620280065	11.786309534481735	11.49115686344383	12.31207805494285	11.995458980467141	11.76453004259142	0.2951526710379042	0.23092893787572066	0.26304080445681244
134	12.812790258423199	12.235022552664683	11.771368699078545	11.412300780765923	12.26237889537292	11.892950896669952	11.616414823854917	0.35906791831262197	0.2765360728150341	0.31780199556382804
135	12.74972246947929	12.164393890688102	11.703275562621398	11.365132853309479				0.3381427093119189		0.3381427093119189
136	12.57406193476625	12.104815116502099	11.754749584610925	11.508323882223284		11.857507157990993		0.24642570238764172		0.24642570238764172
137	12.876504331929153	12.265484029843467	11.792459459972878	11.45570232492071	12.325375940991279	11.947753255918498	11.671505569211043	0.336757135052169	0.27624768670745503	0.306502410879812
138	12.847198973053294	12.294172776122139	11.85070832290443	11.51307320326815	12.332219831901842	11.991651256746396	11.678440130980455	0.3376351196362801	0.3132111257659407	0.3254231227011104
139										
140	12.8442730758752	12.25551826286954	11.806327796301186	11.410873554463814	12.293492283995183	11.919577056584021	11.593645244333661	0.3954542418373723	0.32593181225036005	0.3606930270438662
141	12.880024706906402	12.289449775038523	11.82087606534755	11.428615207859194	12.34373400891905	11.967016337730673	11.65212651834794	0.39226085748835615	0.3148898193827332	0.3535753384355447
142	12.925713365471896	12.306402010390974	11.842885215589058	11.493454908214847	12.354073451150333	11.98448391387391	11.701097858050224	0.3494303073742113	0.28338605582368714	0.31640818159894923
143	14.296713760346634	12.876007650931966	11.9213394015753	11.066673235798289	12.968709921649044	12.11056769133523	11.347427371902514	0.8546661657770116	0.7631403194327167	0.8089032426048641
144										
145	12.701443447414512	12.246349755103099	11.88856657468865	11.648421553472641	12.295206099062952	12.015864808975135	11.86724908387244	0.24014502121600856	0.14861572510269383	0.1943803731593512
146	12.913242970965113	12.38976030261996	11.94031988570604	11.610257361681581	12.430271190753892	12.087337394858498	11.822117538102944	0.33006252402445924	0.2652198567555537	0.29764119039000647
147	12.775167807154453	12.293107745877425	11.898588044510499	11.617093171862116	12.345849749571647	12.037280795235855	11.824127965759285	0.28149487264838235	0.2131528294765701	0.24732385106247623
148										
149	13.403146685845236	12.609722957940955	11.991830836739533	11.346484908532402	12.657778054219488	12.107254039029268	11.545284815710975	0.6453459282071314	0.5619692233182931	0.6036575757627123
150	12.829021589645677	12.311475433041918	11.915447694482195	11.621000000000775	12.333676932474857	12.023737013742798	11.79686387000974	0.29444769448141983	0.2268731437330569	0.26066041910723836
151	13.403146685845236	12.609722957940955	11.991830836739533	11.346484908532402	12.657778054219488	12.107254039029268	11.545284815710975	0.6453459282071314	0.5619692233182931	0.6036575757627123
152	13.160339276412055	12.4816986759957	11.969337553619845	11.537570093194024	12.498743510305752	12.058826196562533	11.689420018320089	0.4317674604258208	0.3694061782424445	0.40058681933413265
153	12.896197765784581	12.35433857489937	11.939703170408896	11.608427900380448	12.395106478987897	12.067481064909364	11.808221490918124	0.33127527002844737	0.25925957399124044	0.2952674220098439
154	13.10286807443038	12.421974397429107	11.927823097938292	11.496971628556661	12.490673072165405	12.08735016430279	11.739242699131564	0.430851469381631	0.3481074651712266	0.3894794672764288
155	13.466672921295567	12.602934445494258	11.956327863067992	11.364265294083284	12.625951101751221	12.068346088896213	11.550045218146986	0.5920625689847085	0.5183008707492274	0.555181719866968
156	12.962774498918296	12.420277677438815	12.009818180806763	11.590157878674288	12.491371503910427	12.181224591413269	11.811847840442145	0.4196603021324741	0.3693767509711243	0.3945185265517992
157	13.253253643300276	12.524302485524247	11.983428777741754	11.54858547250242	12.549680482836484	12.076358169149147	11.711165529979516	0.43484330523933323	0.3651926391696314	0.4000179722044823
158	14.346480097010248	12.934812982108406	12.027418194199095	11.197494462607738	12.97599916291587	12.156338650156716	11.390683645885236	0.8299237315913572	0.7656550042714798	0.7977893679314185
159	12.944818373439288	12.431232197648212	12.022536321671042	11.70847632384558	12.476074627451064	12.156560343407428	11.921873751420662	0.3140599978254617	0.23468659198676534	0.2743732949061135
160	12.901251506768697	12.399550031593009	12.016025188541974	11.735351272339324	12.501872744278083	12.219539803920577	11.99331176419715	0.2806739162026499	0.2262280397234271	0.2534509779630385
161	13.253258367336853	12.524303393168134	11.983433220702334	11.548583801943028	12.549536085839332	12.076359160625811	11.711162627836835	0.43484941875930616	0.36519653278897657	0.40002297577414136
162										
163	13.438968213025916	12.598687368709827	12.001943056695305	11.486521600044714	12.698475012670114	12.191901893873526	11.753694838719795	0.515421456650591	0.4382070551537307	0.47681425590216087
164	13.009469887768836	12.462708330296827	12.037901395689062	11.597096321187875	12.548111457013281	12.19951136570946	11.857740879762515	0.44080507450118667	0.34177048594694526	0.39128778022406596
165	12.994013177105616	12.415303498555964	11.989546817374318	11.649162816207316	12.466870038665384	12.129622967680502	11.856342824176789	0.34038400116700274	0.27328014350371355	0.30683207233535814
166	13.26880986760071	12.525727963887432	11.962974392428576	11.503087526581854	12.65220516759401	12.23398510007981	11.812698628384688	0.45988686584672145	0.42128647169512234	0.4405866687709219
167	13.090364376854433	12.503546635120502	12.048769069514773	11.669480907119773	12.53555299170421	12.160668354249344	11.83381568338115	0.3792881623949995	0.3268526708681936	0.35307041663159655
168	13.34630893883394	13.164858578989143	12.316411451692083	11.555150878553683	13.195501204434384	12.343649520185593	11.376334530578509	0.7612605731384008	0.9673149896070843	0.8642877813727425
169										
170	13.283604787759122	12.623028135019954	12.12768255115102	11.692204637010486	12.651485710254626	12.242107759783604	11.8726513845761	0.4354779141405345	0.36945637520750374	0.4024671446740191
171	13.04199775536799	12.539834414292452	12.128986626361606	11.865911885501026	12.626668333065325	12.316770408700206	12.12394425588971	0.2630747408605796	0.19282615281049686	0.22795044683553822
172	13.189452580080951	12.58699158687071	12.141793305007333	11.722577109600971	12.64697795245259	12.275861932840357	11.944289542456074	0.4192161954063618	0.33157239038428266	0.3753942928953222
173	13.28087976584775	12.608859448926816	12.107805125346324	11.70150071474371		12.25662465048055	11.918458461860173	0.4063044106026137	0.3381661886203773	0.3722352996114955
174	13.662455749063886	12.809382552828932	12.154083169600096	11.611726507943596	12.92587282381551	12.370716517606304	11.911881725347222	0.5423566616565001	0.45883479225908275	0.5005957269577914
175		13.344485696407727	12.22390341306975	11.226267202805335		12.297877882077138		0.9976362102644156		0.9976362102644156
176	14.682022797502018	13.115287801158816	12.164882348661619	11.338862805217357	13.120113546401	12.277137364457431	11.499767313770223	0.8260195434442625	0.7773700506872085	0.8016947970657355
177					13.006588844442172	12.71493941118366	12.25426189554051		0.46067751564314996	0.46067751564314996
178	13.157825225191209	12.580240063392246	12.138400029978975	11.800848035775774	12.621504647986843	12.276893898470446	11.972832365795954	0.33755199420320103	0.304061532674492	0.3208067634388465
179	16.68108317734843	14.155588050329555	12.54016806923143	11.027390322841804	14.132771049258052		11.266977226151196	1.5127777463896273		1.5127777463896273
180	13.086891947059152	12.52141365789886	12.12231720832974	11.81817471795898	12.554806261956593	12.254222871690759	11.994744700024109	0.3041424903707597	0.2594781716666503	0.281810331018705
181	15.364559047915023	13.614594500114574	12.453917741396051	11.299373781707162	13.6625256184943	12.604084204852903	11.526274579963683	1.1545439596888887	1.0778096248892197	1.1161767922890542
182	13.424966091666256	12.741722334926976	12.204044372378165	11.811360512185281	12.787611533466642	12.315801578270957	12.01190017711994	0.3926838601928839	0.30390140115101616	0.34829263067195004
183										
184	13.232286653088435	12.6464056304767	12.212584849455528	11.846210777453793	12.708844392623742	12.349806084513325	12.053326801453132	0.3663740720017348	0.29647928306019367	0.3314266775309642
