StarNumber	20r	20i	20r-20i	E	22r	22i	22r-22i	mean r-i	22b	22v	22b-22v	M	20b	20v	20b-20v	Q	catalogue v	catalogue b-v	catalogue b	U	catalogue v - 22v	catalogue v - 20v	X	catalogue b - 22b	catalogue b - 20b	22v-20v
1524	15.913	14.089	1.8241		16.117	14.507	1.6105	1.7173	19.467					17.302												
1525																										
1526	14.987	14.59	0.39726		15.162	15.076	0.085859	0.24156	16.823	15.859	0.96397		16.356	15.637	0.71871											0.22194
1527	15.574	14.72	0.85479		15.697	14.827	0.86995	0.86237		16.806			18.201	17.05	1.1512											-0.24442
1528	15.734	13.925	1.809		16.096			1.809																		
1529	16.108	13.57	2.5377		16.701	13.747	2.9539	2.7458	18.926	19.606	-0.67979			17.962												1.6437
1530	15.435	14.798	0.63784		15.561	14.807	0.75391	0.69588	17.459	16.116	1.3431		16.728	15.711	1.0168											0.4047
1531	15.689	15.19	0.49947		15.541	15.072	0.46915	0.48431	18.59	16.63	1.9601		20.593	16.775	3.8181											-0.14415
1532	15.955	14.062	1.8929		16.659	14.335	2.3239	2.1084	17.217	17.735	-0.51819		17.196	16.919	0.27655											0.81563
1533																										
1534	15.285	14.49	0.79494		15.394	14.79	0.60429	0.69962	17.52	16.734	0.78595		21.169	16.325	4.8434											0.40874
1535	15.631	13.555	2.0765		15.738	13.768	1.97	2.0232	18.411	17.869	0.54159		17.084	16.716	0.36852											1.1531
1536	15.487	14.175	1.3122		15.892	14.422	1.4708	1.3915	18.708	17.707	1.0011		18.264	17.465	0.79951											0.24225
1537	15.594	14.385	1.209		16.267	14.609	1.6573	1.4331		16.944			18.624	16.527	2.0967											0.41706
1538	15.547	14.457	1.0898		15.629	14.876	0.75338	0.92161	17.263	16.229	1.0342		17.681	16.196	1.4857											0.032953
1539	14.529	13.522	1.0066		14.792	13.449	1.3435	1.1751	16.067	15.493	0.57388		16.011	15.215	0.79662											0.27859
1540	15.11	14.726	0.38417		15.366	14.9	0.46657	0.42537	16.268	16.141	0.12656		16.77	15.918	0.85231											0.22353
1541	15.759	14.699	1.0602		15.871	15.178	0.69349	0.87683	18.948	16.187	2.7609		17.748	16.661	1.0874											-0.47398
1542	15.526	14.474	1.052		15.687	14.621	1.0658	1.0589	18.421	16.669	1.7519		17.98	16.609	1.3717											0.060764
1543	16.008	14.125	1.8838		16.212	14.442	1.77	1.8269		18.172				16.958												1.2135
1544																										
1545																										
1546																										
1547	15.691	14.121	1.57		15.763	14.362	1.401	1.4855	18.277	17.655	0.62196		20.762	17.619	3.143											0.036526
1548																										
1549	15.531	14.158	1.3726		15.784	14.368	1.4162	1.3944	17.388	17.063	0.32465		18.849	16.766	2.0837											0.29725
1550																										
1551																										
1552																										
1553																										
1554	15.907	13.958	1.9486		15.881	14.132	1.7495	1.849	17.903	17.392	0.5113		19.456													
1555	15.049	14.469	0.58045		15.377	14.6	0.77612	0.67828	17.297	16.097	1.2001		17.155	16.028	1.1273											0.068914
1556	18.16	14.082	4.0785			14.39		4.0785						24.193												
1557	15.811	14.245	1.5663		16.058	14.494	1.5636	1.565	19.899	16.999	2.9001			17.238												-0.23848
1558																										
1559	15.942	14.229	1.7135			14.886		1.7135						17.391												
1560	15.749	14.201	1.5479		16.395	14.511	1.8845	1.7162		18.382				18.102												0.27969
1561																										
1562																										
1563																										
1564	17.195	14.046	3.1491			14.24		3.1491						19.063												
1565	15.378	14.785	0.59352		15.509	14.946	0.56326	0.57839	18.044	16.395	1.6488		17.678	15.972	1.706											0.4235
1566																										
1567					15.187																					
1568																										
1569																										
1570																										
1571																										
1572					16.162																					
1573	15.827	13.742	2.085		16.467	13.901	2.5656	2.3253		20.362				19.921												0.44085
1574		14.329																								
1575	15.352	14.819	0.53277		15.548	14.913	0.63548	0.58412	17.499	16.156	1.3425		18.012	16.362	1.6503											-0.20576
1576	17.108	13.967	3.1406					3.1406																		
1577																										
1578																										
1579																										
1580																										
1581	15.026	14.383	0.6438		15.198	14.47	0.72835	0.68607	18.455	15.928	2.5276		17.485	16.274	1.2116											-0.34588
1582	15.673	15.125	0.54811		15.644	15.169	0.47482	0.51147	17.483	16.33	1.1523		17.402	16.225	1.1768											0.10561
1583	19.361	13.898	5.4636			14.296		5.4636		17.716																
1584																										
1585																										
1586	15.326	14.844	0.48164		16.214	14.962	1.2517	0.86665	16.398	15.728	0.67035		16.708	15.799	0.90895											-0.07128
1587	16.057	14.461	1.5958		16.255	14.742	1.513	1.5544						19.656												
1588	16.602	14.089	2.5129			14.362		2.5129	18.423	22.844	-4.4207		19.633	18.358	1.2753											4.4864
1589	15.835	14.339	1.4959		16.288	14.62	1.668	1.582	18.001																	
1590																										
1591	15.296	14.513	0.78261		15.679	14.747	0.93178	0.8572	18.37	16.273	2.097		17.319	16.43	0.88927											-0.15649
1592	16.083	13.903	2.1809			14.119		2.1809	18.629					17.323												
1593	15.41	13.882	1.5282		15.741	14.268	1.4722	1.5002	19.316	16.958	2.3579		17.215	16.973	0.24133											-0.014965
1594	15.787	14.006	1.781		15.88	13.836	2.0437	1.9124		16.504			16.916	17.614	-0.69854											-1.11
1595	18.465	14.003	4.4618			14.132		4.4618																		
1596	15.91	14.664	1.2459		16.277	15.01	1.2668	1.2563		17.029			19.552	17.942	1.6105											-0.91294
1597	16.576	14.48	2.0957			14.41		2.0957	17.271				17.791	18.42	-0.62854											
1598																										
1599	15.225	14.447	0.77871		15.756	14.88	0.87598	0.82735	17.054	16.192	0.86116		17.281	15.946	1.3348											0.24657
1600	15.588	14.497	1.0919		15.42	14.532	0.88814	0.99003	17.104	15.592	1.5119		17.404	16.148	1.2557											-0.55569
1601	16.212	14.557	1.6543			14.733		1.6543	22.748	16.843	5.9053		18.628	18.237	0.3907											-1.394
1602	14.974	14.6	0.37468		15.436	14.906	0.52939	0.45204	16.947	16.022	0.92519		16.755	15.902	0.85322											0.11975
1603	15.71	14.305	1.4055			14.492		1.4055						17.995												
1604	16.01	14.341	1.6688		15.999	14.459	1.54	1.6044	16.707	17.905	-1.1985			17.209												0.69611
1605	15.66	14.769	0.89154		15.819	14.801	1.018	0.95475	17.152	16.119	1.0336		19.162	16.231	2.9309											-0.11193
1606																										
1607	16.194	14.2	1.9946			14.414		1.9946		18.882				18.427												0.45504
1608																										
1609																										
1610	15.273	14.615	0.65757		15.542			0.65757																		
1611	15.011	14.193	0.81849		15.177	14.245	0.9324	0.87544	17.352	15.684	1.6677		16.735	16.194	0.54069											-0.50998
1612	15.879	13.818	2.0617		16.29	14.01	2.2802	2.171		18.936				19.939												-1.0027
1613	15.847	14.217	1.6304		16.19	14.464	1.7263	1.6783	18.042	18.329	-0.28661		18.844													
1614																										
1615	17.102	13.765	3.3373		16.23	14.044	2.186	2.7616	19.118																	
1616	14.212	14.547	-0.33508		15.819	15.027	0.79162	0.22827	17.485	16.909	0.5754		15.788	15.632	0.15603											1.2771
1617	15.344	15.064	0.28017		15.296	14.878	0.41883	0.3495	17.027	15.989	1.0382		16.843	15.944	0.89902											0.04511
1618	17.308	14.722	2.5855		16.687	14.856	1.8307	2.2081																		
1619	15.861	13.875	1.9861		15.962	14.242	1.7203	1.8532					18.222	19.344	-1.1219											
1620	16.43	14.197	2.233			14.475		2.233		17.848				19.862												-2.0141
1621																										
1622	17.262	14.01	3.2521			14.214		3.2521																		
1623																										
1624																										
1625	15.718	14.56	1.1583		15.857	14.552	1.3047	1.2315		17.556			19.405	17.081	2.3243											0.4749
1626	16.316	14.223	2.093			14.613		2.093	14.613	17.917	-3.3043			17.484												0.43333
1627	17.727	14.187	3.5402			14.492		3.5402		18.563																
1628	15.2	14.37	0.82999		15.417	14.631	0.78599	0.80799	17.43	16.298	1.1323		17.124	16.236	0.8885											0.062304
1629	16.975	14.261	2.7139			14.406		2.7139																		
1630	16.018	14.457	1.5619		16.163	14.666	1.4974	1.5296		18.514				17.236												1.2774
1631	15.105	14.649	0.45656		15.233			0.45656	16.544				17.52	15.904	1.6157											
1632																										
1633																										
1634																										
1635	16.382	14.01	2.3723		16.607	14.088	2.5184	2.4454																		
1636																										
1637		14.209				14.339																				
1638	15.447	14.143	1.3039		15.773	14.356	1.4169	1.3604	18.765	17.952	0.81323		17.826	17.003	0.82329											0.94933
1639	15.477	14.422	1.0549		15.693	14.598	1.0958	1.0754	17.565	17.043	0.52202		18.989	16.912	2.0775											0.13174
1640																										
1641	15.393	14.524	0.86985		15.61	14.879	0.73131	0.80058	17.675	16.517	1.1586			16.352												0.16466
1642																										
1643	15.545	14.666	0.87934		15.808	14.856	0.95169	0.91551	17.43	16.406	1.0241		17.842	16.173	1.6693											0.23304
1644																										
1645																										
1646	15.563	14.574	0.9894		16.19	15.141	1.0491	1.0192	19.057	17.47	1.5872		18.855	17.173	1.6815											0.29619
1647	14.912	13.698	1.2141		15.229	13.947	1.2813	1.2477	17.548	16.659	0.88906		18.027	16.648	1.3789											0.010269
1648																										
1649	15.394	14.824	0.57011		15.557	15.344	0.21247	0.39129	17.41	16.325	1.0855		17.143	16.652	0.49099											-0.3269
1650	15.429	14.555	0.87415		15.73	14.659	1.0709	0.97254	17.587	16.867	0.72045		18.323	16.83	1.493											0.036186
1651																										
1652																										
1653	15.867	14.23	1.6375		16.558	14.6	1.9577	1.7976						19.874												
1654		15.074																								
1655	15.471	15.101	0.36994		15.696	15.347	0.34848	0.35921	17.321	16.255	1.0661		16.685	16.358	0.32734											-0.10259
1656	16.702	14.13	2.5726		16.007	14.647	1.3596	1.9661						17.932												
1657																										
1658	16.009	14.213	1.7961		16.197	14.374	1.8226	1.8094	19.26					18.129												
1659	17.719	14.166	3.553			14.212		3.553	18.554	19.295	-0.74008			19.2												0.09436
1660	15.331	14.564	0.76654		15.469	14.564	0.90559	0.83606	17.642	16.452	1.1897		16.954	16.407	0.54722											0.045816
1661	15.648	13.922	1.7263		16.626	14.367	2.2595	1.9929		17.854			18.029	17.381	0.64809											0.47305
1662	15.529	14.256	1.2725		15.726	14.563	1.1631	1.2178	15.228																	
1663										16.676																
1664																										
1665	18.752	14.122	4.6303			14.403		4.6303																		
1666	16.642	13.286	3.3563		16.251	14.357	1.8936	2.6249					16.855	16.504	0.35096											
1667																										
1668																										
1669	16.027	14.528	1.4983		16.298	14.649	1.6491	1.5737	18.251	17.38	0.87106		19.142	17.837	1.3055											-0.45641
1670	15.068	14.558	0.50952		15.101			0.50952	18.063				17.69	16.275	1.415											
1671	15.238	14.576	0.66193		15.346	15.019	0.3269	0.49441	16.881	16.174	0.70662		16.535	15.969	0.56561											0.20495
1672	15.362				15.374	14.874	0.49975	0.49975	16.754	17.095	-0.34054		16.986	16.212	0.77389											0.88245
1673	17.678					14.149																				
1674					15.339					16.147																
1675	15.132	14.377	0.75553		15.349	15.045	0.30357	0.52955	16.385	16.307	0.07745		16.881	15.766	1.1148											0.54176
1676	15.26	14.603	0.65674		15.34	15.103	0.2373	0.44702	17.101	15.98	1.1202		16.869	16.129	0.7399											-0.14834
1677																										
1678																										
1679	16.082	14.64	1.4426		16.031	15.076	0.95499	1.1988					17.035													
1680					15.475																					
1681	17.783	14.023	3.7602			14.414		3.7602	19.164	18.702	0.46243		17.551	17.462	0.088934											1.2395
1682	15.439	14.82	0.61847		15.644	15.077	0.56756	0.59302	18.874	16.436	2.4376		17.655	16.419	1.2353											0.017206
1683	15.787	14.673	1.1147		15.905	14.784	1.1212	1.1179	17.385	17.095	0.29005		18.071	17.289	0.78226											-0.19399
1684	15.311	14.667	0.644		15.714	15.121	0.59297	0.61849	17.038	16.154	0.88422		16.878	15.915	0.96364											0.23963
1685																										
1686	16.074	13.94	2.1342		16.033	14.158	1.8745	2.0044		18.215				20.278												-2.0631
1687	16.489	13.919	2.5699		16.502	14.385	2.1166	2.3432	18.586				20.481	17.642	2.8395											
1688																										
1689						15.069																				
1690																										
1691																										
1692																										
1693	15.702	13.844	1.8582			13.922		1.8582																		
1694						16.195				16.104																
1695	16.367	14.375	1.9919		16.345	14.608	1.7369	1.8644	18.786	19.162	-0.37602			18.464												0.69753
1696	15.748	14.307	1.4414		16.035	14.637	1.3987	1.42	17.039	17.339	-0.30007		17.586	17.029	0.55694											0.30975
1697	15.093	14.59	0.5023		15.529	15.04	0.48819	0.49525	16.522	15.901	0.62138		16.765	15.772	0.99247											0.12865
1698																										
1699	15.762	15.344	0.4179		16.504	15.596	0.90806	0.66298	17.278	17.601	-0.32325		18.434	16.663	1.7718											0.93809
1700	17.15	14.298	2.8525			14.373		2.8525	18.752	18.077	0.67487		21.486													
1701	15.792	14.065	1.7276		16.329	14.714	1.6146	1.6711	19.629	18.363	1.2663		17.269	16.898	0.37178											1.4652
1702		15.3				15.497							19.398													
1703																										
1704	15.713	14.747	0.96664		16.14	15.228	0.91191	0.93928	18.603	16.742	1.8614		18.026	16.457	1.569											0.285
1705	15.289	14.774	0.51502		15.352	15.185	0.16747	0.34124	16.736	15.873	0.86275		17.052	15.891	1.1613											-0.017271
1706					14.881																					
1707	16.285	14.233	2.0517		16.494	14.665	1.829	1.9404		18.856			18.051													
1708																										
1709	16.135					14.406							17.182	19.071	-1.8891											
1710						15.28																				
1711	15.321	14.453	0.86802		15.536	14.716	0.81943	0.84372	16.916	16.882	0.034443		18.316	16.25	2.0667											0.63183
1712	16.97	14.359	2.6118		16.406	14.542	1.8643	2.2381																		
1713					15.601																					
1714																										
1715	15.858	15.279	0.5794		15.861	15.558	0.30245	0.44093	16.863	16.26	0.60321		17.681	16.328	1.3525											-0.068419
1716		14.406				14.596																				
1717																										
1718	15.754	15.455	0.29835		15.713	15.306	0.4073	0.35283	16.621	15.782	0.83948		17.408	16.474	0.93368											-0.69242
1719	15.939	14.226	1.7131		16.273	14.49	1.7834	1.7482	19.059	17.292	1.7674		19.782	17.419	2.3629											-0.12708
1720	16.695	14.29	2.4049			14.717		2.4049																		
1721	16.621	14.315	2.3055			14.548		2.3055		17.835				17.663												0.17247
1722	15.843	14.34	1.503		15.586	14.57	1.0166	1.2598	18.96	16.822	2.1382			16.937												-0.11481
1723	16.345	14.519	1.826		16.571	14.754	1.8165	1.8213					19.387													
1724					15.172																					
1725	16.472	14.236	2.2363		16.349	14.558	1.7908	2.0136	16.748					18.361												
1726					15.143																					
1727																										
1728	15.456	14.732	0.72344		15.345	14.756	0.58914	0.65629	17.755	16.52	1.2349		18.682	16.674	2.0078											-0.15351
1729	21.13	14.291	6.8387			14.285		6.8387																		
1730																										
1731	16.13	13.894	2.2362		16.299			2.2362	18.008																	
1732	15.521	15.045	0.47591		15.811	15.936	-0.12491	0.1755	16.849	16.606	0.24339		16.864	16.214	0.64988											0.39203
1733	16.038	14.334	1.7038			14.561		1.7038						17.708												
1734																										
1735	16.62	14.127	2.4926			14.416		2.4926						17.611												
1736																										
1737																										
1738	15.822	14.197	1.6251		15.888	14.414	1.4741	1.5496	19.193	18.033	1.1595			17.493												0.54047
1739																										
1740																										
1741	15.491	14.962	0.52918		15.883	15.301	0.582	0.55559	17.259	16.321	0.93868		18.617	16.258	2.3592											0.062918
1742	16.922	14.257	2.6643			14.651		2.6643	17.718	22.551	-4.8331		20.019	16.935	3.0838											5.6164
1743	15.31	14.685	0.6247		15.257	14.856	0.40105	0.51288	18.048	15.92	2.1273		17.082	15.863	1.2188											0.057085
1744	15.005	14.205	0.79956					0.79956					17.06	15.773	1.287											
1745	16.198	14.676	1.5226		16.264	14.934	1.3298	1.4262	17.344	17.014	0.33057															
1746		14.219				14.382			19.427	18.54	0.88696															
