star	x_fwhm	y_fwhm	avg_fwhm
58	3.1176500000000003	2.9653	2.9653
59	3.5019	3.2619499999999997	3.2619499999999997
60	3.6498	3.7038	3.7038
61	3.37595	3.0097	3.0097
62	3.3430999999999997	3.152	3.152
63	3.0791	2.8132	2.8132
64	3.0212	2.9849	2.9849
65	2.9677499999999997	2.8533	2.8533
66	3.3698	3.34165	3.34165
67	3.0286999999999997	2.9785	2.9785
68	3.32925	2.8857	2.8857
69	3.2170500000000004	3.1197	3.1197
70	2.9256	2.6388499999999997	2.6388499999999997
71	3.2328	2.9874	2.9874
72	2.9019	2.8333	2.8333
73	3.0713	2.9911	2.9911
74	3.3704	2.9537	2.9537
75	2.92305	2.82355	2.82355
76	3.07395	2.9194	2.9194
77	3.09185	2.986	2.986
78	3.1319	3.09905	3.09905
79	3.2886	2.8864	2.8864
80	3.31405	3.0716	3.0716
81	2.838	2.7865	2.7865
82	3.0043	2.7742	2.7742
83	3.0773	2.9148	2.9148
84	3.0967	3.63	3.63
85	2.9306	2.8562	2.8562
86	2.9744	2.7878499999999997	2.7878499999999997
87	3.1759	3.0051	3.0051
88	3.3749	3.6481500000000002	3.6481500000000002
89	3.004	2.8122	2.8122
90	3.1914	2.9994	2.9994
91	3.198	2.9509499999999997	2.9509499999999997
92	3.1502499999999998	2.8626	2.8626
93	3.40845	3.4639499999999996	3.4639499999999996
94	3.1999	3.0798500000000004	3.0798500000000004
95	3.1997	3.1013	3.1013
96	3.10295	2.9373	2.9373
97	3.1253	3.1673999999999998	3.1673999999999998
98	3.3528	3.2565999999999997	3.2565999999999997
99	3.04685	2.88155	2.88155
100	3.4081	2.96845	2.96845
101	3.3007	3.2647	3.2647
102	3.2417	3.10345	3.10345
103	3.2844	2.9587	2.9587
104	3.1452	3.0875	3.0875
105	3.67485	3.6291	3.6291
106	4.3365	3.0698	3.0698
107	3.0295	2.82435	2.82435
108	3.16085	2.843	2.843
109	3.0641	2.79875	2.79875
110	3.4785	2.9606	2.9606
111	3.3681	2.9792	2.9792
112	3.2569	2.92915	2.92915
113	3.1347	3.0801	3.0801
114	3.4348	2.9968500000000002	2.9968500000000002
115	3.18315	3.1432	3.1432
116	2.99985	2.6501	2.6501
117	3.0704	2.8586	2.8586
118	2.82085	2.9635	2.9635
119	3.2712	3.2783	3.2783
120	3.0721	2.8616	2.8616
121	3.1706000000000003	2.9744	2.9744
122	3.05455	2.7261	2.7261
123	3.43685	3.26825	3.26825
124	3.2542	3.0896	3.0896
125	3.51755	3.14	3.14
126	3.3744	3.12865	3.12865
127	3.57565	3.0776	3.0776
128	3.5128	3.2824	3.2824
129	3.1553	2.9199	2.9199
130	3.3204000000000002	3.06405	3.06405
131	3.1211	3.0828	3.0828
132	3.58365	3.27005	3.27005
133	3.61015	3.0821	3.0821
134	3.1508	2.8921	2.8921
135	3.5182	3.1126	3.1126
136	3.0722	2.91655	2.91655
137	3.3197	3.1207	3.1207
138	3.5754	6.1525	6.1525
139	3.1312	2.9759	2.9759
140	3.37075	2.8999	2.8999
141	3.07455	2.89655	2.89655
142	3.4735	3.2136	3.2136
143	3.4742	3.0728	3.0728
144	2.9495	2.74785	2.74785
145	3.23025	2.8691500000000003	2.8691500000000003
146	3.3154000000000003	3.9668	3.9668
147	3.2744	3.1187	3.1187
148	3.1712	2.8405500000000004	2.8405500000000004
149	3.1874	3.29545	3.29545
150	3.0237	2.9161	2.9161
151	3.1897	3.29545	3.29545
152	3.3865499999999997	3.40185	3.40185
153	3.0089499999999996	2.8955	2.8955
154	2.9885	2.8669	2.8669
155	2.9927	2.7351	2.7351
156	3.0564	2.9436	2.9436
157	2.9782	2.7966499999999996	2.7966499999999996
158	2.9009	2.9641	2.9641
159	3.23	2.8800499999999998	2.8800499999999998
160	3.3691	3.3736	3.3736
161	3.2572	2.7916499999999997	2.7916499999999997
162	3.29815	3.0381	3.0381
163	3.4211	2.9865	2.9865
164	3.412	3.0505	3.0505
165	3.1716	2.9194	2.9194
166	3.3339	3.2191	3.2191
167	3.20115	3.1431500000000003	3.1431500000000003
168	4.3658	4.90705	4.90705
169	3.1158	3.0189	3.0189
170	3.1092	3.00785	3.00785
171	3.58685	3.4489	3.4489
172	3.2329999999999997	2.7687	2.7687
173	3.39715	3.1417	3.1417
174	3.5905	3.83655	3.83655
175	3.2654	2.9802	2.9802
176	2.89895	2.6769	2.6769
177	3.4617	3.1609499999999997	3.1609499999999997
178	3.18825	2.9951	2.9951
179	3.0066	3.0767	3.0767
180	3.0307	2.9066	2.9066
181	3.3898	3.2023	3.2023
182	3.12335	2.89795	2.89795
183	3.4266	3.02595	3.02595
184	3.28075	3.0184499999999996	3.0184499999999996
185	3.4009	3.2976	3.2976
186	2.87895	2.7706	2.7706
187	3.4016	3.28605	3.28605
188	3.324	3.2285	3.2285
189	3.2043	2.9806	2.9806
190	3.1031500000000003	3.4938	3.4938
191	3.1871	3.06015	3.06015
192	4.0535	3.52195	3.52195
193	3.1111	3.1042	3.1042
194	2.8716	3.1827	3.1827
195	2.9081	4.8707	4.8707
196	3.2274	3.0998	3.0998
197	3.3205	2.8415	2.8415
198	3.14275	3.14465	3.14465
199	3.1754	2.8754	2.8754
200	3.627	3.1016000000000004	3.1016000000000004
201	3.5316	3.3857999999999997	3.3857999999999997
202	3.4896	2.9591	2.9591
203	3.1022	2.9766	2.9766
204	3.24885	2.9651	2.9651
205	3.91775	3.4293	3.4293
206	3.5452000000000004	2.8310500000000003	2.8310500000000003
207	4.5617	3.5461	3.5461
208	3.40755	3.03165	3.03165
209	3.2566	3.1871	3.1871
210	3.154	3.0498	3.0498
211	2.8487	2.8792	2.8792
212	3.23875	3.00115	3.00115
213	3.2085	2.926	2.926
214	3.897	3.2636000000000003	3.2636000000000003
215	3.4635	3.11525	3.11525
216	3.4322	3.03925	3.03925
217	3.4849	3.54995	3.54995
218	3.2737	2.787	2.787
219	3.2649999999999997	3.146	3.146
220	3.14785	2.95055	2.95055
221	3.4766	3.7302	3.7302
222	3.3805	3.12505	3.12505
223	3.0938	3.1477000000000004	3.1477000000000004
224	2.97605	2.91285	2.91285
225	3.4897	4.5613	4.5613
226	3.42565	3.2779	3.2779
227	2.9554	2.8254	2.8254
228	3.3104	3.0359	3.0359
229	3.6151	2.8838	2.8838
230	3.5896999999999997	3.0554	3.0554
231	3.2565999999999997	2.8830999999999998	2.8830999999999998
232	2.84205	3.1337	3.1337
233	3.3963	3.1883	3.1883
234	2.8191	3.0538	3.0538
235	3.482	3.0027	3.0027
236	2.9764	2.9936	2.9936
237	3.3265	3.2793	3.2793
238	3.1967499999999998	2.9939	2.9939
239	3.6593999999999998	3.4974	3.4974
240	3.3255999999999997	3.53575	3.53575
241	3.31095	3.0484999999999998	3.0484999999999998
242	3.0304	2.7899	2.7899
243	3.24925	2.9393	2.9393
244	2.9661999999999997	2.7996	2.7996
245	3.30305	2.9489	2.9489
246	3.5946	3.3861499999999998	3.3861499999999998
247	2.9618	3.1173	3.1173
248	3.05795	3.1507	3.1507
249	2.9650499999999997	2.9607	2.9607
250	2.84905	2.89685	2.89685
251	2.9841	3.09335	3.09335
252	2.9828	3.0097	3.0097
253	3.50835	3.0385	3.0385
254	3.0141	3.0138499999999997	3.0138499999999997
255	3.5326	3.0991	3.0991
256	3.4034	3.1099	3.1099
257	3.39995	3.0911	3.0911
258	2.9684	2.9066	2.9066
259	2.9867999999999997	2.9477	2.9477
260	3.3743	3.31265	3.31265
261	3.5607499999999996	2.8187	2.8187
262	3.0372500000000002	2.8723	2.8723
263	3.5867500000000003	2.9331	2.9331
264	3.5321	3.1384499999999997	3.1384499999999997
265	3.57565	4.2016	4.2016
266	3.3387	3.4015	3.4015
267	3.0651	2.9617500000000003	2.9617500000000003
268	3.9706	2.8248499999999996	2.8248499999999996
269	3.04845	3.28165	3.28165
270	3.3081	3.12555	3.12555
271	3.56835	2.8082000000000003	2.8082000000000003
272	3.2237	2.8414	2.8414
273	3.0031	2.9361	2.9361
274	3.0073499999999997	2.9712500000000004	2.9712500000000004
275	3.2215499999999997	2.6661	2.6661
276	3.1736500000000003	3.42475	3.42475
277	3.0557	3.2226	3.2226
278	3.8108	3.09675	3.09675
279	2.9965	2.6933	2.6933
280	3.5112	5.3637	5.3637
281	2.94405	2.6435	2.6435
282	3.31905	2.9410999999999996	2.9410999999999996
283	3.7041500000000003	3.0655	3.0655
284	3.408	3.22735	3.22735
285	5.1052	3.4644500000000003	3.4644500000000003
286	3.77895	3.5997	3.5997
287	3.4561	3.318	3.318
288	3.1328	2.92435	2.92435
289	3.36745	3.0986000000000002	3.0986000000000002
290	2.91825	3.0656	3.0656
291	3.5079000000000002	3.137	3.137
292	3.1953	2.9114	2.9114
293	3.1939	6.335850000000001	6.335850000000001
294	2.7781000000000002	2.6321	2.6321
295	3.28	2.7991	2.7991
296	3.5333	3.0771499999999996	3.0771499999999996
297	3.461	3.0497	3.0497
298	3.3104	3.71	3.71
299	3.5101	5.706149999999999	5.706149999999999
300	3.3737	3.1246	3.1246
301	3.4452	3.1973000000000003	3.1973000000000003
302	4.049	2.8339499999999997	2.8339499999999997
303	3.0636	2.9059	2.9059
304	4.2646	2.78275	2.78275
305	3.3992500000000003	3.2861	3.2861
306	3.0794	3.1319999999999997	3.1319999999999997
307	3.7549	2.9636	2.9636
308	3.65475	2.91315	2.91315
309	3.8326	3.4043	3.4043
310	2.9327	3.10845	3.10845
311	4.04145	3.1087499999999997	3.1087499999999997
312	4.22275	3.1638	3.1638
313	3.5251	3.1478	3.1478
314	3.6625	2.7763	2.7763
315	3.80545	3.2923	3.2923
316	3.0161	3.2028499999999998	3.2028499999999998
317	3.8794500000000003	4.0493500000000004	4.0493500000000004
318	3.2713	2.8905000000000003	2.8905000000000003
319	2.7258	2.95275	2.95275
320	3.3038	3.0744	3.0744
321	2.9379	3.2485	3.2485
322	3.4364	3.9207	3.9207
323	3.3613999999999997	3.053	3.053
324	3.5132000000000003	3.1847000000000003	3.1847000000000003
325	3.3116	2.982	2.982
326	3.5991	3.0732	3.0732
327	4.1579999999999995	3.0641	3.0641
328	3.311	3.1956	3.1956
329	3.2718	3.111	3.111
330	3.18135	2.8965	2.8965
331	3.5067500000000003	3.10325	3.10325
332	2.9552	2.6006	2.6006
333	3.56015	3.3117	3.3117
334	3.4320000000000004	3.0326	3.0326
335	3.2459	2.9233000000000002	2.9233000000000002
336	3.5592	3.3602	3.3602
337	3.0932	3.1613	3.1613
338	3.17205	2.9444	2.9444
339	3.1346499999999997	2.7352499999999997	2.7352499999999997
340	3.3477	3.0288500000000003	3.0288500000000003
341	3.3217	3.1704	3.1704
342	3.5728	3.09755	3.09755
343	3.3966	3.1661	3.1661
344	2.9841	3.2714	3.2714
345	3.6909	3.24445	3.24445
346	3.6102	3.2478	3.2478
347	3.186	2.5996	2.5996
348	3.0553	2.79515	2.79515
349	3.7415	3.0679499999999997	3.0679499999999997
350	3.482	3.1243499999999997	3.1243499999999997
351	3.3658	2.8696	2.8696
352	3.3302	3.094	3.094
353	3.4266	2.6403	2.6403
354	3.2981	3.0955	3.0955
355	3.1569000000000003	3.42455	3.42455
356	1.5609	3.2334	3.2334
357	3.4166	3.4674500000000004	3.4674500000000004
358	2.89595	2.7965	2.7965
359	3.6304499999999997	3.7419000000000002	3.7419000000000002
360	3.58045	3.3288	3.3288
361	3.6167	3.5133	3.5133
362	3.46135	3.13095	3.13095
363	3.3155	2.6736500000000003	2.6736500000000003
364	3.1105	2.9233	2.9233
365	2.90845	3.05325	3.05325
366	3.0095	3.44915	3.44915
367	3.3657	3.3415	3.3415
368	3.0638	3.0944	3.0944
369	3.3428	3.5551500000000003	3.5551500000000003
370	3.35525	2.9657	2.9657
371	3.2115	3.2517	3.2517
372	3.25655	2.8278499999999998	2.8278499999999998
373	3.81555	3.1667	3.1667
374	3.61095	3.1007499999999997	3.1007499999999997
375	3.09525	2.6411	2.6411
376	3.2793	3.0604	3.0604
377	3.1378	2.887	2.887
378	4.7435	3.21645	3.21645
379	2.8185000000000002	2.7052	2.7052
380	3.2989	3.06095	3.06095
381	3.2864	2.8164	2.8164
382	3.3871	3.23435	3.23435
383	3.4357	3.2283999999999997	3.2283999999999997
384	4.06065	4.18375	4.18375
385	3.27775	3.4110500000000004	3.4110500000000004
386	3.2368	2.9197499999999996	2.9197499999999996
387	2.9662499999999996	3.1456	3.1456
388	3.5265	6.0326	6.0326
389	3.8829000000000002	3.0660999999999996	3.0660999999999996
390	3.2155	2.793	2.793
391	2.9554	3.5755	3.5755
392	2.8881	3.4996	3.4996
393	3.0202999999999998	3.0975	3.0975
394	3.52595	6.33535	6.33535
395	3.3653	3.22255	3.22255
396	3.5894	3.37465	3.37465
397	3.4256	4.35865	4.35865
398	4.42795	2.9075	2.9075
399	3.2734	3.8284	3.8284
400	2.9177	3.2736	3.2736
401	3.9511	3.6543	3.6543
402	2.9415	2.9162	2.9162
403	3.23095	2.82885	2.82885
404	3.0694	3.4834	3.4834
405	3.3807	3.0058	3.0058
406	3.0369	3.4381	3.4381
407	2.9852	2.5996	2.5996
408	3.7819	3.2292	3.2292
409	3.30635	2.8432	2.8432
410	3.5061	3.1425	3.1425
411	3.5966	3.36325	3.36325
412	3.58795	3.2950999999999997	3.2950999999999997
413	3.2652	3.1060499999999998	3.1060499999999998
414	3.1669	2.8542	2.8542
415	4.06165	3.54125	3.54125
416	3.04675	3.3377	3.3377
417	3.4048	3.0042999999999997	3.0042999999999997
418	4.20305	3.3145499999999997	3.3145499999999997
419	3.7548500000000002	3.3806	3.3806
420	6.1007	4.94225	4.94225
421	3.374	3.35425	3.35425
422	5.1333	3.3800499999999998	3.3800499999999998
423	3.5738	4.54385	4.54385
424	3.3095	2.90835	2.90835
425	4.0232	7.2235499999999995	7.2235499999999995
426	3.6077	2.79005	2.79005
427	4.0232	7.2136499999999995	7.2136499999999995
428	3.3718	3.326	3.326
429	4.74075	3.5584	3.5584
430	3.2787	3.1232	3.1232
431	3.8959	3.30335	3.30335
432	6.11	4.8849	4.8849
433	3.3117	3.2626	3.2626
434	6.1719	4.9862	4.9862
435	3.7324	2.7568	2.7568
436	3.38635	3.0101500000000003	3.0101500000000003
437	3.3245	3.6785	3.6785
438	3.3720499999999998	2.8350999999999997	2.8350999999999997
439	3.37	3.3555	3.3555
440	3.4678	3.7439	3.7439
441	3.22335	2.9741	2.9741
442	5.4041999999999994	3.5387	3.5387
443	3.3889	2.9444	2.9444
444	3.4194	3.7779499999999997	3.7779499999999997
445	5.3924	3.5535	3.5535
446	3.3466	3.3045	3.3045
447	3.50385	3.4237	3.4237
448	4.4611	3.2960000000000003	3.2960000000000003
449	2.8972	2.98025	2.98025
450	3.125	3.0036	3.0036
451	3.4313	2.9664	2.9664
452	4.3818	2.9767	2.9767
453	3.0572	2.9335	2.9335
454	3.73875	3.7324	3.7324
455	3.0869	2.8721	2.8721
456	3.883	3.1484	3.1484
457	4.641249999999999	2.97565	2.97565
458	3.6135	3.3711	3.3711
459	5.43045	3.5649	3.5649
460	3.6629	3.07485	3.07485
461	3.1068	3.4778	3.4778
462	3.33375	3.6094	3.6094
463	3.6326	3.3371500000000003	3.3371500000000003
464	3.8606	4.960050000000001	4.960050000000001
465	3.2543	2.87385	2.87385
466	3.4495	4.4754	4.4754
467	3.36945	4.0296	4.0296
468	3.36755	2.7437	2.7437
469	3.2237	3.0708	3.0708
470	3.5733	3.2851	3.2851
471	3.7649999999999997	3.4627	3.4627
472	3.62555	2.76905	2.76905
473	3.22	2.7774	2.7774
474	4.6880500000000005	3.21805	3.21805
475	3.4728	3.1082	3.1082
476	3.33375	3.65225	3.65225
477	3.082	2.9922	2.9922
478	3.8387	3.18325	3.18325
479	3.2795	4.77355	4.77355
480	3.5077	3.0913000000000004	3.0913000000000004
481	3.1648	3.28095	3.28095
482	3.1225	3.13795	3.13795
483	3.30075	2.8799	2.8799
484	3.6089	3.5137	3.5137
485	3.1975	3.011	3.011
486	2.9402	2.8239	2.8239
487	4.46865	3.19645	3.19645
488	4.3542	3.06935	3.06935
489	3.0126	2.71805	2.71805
490	3.6548499999999997	2.89285	2.89285
491	3.3294	3.3789	3.3789
492	3.39505	3.5518	3.5518
493	3.0187	4.31405	4.31405
494	4.5558	3.1485000000000003	3.1485000000000003
495	3.7055499999999997	3.3145	3.3145
496	3.5709999999999997	3.1278	3.1278
497	3.09755	3.0131	3.0131
498	3.42	3.2003	3.2003
499	2.6573	2.63685	2.63685
500	2.94935	2.499	2.499
501	3.4828	3.54	3.54
502	3.7703	3.4321	3.4321
503	4.0329999999999995	4.0931	4.0931
504	3.48795	8.146049999999999	8.146049999999999
505	3.153	2.7572	2.7572
506	3.0079	4.4242	4.4242
507	3.4275	3.22745	3.22745
508	3.2217	2.991	2.991
509	4.1665	3.5631	3.5631
510	4.12665	3.51455	3.51455
511	3.39485	3.27	3.27
512	3.4274	2.8553	2.8553
513	3.3725	3.2139	3.2139
514	3.1386000000000003	3.6423	3.6423
515	3.7665499999999996	2.9498499999999996	2.9498499999999996
516	3.4056	3.21795	3.21795
517	2.908	4.61775	4.61775
518	3.10525	3.6804	3.6804
519	3.03005	2.4907	2.4907
520	3.41195	4.23165	4.23165
521	3.3957	3.02255	3.02255
522	4.94215	2.7787	2.7787
523	4.1117	3.1128	3.1128
524	5.8613	3.465	3.465
525	3.9734	3.6755	3.6755
526	3.3709	2.6096	2.6096
527	3.10395	4.8593	4.8593
528	3.0623	2.8213	2.8213
529	3.4998500000000003	3.06505	3.06505
530	3.6113	3.0167	3.0167
531	5.99085	3.3747999999999996	3.3747999999999996
532	4.723050000000001	3.04875	3.04875
533	2.9303	2.2249	2.2249
534	6.0644	3.37465	3.37465
535	3.166	4.13825	4.13825
536	3.7014	3.55075	3.55075
537	3.0644	3.1049	3.1049
538	5.3545	2.9617500000000003	2.9617500000000003
539	5.8343	5.4796	5.4796
540	3.52225	3.3703	3.3703
541	3.3005	3.05065	3.05065
542	3.47265	3.0895	3.0895
543	3.024	3.3164	3.3164
544	2.9308	2.4271000000000003	2.4271000000000003
545	3.36175	2.975	2.975
546	5.6299	4.8061	4.8061
547	3.8163	2.6102999999999996	2.6102999999999996
548	3.504	3.2566	3.2566
549	3.07655	4.9910499999999995	4.9910499999999995
550	2.9788	6.543950000000001	6.543950000000001
551	3.0000999999999998	5.089700000000001	5.089700000000001
552	4.09905	4.3462	4.3462
553	3.8256	2.9718	2.9718
554	2.9953000000000003	5.197100000000001	5.197100000000001
555	2.7814	3.6456	3.6456
556	4.5009	2.80445	2.80445
557	4.53	3.3343	3.3343
558	2.8968499999999997	2.4918500000000003	2.4918500000000003
559	2.9985999999999997	2.9236	2.9236
560	2.8663	3.3781	3.3781
561	3.20375	3.2600499999999997	3.2600499999999997
562	3.5818	3.2981	3.2981
563	3.40795	3.4417999999999997	3.4417999999999997
564	3.18975	2.5887000000000002	2.5887000000000002
565	4.47935	3.3025	3.3025
566	3.18975	2.5887000000000002	2.5887000000000002
567	3.0755999999999997	3.6901	3.6901
568	4.584300000000001	3.7025	3.7025
569	3.072	2.8083	2.8083
570	3.10625	2.5799000000000003	2.5799000000000003
571	3.22035	3.2318	3.2318
572	3.0751	3.668	3.668
573	3.79065	3.2015000000000002	3.2015000000000002
574	3.3967	3.1888500000000004	3.1888500000000004
575	2.9571500000000004	2.4883	2.4883
576	5.1983	3.90495	3.90495
577	2.7908	2.58115	2.58115
578	2.1350499999999997	3.5580499999999997	3.5580499999999997
579	2.69705	2.5538	2.5538
580	2.77965	2.7264	2.7264
581	3.4593	3.2604	3.2604
582	3.0831999999999997	2.8965	2.8965
583	3.7389	3.1231	3.1231
584	2.9936	3.0444	3.0444
585	2.75615	2.7516	2.7516
586	3.1987	6.08125	6.08125
587	5.2012	3.8462500000000004	3.8462500000000004
588	3.32335	2.8202	2.8202
589	3.2435	3.1676	3.1676
590	2.9700499999999996	3.1	3.1
591	3.3293	3.0266	3.0266
592	2.7897499999999997	3.35955	3.35955
593	3.16695	2.8201	2.8201
594	3.0191999999999997	2.8013	2.8013
595	3.4278	3.52665	3.52665
596	3.2229	4.08825	4.08825
597	3.9159	2.9995	2.9995
598	3.2116	3.4255	3.4255
599	3.4158	3.04675	3.04675
600	3.3212	2.5043	2.5043
601	3.261	2.9526000000000003	2.9526000000000003
602	4.2347	2.8559	2.8559
603	4.65235	2.7414500000000004	2.7414500000000004
604	3.3873	3.1812	3.1812
605	2.58315	3.0836	3.0836
606	2.9943	2.9104	2.9104
607	5.5439	2.8992	2.8992
608	3.3382	3.51325	3.51325
609	4.0761	3.1057	3.1057
610	3.89405	3.9226	3.9226
611	3.1507	3.3977	3.3977
612	2.9177	2.46845	2.46845
613	3.2837	2.7134	2.7134
614	3.14365	3.4214	3.4214
615	4.825	2.4575	2.4575
616	4.0359	5.2801	5.2801
617	3.5793999999999997	4.1245	4.1245
618	4.8506	2.9495	2.9495
619	3.0171	3.119	3.119
620	3.1838499999999996	2.6885	2.6885
621	3.1058000000000003	3.3357	3.3357
622	3.60725	4.1561	4.1561
623	4.7639	2.4272	2.4272
624	3.1615	2.763	2.763
625	4.625299999999999	2.89165	2.89165
626	3.00225	2.5339	2.5339
627	3.8726000000000003	2.8034	2.8034
628	3.9971	7.20445	7.20445
629	3.10675	3.0217	3.0217
630	3.7612	3.4419	3.4419
631	3.9364999999999997	7.20445	7.20445
632	4.18215	3.3552	3.3552
633	4.030049999999999	3.2098	3.2098
634	2.71345	2.9808	2.9808
635	3.9673499999999997	3.9099	3.9099
636	2.75185	3.10495	3.10495
637	5.14785	2.3513	2.3513
638	3.2614	3.2807	3.2807
639	4.8382	4.21185	4.21185
640	3.4308	3.6839	3.6839
641	3.47075	3.2569999999999997	3.2569999999999997
642	3.4489	3.6505	3.6505
643	3.6908	3.43955	3.43955
644	4.6607	3.9482	3.9482
645	3.58315	2.7086	2.7086
646	2.9862	2.78085	2.78085
647	3.9207	3.7375499999999997	3.7375499999999997
648	4.159549999999999	3.2962	3.2962
649	3.2853	2.4433	2.4433
650	3.26465	3.2608	3.2608
651	4.4226	3.5326	3.5326
652	3.5088	3.4769	3.4769
653	3.1155	4.71215	4.71215
654	4.307449999999999	3.3248499999999996	3.3248499999999996
655	3.3893	3.1926	3.1926
656	2.9842	5.9747	5.9747
657	3.25	3.63915	3.63915
658	3.3893	3.1926	3.1926
659	3.8777	3.3971	3.3971
660	3.8418	3.1911	3.1911
661	3.4895500000000004	4.737550000000001	4.737550000000001
662	3.9238999999999997	2.9697	2.9697
663	3.47325	4.7684	4.7684
664	5.26815	5.443300000000001	5.443300000000001
665	3.3845	3.2215	3.2215
666	3.7896	4.3104	4.3104
667	3.78195	3.6731499999999997	3.6731499999999997
668	3.41695	2.55195	2.55195
669	3.81055	3.5715	3.5715
670	2.5144	2.52155	2.52155
671	4.1609	3.1601	3.1601
672	3.4571	5.6696	5.6696
673	3.40605	4.3613	4.3613
674	3.2628	4.682650000000001	4.682650000000001
675	2.9214	3.8939	3.8939
676	2.7763999999999998	2.76	2.76
677	4.3823	3.2301	3.2301
678	3.22455	3.5025500000000003	3.5025500000000003
679	3.52445	5.6731	5.6731
680	3.1795999999999998	2.61615	2.61615
681	3.1247499999999997	2.4954	2.4954
682	3.1673999999999998	3.22415	3.22415
683	4.30735	5.25805	5.25805
684	3.6144999999999996	3.4145	3.4145
685	2.6606	2.7708	2.7708
686	3.1446	2.9307	2.9307
687	4.6451	3.2831	3.2831
688	3.1446	2.9307	2.9307
689	4.3598	3.4199	3.4199
690	3.9055	2.66365	2.66365
691	4.47645	3.2234499999999997	3.2234499999999997
692	2.9894	3.9625500000000002	3.9625500000000002
693	3.98205	3.0016499999999997	3.0016499999999997
694	3.4158	2.80645	2.80645
695	4.1556	3.1665	3.1665
696	3.2184	4.5251	4.5251
697	3.88015	3.1817	3.1817
698	3.24715	2.77075	2.77075
699	2.8236	2.8268500000000003	2.8268500000000003
700	3.0303	2.6168500000000003	2.6168500000000003
701	2.7444	2.6532	2.6532
702	3.5604	2.7846	2.7846
703	2.6912	2.7595	2.7595
704	3.67065	3.36625	3.36625
705	3.1952499999999997	2.9924	2.9924
706	3.189	2.6928	2.6928
707	3.0120500000000003	2.8409	2.8409
708	4.4106	3.5097	3.5097
709	3.1411	2.86535	2.86535
710	3.1323	2.7727	2.7727
711	4.4673	5.1044	5.1044
712	5.605	3.3896	3.3896
713	2.94325	3.57695	3.57695
714	3.74775	4.9344	4.9344
715	0.0	0.0	0.0
716	5.6034500000000005	3.44845	3.44845
717	3.09225	4.1153	4.1153
718	3.48125	3.17305	3.17305
719	5.27945	3.2928	3.2928
720	3.21435	2.4469	2.4469
721	2.93105	3.04745	3.04745
722	4.4104	2.8606499999999997	2.8606499999999997
723	6.5056	3.12025	3.12025
724	3.3771	2.8217	2.8217
725	4.39985	2.8606499999999997	2.8606499999999997
726	2.9351000000000003	3.0844500000000004	3.0844500000000004
727	3.1044	3.3923	3.3923
728	3.6291	2.9248	2.9248
729	3.1411499999999997	2.6255	2.6255
730	4.338699999999999	3.033	3.033
731	4.0154499999999995	3.6708	3.6708
732	3.4188	2.9366	2.9366
733	3.9168	4.234	4.234
734	3.8341000000000003	2.7963	2.7963
735	3.6231	3.0450999999999997	3.0450999999999997
736	3.7049	3.2268	3.2268
737	3.206	3.3310000000000004	3.3310000000000004
738	3.6684	2.8659499999999998	2.8659499999999998
739	3.4826	2.98345	2.98345
740	4.35505	3.0189	3.0189
741	4.3294999999999995	3.1221	3.1221
742	3.9089	3.1668000000000003	3.1668000000000003
743	3.2396	2.8576	2.8576
744	3.4552	3.55685	3.55685
745	3.32235	3.5189	3.5189
746	2.9641	2.84795	2.84795
