star	x	y
1360	330.84	883.53
1361	947.48	999.98
1362	131.61	85.55
1363	344.03	430.83
1364	335.6	844.76
1365	549.59	890.37
1366	522.68	1010.24
1367	337.03	48.38
1368	970.33	79.0
1369	712.05	402.47
1370	753.72	702.84
1371	144.74	913.95
1372	625.05	774.98
1373	281.52	27.15
1374	506.89	355.56
1375	939.14	916.13
1376	600.27	645.88
1377	988.49	442.95
1378	628.01	826.02
1379	195.17	82.96
1380	46.87	946.31
1381	423.12	225.61
1382	344.06	685.94
1383	312.35	649.9
1384	961.91	709.66
1385	1006.52	597.99
1386	340.51	105.0
1387	613.67	841.07
1388	208.16	452.67
1389	372.41	343.75
1390	632.49	984.45
1391	785.37	999.9
1392	769.06	259.06
1393	685.3	487.85
1394	723.01	49.55
1395	832.22	354.11
1396	221.0	363.0
1397	26.1	903.3
1398	331.34	324.06
1399	365.08	635.94
1400	813.59	470.13
1401	892.95	712.9
1402	480.0	199.16
1403	690.22	483.21
1404	301.72	280.01
1405	690.23	483.21
1406	194.71	907.96
1407	430.04	829.04
1408	314.21	574.66
1409	535.6	658.92
1410	312.22	649.81
1411	548.98	208.58
1412	314.22	574.65
1413	402.07	684.22
1414	494.37	538.28
1415	157.57	187.94
1416	178.05	221.06
1417	430.11	829.2
1418	729.3	97.85
1419	194.54	249.63
1420	769.72	206.95
1421	312.16	649.81
1422	262.01	582.24
1423	49.35	353.15
1424	673.27	321.14
1425	730.12	130.34
1426	889.48	434.99
1427	442.52	173.1
1428	81.94	486.76
1429	510.44	752.55
1430	63.4	472.0
1431	952.44	196.94
1432	118.77	584.1
1433	712.06	60.59
1434	173.28	615.76
1435	734.86	557.27
1436	664.83	968.78
1437	331.92	171.87
1438	421.59	499.96
1439	768.07	667.88
1440	705.63	129.07
1441	783.69	842.26
1442	173.29	615.76
1443	551.12	773.29
1444	402.06	684.34
1445	783.25	842.63
1446	490.88	866.76
1447	148.58	583.45
1448	401.97	684.12
1449	329.45	837.94
1450	158.76	929.05
1451	372.55	839.36
1452	924.22	726.79
1453	102.28	819.16
1454	713.47	1009.24
1455	490.89	866.64
1456	682.83	500.36
1457	463.56	721.9
1458	322.07	177.09
1459	646.76	257.87
1460	777.81	664.66
1461	312.09	902.44
1462	251.4	616.03
1463	329.61	837.95
1464	539.58	363.61
1465	313.33	589.91
1466	312.09	902.43
1467	297.42	845.3
1468	421.1	759.91
1469	879.93	123.99
1470	235.95	426.33
1471	25.91	386.56
1472	290.01	375.53
1473	632.77	366.6
1474	463.73	721.75
1475	94.5	746.1
1476	198.88	827.19
1477	421.1	759.91
1478	543.01	810.22
1479	584.09	116.32
1480	433.32	219.96
1481	321.95	177.18
1482	224.1	819.92
1483	281.06	422.99
1484	650.01	585.9
1485	290.01	375.4
1486	665.0	208.76
1487	210.09	915.84
1488	646.96	257.9
1489	713.46	1009.46
1490	619.48	460.88
1491	119.5	780.82
1492	224.1	819.92
1493	490.96	866.52
1494	796.05	429.92
1495	104.35	512.95
1496	795.23	982.71
1497	104.35	512.95
1498	822.27	298.06
1499	872.46	274.52
1500	283.09	185.41
1501	299.02	931.64
1502	974.98	391.01
1503	557.5	487.58
1504	337.9	238.32
1505	593.0	895.21
1506	474.98	354.04
1507	80.07	543.52
1508	80.07	622.96
1509	299.02	931.63
1510	359.32	143.27
1511	876.31	515.9
1512	912.74	35.87
1513	863.24	481.27
1514	525.97	306.14
1515	968.82	739.13
1516	412.07	271.03
1517	525.97	306.15
1518	725.65	368.32
1519	283.29	185.56
1520	416.09	966.47
1521	245.84	1004.01
1522	145.42	350.95
1523	685.98	978.41
1524	695.76	461.12
1525	592.99	894.97
1526	392.37	383.25
1527	832.62	427.45
1528	877.99	81.99
1529	547.89	651.83
1530	653.35	893.1
1531	130.52	240.94
1532	320.96	803.91
1533	283.29	185.8
1534	462.36	367.11
1535	367.63	129.58
1536	265.73	612.11
1537	802.91	802.19
1538	795.97	720.69
1539	814.96	631.68
1540	347.24	659.18
1541	487.58	452.87
1542	376.31	263.11
1543	205.02	607.65
1544	392.09	73.73
1545	16.11	671.19
1546	539.49	363.83
1547	486.0	838.0
1548	832.62	427.45
1549	160.1	660.99
1550	70.37	89.11
1551	16.31	670.98
1552	559.73	17.06
1553	312.37	902.19
1554	176.0	275.45
1555	175.02	685.45
1556	384.99	681.35
1557	548.55	674.39
1558	16.31	670.98
1559	938.33	868.13
1560	471.67	923.08
1561	79.76	174.84
1562	725.96	368.36
1563	71.1	646.04
1564	180.13	866.47
1565	490.44	403.85
1566	650.77	988.69
1567	100.53	99.95
1568	68.34	379.09
1569	199.01	827.07
1570	547.77	651.92
1571	62.59	664.53
1572	328.58	92.86
1573	365.5	259.53
1574	124.68	565.42
1575	585.08	535.08
1576	90.06	630.93
1577	658.66	64.97
1578	486.34	837.77
1579	986.56	939.51
1580	267.05	55.57
1581	271.06	905.07
1582	464.31	693.1
1583	717.53	733.42
1584	384.88	681.14
1585	740.43	978.87
1586	886.98	897.0
1587	524.09	185.03
1588	628.05	584.7
1589	305.95	187.65
1590	628.02	584.91
1591	354.5	535.96
1592	695.98	209.6
1593	397.0	821.99
1594	117.24	139.4
1595	714.54	153.92
1596	659.93	485.98
1597	428.73	102.03
1598	435.2	969.36
1599	282.12	914.86
1600	180.53	420.94
1601	608.44	547.96
1602	918.67	257.86
1603	288.09	865.54
1604	532.6	259.92
1605	898.22	765.0
1606	562.91	989.92
1607	270.36	502.14
1608	963.26	67.22
1609	160.53	20.09
1610	664.03	87.76
1611	279.01	154.87
1612	218.09	507.02
1613	613.92	602.97
1614	271.07	905.23
1615	324.09	901.95
1616	946.16	663.74
1617	516.97	832.04
1618	640.68	255.2
1619	353.05	697.98
1620	408.47	534.95
1621	956.16	88.79
1622	464.07	664.91
1623	125.01	565.41
1624	279.24	154.87
1625	274.83	586.19
1626	684.96	732.82
1627	767.98	580.06
1628	331.53	704.45
1629	522.11	126.54
1630	357.07	615.02
1631	120.88	705.76
1632	522.09	126.55
1633	963.36	67.17
1634	331.62	704.21
1635	139.29	601.11
1636	983.77	947.64
1637	423.09	114.14
1638	555.03	645.02
1639	607.9	847.45
1640	704.93	973.53
1641	690.35	549.87
1642	689.82	70.46
1643	560.3	912.89
1644	704.93	973.52
1645	1007.19	175.71
1646	919.5	493.02
1647	614.36	213.89
1648	23.0	224.3
1649	286.34	508.03
1650	421.52	652.97
1651	505.46	65.31
1652	421.3	652.91
1653	434.18	406.52
1654	681.06	817.94
1655	760.5	778.54
1656	325.03	780.96
1657	994.56	483.01
1658	295.77	263.01
1659	689.52	374.11
1660	677.1	272.45
1661	942.52	495.11
1662	247.49	243.61
1663	964.35	154.16
1664	942.52	495.1
1665	419.71	406.02
1666	938.94	264.98
1667	997.01	700.02
1668	994.4	483.02
1669	628.42	722.08
1670	137.78	791.09
1671	749.02	144.67
1672	198.42	933.93
1673	269.0	953.61
1674	970.0	683.86
1675	193.36	464.25
1676	302.98	550.42
1677	1006.97	178.0
1678	14.04	91.9
1679	435.95	371.32
1680	976.67	726.11
1681	731.79	892.11
1682	800.71	789.0
1683	302.45	788.56
1684	594.32	865.97
1685	32.04	814.96
1686	400.09	692.04
1687	815.99	615.0
1688	172.98	23.98
1689	552.92	965.27
1690	752.1	972.97
1691	867.02	988.65
1692	996.42	200.51
1693	310.01	117.56
1694	329.96	963.65
1695	476.03	389.97
1696	401.92	523.11
1697	439.49	885.38
1698	555.87	34.71
1699	800.98	665.99
1700	876.51	544.59
1701	876.74	368.02
1702	820.04	474.01
1703	274.99	586.04
1704	410.83	471.03
1705	680.79	714.24
1706	141.54	90.15
1707	657.93	308.7
1708	250.03	1010.24
1709	814.95	947.89
1710	249.94	979.6
1711	168.77	570.89
1712	530.93	386.45
1713	472.01	89.98
1714	386.12	24.58
1715	202.37	368.1
1716	540.95	781.25
1717	774.93	972.89
1718	775.98	146.91
1719	246.56	207.91
1720	270.26	700.75
1721	401.22	428.8
1722	335.98	776.63
1723	416.9	908.44
1724	283.5	77.58
1725	366.07	889.0
1726	250.28	78.28
1727	246.74	207.89
1728	236.84	360.29
1729	135.31	558.76
1730	696.27	210.08
1731	124.14	831.46
1732	895.09	251.12
1733	529.89	559.81
1734	430.08	1003.92
1735	682.99	930.24
1736	249.94	979.43
1737	38.15	136.13
1738	205.39	559.91
1739	993.67	263.9
1740	972.47	109.51
1741	727.48	448.09
1742	886.77	807.05
1743	625.07	839.03
1744	94.86	787.4
1745	535.32	736.0
1746	770.69	389.71
1747	996.98	68.92
1748	117.57	728.42
1749	778.94	808.66
1750	546.98	328.7
1751	297.57	578.87
1752	250.0	1010.03
1753	410.73	470.88
1754	292.12	170.09
1755	73.1	833.77
1756	482.56	178.0
1757	414.58	595.05
1758	495.03	236.5
1759	124.12	322.08
1760	437.28	85.08
1761	647.5	57.54
1762	466.0	585.93
1763	940.79	273.58
1764	711.97	784.51
1765	537.79	200.75
1766	469.09	480.92
1767	384.09	305.22
1768	309.15	25.38
1769	915.04	410.49
1770	282.59	438.49
1771	736.08	682.67
1772	801.91	806.07
1773	976.66	670.97
1774	741.09	533.1
1775	616.72	274.88
1776	168.56	901.51
1777	918.02	229.33
1778	788.0	448.08
1779	538.04	816.95
1780	609.53	813.0
1781	12.51	559.0
1782	524.97	978.49
1783	265.45	526.81
1784	327.3	877.2
1785	202.38	295.99
1786	985.12	559.21
1787	15.02	577.42
1788	985.02	559.13
1789	390.57	682.88
1790	265.56	526.86
1791	344.05	501.97
1792	15.02	577.42
1793	786.97	440.06
1794	492.91	199.67
1795	168.19	90.27
1796	972.21	109.43
1797	467.76	993.89
1798	939.93	903.89
1799	45.11	163.02
1800	331.26	489.37
1801	76.01	924.09
1802	540.53	599.99
1803	714.01	776.33
1804	873.57	958.47
1805	64.1	441.29
1806	603.06	493.56
1807	834.99	535.03
1808	873.53	958.48
1809	107.51	878.88
1810	439.56	564.42
1811	492.82	199.83
1812	266.26	212.83
1813	674.93	769.48
1814	548.05	872.94
1815	606.45	727.12
1816	629.98	29.02
1817	662.95	550.09
1818	686.84	515.16
1819	955.61	691.04
1820	226.09	757.53
1821	639.25	535.07
1822	655.37	13.07
1823	278.98	994.27
1824	153.06	880.64
1825	187.74	75.26
1826	634.01	641.47
1827	735.02	619.48
1828	70.85	102.65
1829	988.71	191.78
1830	814.54	379.04
1831	234.03	412.13
1832	296.13	489.98
1833	829.69	324.0
1834	608.04	389.96
1835	633.94	588.0
1836	629.94	28.81
1837	969.26	419.05
1838	705.92	906.83
1839	876.59	951.75
1840	849.52	570.95
1841	875.27	353.24
1842	518.03	646.48
1843	553.5	943.12
1844	716.26	864.63
1845	369.0	234.51
1846	831.64	755.3
1847	908.99	983.0
1848	720.51	886.41
1849	777.22	894.75
1850	527.31	763.68
1851	662.84	119.83
1852	973.03	793.87
1853	525.68	574.93
1854	973.03	793.87
1855	477.05	779.3
1856	408.82	208.32
1857	281.77	569.93
1858	764.06	960.0
1859	286.33	473.78
1860	622.3	67.15
1861	993.28	241.01
1862	98.93	360.94
1863	651.99	612.6
1864	373.94	801.92
1865	214.08	864.9
1866	249.55	693.11
1867	373.95	801.93
1868	819.01	816.87
1869	327.54	877.0
1870	905.53	317.54
1871	681.69	743.91
1872	468.28	634.21
1873	558.36	125.15
1874	308.08	489.0
1875	44.5	120.96
1876	503.98	807.8
1877	491.89	784.09
1878	583.73	153.2
1879	893.54	909.92
1880	313.3	281.99
1881	910.07	885.97
1882	74.38	391.88
1883	470.69	410.1
1884	477.98	956.49
1885	818.99	816.64
1886	583.0	776.44
1887	822.65	217.83
1888	605.74	220.39
1889	818.91	17.39
1890	497.07	266.35
1891	628.03	664.92
1892	216.52	735.48
1893	225.89	538.63
1894	697.03	869.96
1895	559.93	542.67
1896	188.39	398.29
1897	682.49	308.87
1898	468.55	634.28
1899	958.33	924.95
1900	671.25	750.53
1901	797.02	570.03
1902	582.86	727.92
1903	865.49	458.97
1904	919.86	676.48
1905	959.03	1005.02
1906	850.09	527.13
1907	275.62	602.07
1908	111.58	500.95
1909	44.64	120.97
1910	889.98	793.95
1911	215.08	567.65
1912	814.95	948.13
1913	799.11	53.35
1914	460.89	963.08
1915	122.73	154.96
1916	818.9	17.54
1917	473.98	290.39
1918	122.73	154.96
1919	760.04	469.31
1920	502.3	391.57
1921	581.09	912.73
1922	254.1	588.04
1923	559.97	977.24
1924	360.0	667.3
1925	826.02	720.07
1926	730.08	259.02
1927	898.74	759.34
1928	571.78	417.93
1929	248.91	105.93
1930	89.04	520.72
1931	168.15	90.0
1932	499.95	408.15
1933	197.06	180.0
1934	347.72	152.89
1935	793.03	285.32
1936	444.53	868.94
1937	80.54	86.02
1938	717.1	935.35
1939	692.01	631.01
1940	444.51	869.34
1941	867.96	792.48
1942	590.07	778.21
1943	950.31	247.01
1944	623.26	526.65
1945	111.58	906.0
1946	542.02	693.51
1947	542.76	983.17
1948	326.6	475.52
1949	137.84	1005.67
1950	526.4	1002.74
1951	358.04	899.52
1952	712.05	657.5
1953	340.46	405.43
1954	347.06	358.29
1955	926.66	655.99
1956	281.76	631.43
1957	734.41	817.2
1958	357.65	273.01
1959	922.52	88.51
1960	834.64	628.03
1961	791.79	227.34
1962	605.54	220.15
1963	910.03	538.99
1964	632.0	335.81
1965	682.69	354.18
1966	414.08	982.45
1967	282.15	924.27
1968	398.04	679.93
1969	758.98	709.63
1970	652.95	1010.46
1971	642.76	918.14
1972	843.0	511.99
1973	159.81	193.6
1974	383.79	992.16
1975	111.11	566.09
1976	475.85	193.65
1977	978.42	791.15
1978	824.15	329.09
1979	75.97	303.96
1980	565.11	266.09
1981	1003.68	277.22
1982	150.91	971.92
1983	236.05	34.01
1984	168.33	983.6
1985	415.03	1003.07
1986	711.18	1003.33
1987	815.49	310.99
1988	419.44	274.94
1989	583.07	581.33
1990	853.47	783.83
1991	853.47	783.83
1992	68.12	404.06
1993	511.0	581.33
1994	510.98	469.04
1995	75.98	303.97
1996	604.34	342.13
1997	581.33	615.8
1998	732.11	317.08
1999	347.21	358.2
2000	73.6	874.51
2001	658.37	839.86
2002	588.68	263.93
2003	883.46	278.85
2004	471.58	323.33
2005	676.27	113.14
2006	685.29	324.94
2007	133.82	572.78
2008	261.0	857.5
2009	602.66	661.89
2010	652.58	796.0
2011	842.08	202.01
2012	331.76	64.05
2013	695.9	916.62
2014	505.04	865.87
2015	17.55	372.01
2016	122.08	773.23
2017	396.57	46.86
2018	17.75	372.01
2019	978.88	790.98
2020	17.75	372.01
2021	331.52	385.0
2022	300.98	653.97
2023	631.1	14.7
2024	243.79	605.81
2025	393.0	418.5
2026	372.53	942.5
2027	773.18	482.32
2028	709.39	28.55
2029	448.06	360.54
2030	207.82	269.37
2031	418.6	384.58
2032	895.05	75.06
2033	776.17	216.81
2034	766.99	809.3
2035	396.69	46.79
2036	978.7	790.98
2037	999.99	142.0
2038	992.02	228.06
2039	122.07	773.04
2040	841.89	902.21
2041	785.91	410.06
2042	472.06	440.94
2043	829.7	474.8
2044	680.01	600.9
2045	203.68	821.83
2046	554.32	342.08
2047	979.76	35.69
2048	384.12	113.4
2049	343.93	527.17
2050	368.29	292.03
2051	866.43	195.93
2052	848.7	736.72
2053	661.87	644.97
2054	584.24	955.57
2055	635.3	331.07
2056	931.68	761.17
2057	668.64	381.55
2058	422.09	413.48
2059	168.7	958.88
2060	584.19	955.45
2061	571.4	35.99
2062	876.45	330.5
2063	312.4	59.74
2064	101.93	957.96
2065	957.88	298.73
2066	814.15	925.99
2067	138.06	250.98
2068	518.83	412.14
2069	278.47	233.54
2070	13.5	408.74
2071	250.78	332.56
2072	793.96	993.93
2073	860.96	403.05
2074	657.51	51.1
2075	399.67	840.88
2076	945.04	761.41
2077	937.93	592.67
2078	316.55	876.47
2079	399.67	840.87
2080	834.06	962.44
2081	232.22	767.88
2082	475.5	984.55
2083	13.63	408.76
2084	684.32	111.55
2085	562.13	460.94
2086	779.41	638.14
2087	556.34	258.04
2088	931.9	171.72
2089	309.54	534.94
2090	799.04	918.61
2091	207.0	431.51
2092	132.88	953.52
2093	207.0	431.51
2094	155.43	142.28
2095	59.38	166.93
2096	805.06	44.76
2097	441.51	119.19
2098	772.01	933.23
2099	618.07	91.97
2100	281.06	513.09
2101	684.29	111.68
2102	924.11	152.54
2103	280.1	663.72
2104	340.87	188.11
2105	278.44	233.18
2106	668.17	381.63
2107	637.08	510.56
2108	473.14	942.56
2109	494.03	92.11
2110	956.1	950.03
2111	426.79	217.89
2112	988.87	906.93
2113	477.16	213.47
2114	248.03	816.68
2115	347.58	779.34
2116	753.31	854.67
2117	370.52	784.03
2118	577.19	985.83
2119	359.0	127.54
2120	470.43	265.97
2121	588.9	947.03
2122	129.74	446.05
2123	711.95	320.98
2124	477.19	213.36
2125	252.07	605.35
2126	743.49	356.08
2127	732.91	595.02
2128	471.14	226.69
2129	684.17	111.63
2130	617.71	737.97
2131	327.11	665.04
2132	962.9	945.96
2133	204.7	288.7
2134	327.11	665.04
2135	398.05	884.5
2136	797.96	592.09
2137	229.2	570.33
2138	99.67	779.19
2139	745.43	795.1
2140	597.02	512.66
2141	573.52	754.49
2142	210.91	580.21
2143	781.75	18.89
2144	672.63	922.13
2145	159.98	193.91
2146	910.96	359.05
2147	876.0	416.01
2148	179.46	751.01
2149	450.06	144.58
2150	795.51	340.02
2151	517.96	198.44
2152	898.34	702.92
2153	843.33	318.99
2154	1009.04	755.87
2155	299.04	746.95
2156	765.26	430.6
2157	912.04	291.1
2158	695.9	38.01
2159	481.61	747.95
2160	912.04	291.1
2161	539.25	1008.7
2162	628.51	376.54
2163	23.9	195.15
2164	505.08	470.02
2165	630.96	927.9
2166	785.01	115.0
2167	609.91	330.59
2168	242.73	548.3
2169	635.02	92.55
2170	233.67	651.77
2171	286.55	720.47
2172	901.34	921.3
2173	53.27	685.0
2174	205.32	629.64
2175	771.69	643.05
2176	444.55	47.94
2177	685.06	1005.23
2178	515.02	797.94
2179	621.72	490.0
2180	93.83	1006.2
2181	471.47	226.89
2182	446.17	936.3
2183	961.9	368.49
2184	829.3	848.04
2185	567.01	196.06
2186	897.96	408.89
2187	610.29	411.06
2188	928.12	113.56
2189	612.01	482.49
2190	944.67	847.79
2191	724.18	107.99
2192	97.03	911.52
2193	944.83	847.67
2194	487.51	768.95
2195	751.24	60.99
2196	259.58	133.12
2197	299.12	699.94
2198	740.98	310.01
2199	60.71	458.97
2200	178.34	228.02
2201	252.33	38.96
2202	343.85	353.64
2203	278.75	203.12
2204	43.28	386.79
2205	628.26	577.28
2206	222.08	121.08
2207	877.92	766.9
2208	569.98	355.16
2209	997.9	283.12
2210	147.52	113.84
2211	628.2	556.04
2212	497.46	316.48
2213	882.99	686.99
2214	617.74	21.06
2215	612.94	122.37
2216	301.44	757.26
2217	858.56	876.42
2218	997.9	283.12
2219	663.58	766.04
2220	956.3	282.03
2221	809.28	482.16
2222	557.06	309.91
2223	63.26	181.99
2224	45.0	15.91
2225	301.48	757.48
2226	377.71	559.69
2227	367.32	117.02
2228	629.36	457.11
2229	967.0	544.47
2230	90.94	245.76
2231	455.96	785.97
2232	409.08	917.91
2233	940.62	30.99
2234	444.94	908.94
2235	161.35	578.92
2236	942.3	54.15
2237	802.05	559.09
2238	717.69	832.08
2239	409.08	917.91
2240	1005.9	122.98
2241	253.04	796.94
2242	644.27	894.2
2243	304.99	218.98
2244	769.96	93.49
2245	798.02	383.45
2246	741.02	845.23
2247	639.93	146.96
2248	895.32	430.07
2249	499.25	649.35
2250	793.4	705.24
2251	763.0	457.29
2252	798.0	258.11
2253	948.05	874.93
2254	199.09	215.67
2255	796.45	505.91
2256	1005.9	122.98
2257	805.75	69.45
2258	820.26	240.07
2259	690.23	91.14
2260	72.08	170.95
2261	934.25	387.88
2262	521.98	897.27
2263	951.47	146.5
2264	576.95	838.65
2265	344.09	268.08
2266	236.99	53.07
2267	496.25	31.02
2268	763.01	457.34
2269	647.08	101.54
2270	245.02	912.89
2271	686.1	612.09
2272	701.0	651.43
2273	489.84	217.97
2274	521.88	993.84
2275	245.02	912.9
2276	335.32	499.11
2277	170.99	514.24
2278	465.05	85.38
2279	366.4	664.85
2280	885.81	165.24
2281	921.05	34.33
2282	858.99	127.32
2283	307.52	976.0
2284	933.21	303.25
2285	95.9	599.13
2286	672.13	600.48
2287	406.1	784.01
2288	820.85	1004.39
2289	696.44	470.87
2290	408.54	38.53
2291	936.97	451.05
2292	764.95	977.6
2293	654.97	412.49
2294	123.1	759.68
2295	1004.48	840.94
2296	587.28	163.1
2297	362.98	270.26
2298	682.04	862.51
2299	476.88	57.9
2300	570.54	673.02
2301	198.58	812.92
2302	940.21	15.05
2303	89.59	136.27
2304	520.13	731.04
2305	722.81	41.82
2306	693.5	750.02
2307	309.88	693.45
2308	614.99	248.48
2309	546.1	198.01
2310	619.71	552.07
2311	703.5	775.48
2312	989.06	321.97
2313	365.76	140.12
2314	53.49	702.0
2315	787.0	962.49
2316	951.09	773.84
2317	366.51	664.57
2318	154.8	42.94
2319	786.45	325.09
2320	685.5	985.81
2321	514.03	569.02
2322	892.97	414.32
2323	602.06	231.67
2324	979.68	967.12
2325	378.86	817.08
2326	788.04	770.26
2327	288.34	619.74
2328	401.01	559.02
2329	48.23	233.92
2330	527.99	659.28
2331	718.78	374.6
2332	687.26	950.91
2333	503.48	910.44
2334	480.54	384.12
2335	454.49	962.41
2336	422.01	675.93
2337	696.21	757.3
2338	237.0	903.0
2339	261.96	904.9
2340	401.37	538.06
2341	510.98	301.92
2342	735.99	194.04
2343	909.74	25.8
2344	794.01	98.03
2345	360.97	791.36
2346	706.13	834.22
2347	179.19	399.38
2348	1003.02	195.96
2349	69.39	868.24
2350	549.2	379.4
2351	198.0	65.39
2352	131.08	583.03
2353	580.45	500.1
2354	160.6	389.25
2355	832.81	154.66
2356	823.52	599.05
2357	420.14	797.9
2358	957.36	839.0
2359	255.23	698.32
2360	252.08	632.01
2361	382.82	550.2
2362	767.08	242.18
2363	841.07	457.67
2364	763.27	630.91
2365	920.0	639.97
2366	327.03	198.98
2367	525.95	702.57
2368	685.89	254.06
2369	911.49	750.91
2370	327.09	558.97
2371	148.48	453.58
2372	775.01	593.72
2373	325.75	551.75
2374	636.0	932.97
2375	382.58	314.16
2376	255.03	698.56
2377	223.83	239.61
2378	299.08	251.03
2379	191.51	315.55
2380	782.52	553.54
2381	569.22	143.22
2382	517.56	541.0
2383	923.79	352.6
2384	483.25	289.9
2385	735.67	273.78
2386	619.87	542.64
2387	90.23	32.24
2388	904.98	459.16
2389	493.99	178.52
2390	309.36	521.93
2391	961.79	575.97
2392	565.77	850.92
2393	750.7	798.82
2394	877.28	820.01
2395	294.72	708.92
2396	428.35	915.31
2397	953.97	643.89
2398	736.0	178.55
2399	898.85	686.92
2400	843.44	398.06
2401	497.26	998.62
2402	584.97	746.69
2403	160.12	79.74
2404	149.66	649.29
2405	954.45	726.96
2406	356.9	818.48
2407	733.21	977.7
2408	848.93	61.94
2409	183.65	663.47
2410	964.07	496.96
2411	42.46	532.5
2412	53.93	74.56
2413	101.92	403.07
2414	120.86	697.26
2415	974.92	492.98
2416	558.05	817.58
2417	475.94	887.69
2418	663.94	317.64
2419	350.62	903.88
2420	38.39	483.5
2421	39.28	484.01
2422	583.11	435.63
2423	970.14	957.53
2424	994.87	13.63
2425	39.69	720.47
2426	217.5	980.57
2427	969.21	958.19
2428	966.4	967.41
2429	786.42	999.54
2430	82.64	958.74
2431	948.48	998.87
2432	1000.96	872.03
2433	47.28	181.45
2434	158.05	806.11
2435	967.93	853.73
2436	926.95	898.45
2437	838.76	948.09
2438	998.97	898.03
2439	965.4	912.39
2440	825.78	769.79
2441	910.43	685.4
2442	881.87	882.26
2443	930.12	794.92
2444	852.79	899.13
2445	70.08	704.65
2446	982.32	842.67
2447	249.54	416.88
2448	846.97	1008.28
2449	947.19	815.32
2450	940.21	914.93
2451	966.33	966.21
2452	947.5	960.04
2453	196.88	102.62
2454	606.91	827.15
2455	40.69	229.55
2456	796.45	981.59
2457	371.84	950.12
2458	867.96	987.09
2459	431.03	1003.01
2460	213.33	435.99
2461	778.02	893.7
2462	909.97	981.94
2463	970.24	682.25
2464	39.35	918.31
2465	819.69	815.7
2466	894.07	908.61
2467	575.63	656.77
2468	461.86	962.35
2469	33.98	265.42
2470	868.59	791.23
2471	178.93	154.39
2472	837.68	70.28
2473	710.04	593.95
2474	642.16	183.67
2475	735.02	700.34
2476	1000.91	921.97
2477	677.07	673.68
2478	635.41	401.79
2479	805.72	393.96
2480	619.27	502.62
2481	270.46	405.21
2482	1003.18	947.8
2483	87.86	663.98
2484	34.0	432.0
2485	997.95	699.6
2486	720.01	573.57
2487	998.6	908.05
2488	539.62	475.98
2489	41.18	457.71
2490	63.33	151.35
2491	44.09	965.18
2492	923.51	788.25
2493	56.86	280.75
2494	47.35	521.29
2495	905.43	135.02
2496	47.0	605.45
2497	50.36	797.19
2498	963.38	73.28
2499	400.49	183.46
2500	16.22	33.89
2501	35.89	31.8
2502	471.34	339.49
2503	32.92	358.92
2504	197.88	102.53
2505	813.48	940.59
2506	360.44	979.31
2507	515.38	980.95
2508	39.31	732.44
